id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,ber,bcr,gamma,prec_score,matthews_corrcoef,f1_score,log_loss,probability,C,max_iter,imb_spec_micro,zero_one_loss,rec_score,cohen_kappa_score,avg_prec_score,roc_auc_score,hamming_loss,accuracy,fbeta_score,imb_sens_micro
HOS,0,4.5,0.8431607470912432,0.7300205306356384,0.6820422535211267,0.8316521739130435,0.7530777253508847,0.5109273858681416,0.7821885913853318,387.4,956.4,193.6,180.6,1150.0,568.0,0.8412016958729316,0.6669961819178869,0.8316521739130435,0.6820422535211267,0.8363600741774235,0.6743116435234602,2.6187348150939327,0.3179577464788732,0.6820422535211267,0.09999999999999999,0.7821885913853318,0.5109273858681416,0.7821885913853318,7.523029644376055,True,0.09999999999999999,-1.0,0.7821885913853318,0.21781140861466816,0.7821885913853318,0.5107487371037892,0.5599990940376837,0.7568472137170852,0.21781140861466822,0.7821885913853318,0.7821885913853318,0.7821885913853318
HOS,1,4.5,0.9233375688916106,0.8960031251865177,0.04119718309859154,1.0,0.1965925071239551,0.16208601567685793,0.6830034924330617,23.4,1150.0,0.0,544.6,1150.0,568.0,0.6786547930955711,1.0,1.0,0.04119718309859154,0.8085616017422084,0.07847487917848027,1.0433945920401824,0.9588028169014085,0.04119718309859154,1.0,0.6830034924330617,0.16208601567685793,0.6830034924330617,10.948671492822095,True,0.09999999999999999,-1.0,0.6830034924330617,0.3169965075669383,0.6830034924330617,0.05423187129775666,0.35819369066552986,0.5205985915492958,0.3169965075669383,0.6830034924330617,0.6830034924330617,0.6830034924330617
HOS,2,4.5,0.7544678505817514,0.5966973571097123,0.6484154929577465,0.7238260869565218,0.6850532404112544,0.35760461881551026,0.6988940628637951,368.3,832.4,317.6,199.7,1150.0,568.0,0.8065249413022666,0.5370212725445309,0.7238260869565218,0.6484154929577465,0.7629186882562263,0.5874440837770176,2.059155684115445,0.3515845070422535,0.6484154929577465,0.009999999999999998,0.6988940628637951,0.35760461881551026,0.6988940628637951,10.399978452404614,True,0.09999999999999999,-1.0,0.6988940628637951,0.30110593713620487,0.6988940628637951,0.35367606325636575,0.4644332558711656,0.6861207899571342,0.30110593713620487,0.6988940628637951,0.6988940628637951,0.6988940628637951
HOS,3,4.5,0.9309103643600734,0.8778262127088645,0.8161971830985916,0.9075652173913044,0.8606477633094014,0.7232108065465545,0.8773573923166473,463.6,1043.7,106.3,104.4,1150.0,568.0,0.9090907549672768,0.813581661545707,0.9075652173913044,0.8161971830985916,0.9083117775026441,0.8148305931616935,4.946675387400623,0.18380281690140846,0.8161971830985916,0.09999999999999999,0.8773573923166473,0.7232108065465545,0.8773573923166473,4.23597507777329,True,1.0,-1.0,0.8773573923166473,0.12264260768335271,0.8773573923166473,0.7231522501460058,0.7247776191421973,0.8618812002449481,0.12264260768335275,0.8773573923166473,0.8773573923166473,0.8773573923166473
HOS,4,4.5,0.9542966166564606,0.9248974770691853,0.4390845070422535,0.9958260869565219,0.661216644368744,0.5762260003669669,0.8117578579743888,249.4,1145.2,4.8,318.6,1150.0,568.0,0.7823565724497225,0.981163653738248,0.9958260869565219,0.4390845070422535,0.8762748951944801,0.6066134609508513,1.7757574184550724,0.5609154929577465,0.4390845070422535,1.0,0.8117578579743888,0.5762260003669669,0.8117578579743888,6.501655485554004,True,1.0,-1.0,0.8117578579743888,0.18824214202561113,0.8117578579743888,0.5055688646598644,0.6162473810854598,0.7174552969993877,0.1882421420256112,0.8117578579743888,0.8117578579743888,0.8117578579743888
HOS,5,4.5,0.7993100887936314,0.670099457115592,0.6769366197183099,0.7704347826086957,0.7221324341420531,0.43421618660363653,0.739522700814901,384.5,886.0,264.0,183.5,1150.0,568.0,0.8284509198361745,0.5930036544776139,0.7704347826086957,0.6769366197183099,0.7983611993955371,0.6321331491880866,2.385974684929525,0.3230633802816901,0.6769366197183099,0.009999999999999998,0.739522700814901,0.43421618660363653,0.739522700814901,8.99669006428644,True,1.0,-1.0,0.739522700814901,0.2604772991850989,0.739522700814901,0.4318923329326399,0.5082065784992735,0.7236857011635027,0.26047729918509893,0.739522700814901,0.739522700814901,0.739522700814901
HOS,6,4.5,0.7532453306797307,0.6147716808471873,0.5223591549295774,0.8039130434782609,0.6477832719076455,0.3338257896370146,0.710826542491269,296.7,924.5,225.5,271.3,1150.0,568.0,0.7732309040392485,0.5683868191442379,0.8039130434782609,0.5223591549295774,0.7881886409193298,0.5440904439120287,1.6854230622748432,0.4776408450704225,0.5223591549295774,0.09999999999999999,0.710826542491269,0.3338257896370146,0.710826542491269,9.987802341217774,True,0.009999999999999998,-1.0,0.710826542491269,0.2891734575087311,0.710826542491269,0.333000084059654,0.45473774872810174,0.6631360992039191,0.28917345750873114,0.710826542491269,0.710826542491269,0.710826542491269
HOS,7,4.5,0.4102640079608083,0.5702483974661782,0.04119718309859154,1.0,0.1965925071239551,0.16208601567685793,0.6830034924330617,23.4,1150.0,0.0,544.6,1150.0,568.0,0.6786547930955711,1.0,1.0,0.04119718309859154,0.8085616017422084,0.07847487917848027,1.0433945920401824,0.9588028169014085,0.04119718309859154,1.0,0.6830034924330617,0.16208601567685793,0.6830034924330617,10.948671492822095,True,0.009999999999999998,-1.0,0.6830034924330617,0.3169965075669383,0.6830034924330617,0.05423187129775666,0.35819369066552986,0.5205985915492958,0.3169965075669383,0.6830034924330617,0.6830034924330617,0.6830034924330617
HOS,8,4.5,0.7231738364972443,0.5582108689311925,0.6519366197183099,0.6757391304347827,0.6637161008123067,0.31116552519515744,0.6678696158323632,370.3,777.1,372.9,197.7,1150.0,568.0,0.7971835853173308,0.498304220781832,0.6757391304347827,0.6519366197183099,0.7314390740568324,0.5648398358245907,1.9414326831832327,0.34806338028169015,0.6519366197183099,0.009999999999999998,0.6678696158323632,0.31116552519515744,0.6678696158323632,11.471550629113946,True,0.009999999999999998,-1.0,0.6678696158323632,0.3321303841676368,0.6678696158323632,0.3039720069718954,0.4399307240789123,0.6638378750765461,0.3321303841676368,0.6678696158323632,0.6678696158323632,0.6678696158323632
HOSbal,0,4.5,0.8427675870363022,0.8365000950396517,0.6820422535211267,0.822887323943662,0.7491009129336149,0.5101021820861769,0.7524647887323944,387.4,467.4,100.6,180.6,568.0,568.0,0.7213772332054089,0.793954422785129,0.822887323943662,0.6820422535211267,0.7687445326165603,0.7336685102840275,2.5912441772256343,0.3179577464788732,0.6820422535211267,0.09999999999999999,0.7524647887323944,0.5101021820861769,0.7524647887323944,8.54963412125912,True,0.09999999999999999,-1.0,0.7524647887323944,0.2475352112676057,0.7524647887323944,0.5049295774647886,0.7004715710111074,0.7524647887323945,0.2475352112676057,0.7524647887323944,0.7524647887323944,0.7524647887323944
