id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,fbeta_score,accuracy,cohen_kappa_score,roc_auc_score,rec_score,prec_score,f1_score,matthews_corrcoef,hamming_loss,imb_sens_micro,imb_spec_micro,log_loss,avg_prec_score,zero_one_loss
HOS,0,4.5,0.683416028781384,0.4736243414502949,0.7132042253521127,0.5522608695652174,0.6271158994430144,0.2507102291373816,0.6054714784633295,405.1,635.1,514.9,162.9,1150.0,568.0,0.7959570535748245,0.44082078669735064,0.5522608695652174,0.7132042253521127,0.6516100901625896,0.5445609334957758,1.9274358930230147,1.597484311609922,0.2867957746478873,0.7132042253521127,0.6054714784633296,0.6054714784633295,0.2297138106520301,0.632732547458665,0.6054714784633295,0.6054714784633295,0.6054714784633295,0.2507102291373816,0.39452852153667056,0.6054714784633295,0.6054714784633295,13.626772033287116,0.4090410256994894,0.39452852153667056
HOSbal,0,4.5,0.6771325133902003,0.6379391183579609,0.7132042253521127,0.5401408450704225,0.62018699776485,0.25746848128882344,0.6266725352112676,405.1,306.8,261.2,162.9,568.0,568.0,0.6533201268270703,0.6083557938688513,0.5401408450704225,0.7132042253521127,0.5908896697992396,0.656349531303364,1.885023513003831,1.5549816029008836,0.2867957746478873,0.7132042253521127,0.6266725352112676,0.6266725352112676,0.2533450704225352,0.6266725352112676,0.6266725352112676,0.6266725352112676,0.6266725352112676,0.25746848128882344,0.37332746478873235,0.6266725352112676,0.6266725352112676,12.894457679516188,0.5771218636072657,0.3733274647887324
