id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,fbeta_score,accuracy,cohen_kappa_score,roc_auc_score,pr_curve,rec_score,prec_score,f1_score,matthews_corrcoef,hamming_loss,imb_sens_micro,imb_spec_micro,log_loss,avg_prec_score,priors,hinge_loss,zero_one_loss
HOS,0,3.0276503540974917,0.004523222603447746,0.004347038021799951,0.019577556264633582,0.031006229428778384,0.009395351036069652,0.012368777545974402,0.014712090972594178,11.120051958311862,35.65716384309517,35.65716384309517,11.120051958311867,0.0,0.0,0.0036998315676629243,0.011375424745948211,0.031006229428778384,0.019577556264633582,0.020816990706329478,0.004368486771263071,0.043892158208831536,0.07553228492545215,0.019577556264633568,0.019577556264633582,0.014712090972594205,0.014712090972594178,0.01580333251737889,0.006835819074953908,,0.014712090972594178,0.014712090972594178,0.014712090972594178,0.012368777545974402,0.014712090972594172,0.014712090972594178,0.014712090972594178,0.5081540699354002,0.006148764822508121,,,0.014712090972594185
HOSbal,0,3.0276503540974917,0.0041001314863418695,0.00358831588251199,0.019577556264633582,0.030739075855600276,0.009447073566948721,0.011776383169153443,0.00663236418219344,11.120051958311862,17.45979508598094,17.45979508598094,11.120051958311867,0.0,0.0,0.004910727917847478,0.010290079988841922,0.030739075855600276,0.019577556264633582,0.017383984814393533,0.004169004169096368,0.040635102279825225,0.06953612972196085,0.019577556264633568,0.019577556264633582,0.00663236418219344,0.00663236418219344,0.01326472836438686,0.006632364182193454,,0.00663236418219344,0.00663236418219344,0.00663236418219344,0.011776383169153443,0.006632364182193427,0.00663236418219344,0.00663236418219344,0.22908485858870684,0.005409758048989483,,,0.006632364182193429
