id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,ber,bcr,alpha,cohen_kappa_score,imb_spec_micro,hamming_loss,rec_score,zero_one_loss,warm_start,momentum,accuracy,fbeta_score,max_iter,prec_score,avg_prec_score,learning_rate_init,f1_score,tol,imb_sens_micro,power_t,matthews_corrcoef,log_loss,roc_auc_score
HOS,0,4.5,0.7380569503980403,0.5674612036348428,0.6508802816901408,0.7192173913043478,0.6841444987028913,0.6966239813736903,369.7,827.1,322.9,198.3,1150.0,568.0,0.8066529208458771,0.5338099062489235,0.7192173913043478,0.6508802816901408,0.7604014500482957,0.5865125482073954,0.3491197183098592,0.6508802816901408,1.0,0.35062221212868894,0.6966239813736903,0.3033760186263096,0.6966239813736903,0.30337601862630975,False,0.9000000000000001,0.6966239813736903,0.6966239813736903,1000.0,0.6966239813736903,0.46289543099215075,0.0010000000000000002,0.6966239813736903,0.00010000000000000002,0.6966239813736903,0.5,0.35496956283891407,10.478386756133679,0.6850488364972442
HOS,1,4.5,0.7371463563992652,0.5784275080393624,0.6624999999999999,0.6880000000000001,0.675110194572012,0.6795692665890571,376.3,791.2,358.8,191.7,1150.0,568.0,0.8049436657657548,0.5120123954365201,0.6880000000000001,0.6624999999999999,0.7418683008224181,0.5775832451681546,0.3375,0.6624999999999999,1.0,0.326259932091577,0.6795692665890571,0.32043073341094297,0.6795692665890571,0.32043073341094297,False,0.9000000000000001,0.6795692665890571,0.679569266589057,1000.0,0.6795692665890571,0.45081345957424335,0.0010000000000000002,0.6795692665890571,0.00010000000000000002,0.6795692665890571,0.5,0.3333057189654518,11.06745244525977,0.6752500000000001
HOS,2,4.5,0.7330405695039803,0.5737575859125231,0.6665492957746478,0.6752173913043478,0.6707155471000313,0.6723515715948778,378.6,776.5,373.5,189.4,1150.0,568.0,0.8040004318992462,0.5035752016648033,0.6752173913043478,0.6665492957746478,0.733886639447489,0.5735615690015783,0.33345070422535217,0.6665492957746478,1.0,0.3158922091827245,0.6723515715948778,0.3276484284051222,0.6723515715948778,0.3276484284051222,False,0.9000000000000001,0.6723515715948778,0.6723515715948778,1000.0,0.6723515715948778,0.44585499410295604,0.0010000000000000002,0.6723515715948778,0.00010000000000000002,0.6723515715948778,0.5,0.3242183994056812,11.316749640474624,0.6708833435394979
HOS,3,4.5,0.7347108083282302,0.5640709145717262,0.6485915492957747,0.6956521739130435,0.6716631702466188,0.680093131548312,368.4,800.0,350.0,199.6,1150.0,568.0,0.8003134325179486,0.512962844110206,0.6956521739130435,0.6485915492957747,0.7442771589556434,0.5727940056212533,0.3514084507042254,0.6485915492957747,1.0,0.32267907955259106,0.680093131548312,0.31990686845168803,0.680093131548312,0.31990686845168803,False,0.9000000000000001,0.680093131548312,0.680093131548312,1000.0,0.680093131548312,0.44886691164447934,0.0010000000000000002,0.680093131548312,0.00010000000000000002,0.680093131548312,0.5,0.3283937455171978,11.049354694844865,0.672121861604409
HOS,4,4.5,0.7328113900796082,0.5671942412980108,0.6524647887323943,0.6886086956521738,0.6702699261495484,0.6766589057043074,370.6,791.9,358.1,197.4,1150.0,568.0,0.8004544396975701,0.5086668052970774,0.6886086956521738,0.6524647887323943,0.7403082950275873,0.5716292570375708,0.3475352112676056,0.6524647887323943,1.0,0.31832007590823996,0.6766589057043074,0.32334109429569263,0.6766589057043074,0.32334109429569263,False,0.9000000000000001,0.6766589057043074,0.6766589057043074,1000.0,0.6766589057043074,0.4468074279063027,0.0010000000000000002,0.6766589057043074,0.00010000000000000002,0.6766589057043074,0.5,0.3247039107816203,11.167972423290244,0.6705367421922841
HOS,5,4.5,0.6954751990202083,0.5099141230763181,0.2,0.8,0.0,0.6016298020954597,113.6,920.0,230.0,454.4,1150.0,568.0,0.5355064027939463,0.06612339930151338,0.8,0.2,0.6415620641562064,0.09938757655293087,0.8,0.2,1.0,0.0,0.6016298020954597,0.3983701979045403,0.6016298020954597,0.3983701979045403,False,0.9000000000000001,0.6016298020954597,0.6016298020954597,1000.0,0.6016298020954597,0.330616996507567,0.0010000000000000002,0.6016298020954597,0.00010000000000000002,0.6016298020954597,0.5,0.0,13.759326235207112,0.5
HOS,6,4.5,0.7404467238211879,0.5628887635799551,0.6616197183098592,0.7382608695652173,0.6985287121625696,0.7129220023282887,375.8,849.0,301.0,192.2,1150.0,568.0,0.8156753222741262,0.5556391611032945,0.7382608695652173,0.6616197183098592,0.7748187067219878,0.6035933517670631,0.3383802816901408,0.6616197183098592,0.09999999999999999,0.3813583354847699,0.7129220023282887,0.2870779976717113,0.7129220023282887,0.28707799767171127,False,0.9000000000000001,0.7129220023282887,0.7129220023282887,1000.0,0.7129220023282887,0.4793352590429551,0.0010000000000000002,0.7129220023282887,0.00010000000000000002,0.7129220023282887,0.5,0.38531458390573936,9.915462861930404,0.6999402939375381
HOS,7,4.5,0.8318519595835886,0.7311834178955002,0.722887323943662,0.7834782608695653,0.7525535130293279,0.7634458672875436,410.6,901.0,249.0,157.4,1150.0,568.0,0.851306115027259,0.6224949249735567,0.7834782608695653,0.722887323943662,0.8159766380061934,0.668927789161832,0.277112676056338,0.722887323943662,0.09999999999999999,0.4864999152540257,0.7634458672875436,0.23655413271245634,0.7634458672875436,0.23655413271245634,False,0.9000000000000001,0.7634458672875436,0.7634458672875436,1000.0,0.7634458672875436,0.5416584626309121,0.0010000000000000002,0.7634458672875436,0.00010000000000000002,0.7634458672875436,0.5,0.48981184243033393,8.17040618547836,0.7531827924066137
HOS,8,4.5,0.8920168401714635,0.8252442567308174,0.7827464788732394,0.8532173913043479,0.817155205277617,0.8299185098952272,444.6,981.2,168.8,123.4,1150.0,568.0,0.8883294044566578,0.7252375374420748,0.8532173913043479,0.7827464788732394,0.8703562894095931,0.7527215483106513,0.21725352112676055,0.7827464788732394,0.09999999999999999,0.6234237113386031,0.8299185098952272,0.17008149010477297,0.8299185098952272,0.170081490104773,False,0.9000000000000001,0.8299185098952272,0.8299185098952272,1000.0,0.8299185098952272,0.639416420815081,0.0010000000000000002,0.8299185098952272,0.00010000000000000002,0.8299185098952272,0.5,0.6246510860453531,5.874485119114737,0.8179819350887938
HOS,9,4.5,0.799246785058175,0.6833932364761247,0.6980633802816902,0.7512173913043478,0.7240818824126499,0.7336437718277066,396.5,863.9,286.1,171.5,1150.0,568.0,0.834357463423984,0.5812238868416979,0.7512173913043478,0.6980633802816902,0.790534714278721,0.634178341341749,0.3019366197183099,0.6980633802816902,0.09999999999999999,0.42756222328278237,0.7336437718277066,0.2663562281722934,0.7336437718277066,0.2663562281722934,False,0.9000000000000001,0.7336437718277066,0.7336437718277066,1000.0,0.7336437718277066,0.5055533596704154,0.0010000000000000002,0.7336437718277066,0.00010000000000000002,0.7336437718277066,0.5,0.4320978659545317,9.199751363874219,0.724640385793019
