,id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,y,min_samples_leaf,log_loss,rec_score,imb_spec,class_weight,hamming_loss,cohen_kappa_score,n_estimators,imb_report_0.3,min_samples_split,X,zero_one_loss,matthews_corrcoef,imb_sens,roc_curve,pr_curve,imb_report_0.1,criterion,max_features,avg_prec_score,fbeta_score,accuracy,roc_auc_score,imb_sens_spec_supp_micro,hinge_loss,confusion_matrix,imb_sens_spec_supp,imb_sens_micro,bal_report,f1_score,imb_spec_micro,prec_score
336,HOSbal,0,4,0.763833534737508,0.7441073538414882,0.7192474674384949,0.6758321273516642,0.697201940624992,0.39545246312073035,0.6975397973950795,497,467,224,194,691,691,0.7065052950075643,0.6893203883495146,0.6758321273516642,0.7192474674384949,0.6908284023668638,0.7039660056657224,2.4072164948453603,2.2187499999999996,0.2807525325615051,0.7192474674384949,[0 0 1 ... 0 0 0],5,10.446734908029688,0.6975397973950795,[0.71924747 0.67583213],,0.3024602026049204,0.3950795947901592,3,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.71      0.68      0.72      0.69      0.70      0.48       691
          1       0.69      0.72      0.68      0.70      0.70      0.49       691

avg / total       0.70      0.70      0.70      0.70      0.70      0.49      1382
",5,"[[ 1.43160605 -0.13039999  0.12428664 -0.47169585  0.97095438  0.17101222]
 [ 1.19984238 -0.46224465 -0.25956528 -0.40406739 -0.42177226  0.65879553]
 [-0.17475595 -0.32002551 -0.12247531  3.53287549 -0.86435886 -0.13385234]
 ...
 [ 0.23362184 -0.20562269  0.00698754 -0.52150553 -0.76584625 -0.41401237]
 [-0.11373351 -0.32781992  0.36825642 -0.46461296 -0.54648588  0.45861006]
 [ 0.08226434  0.40028914  0.24910655 -0.51135476 -0.87396068 -0.36757373]]",0.30246020260492046,0.39545246312073035,[0.67583213 0.71924747],"(array([0.        , 0.32416787, 1.        ]), array([0.        , 0.71924747, 1.        ]), array([2, 1, 0]))",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.71      0.68      0.72      0.69      0.70      0.48       691
          1       0.69      0.72      0.68      0.70      0.70      0.49       691

avg / total       0.70      0.70      0.70      0.70      0.70      0.49      1382
",gini,,0.6361682098548607,0.6975397973950795,0.6975397973950795,0.6975397973950795,"(0.6975397973950795, 0.6975397973950795, None)",,"[[467 224]
 [194 497]]","(array([0.67583213, 0.71924747]), array([0.71924747, 0.67583213]), array([691, 691], dtype=int32))",0.6975397973950795,"              precision    recall  f1-score   support

           0       0.71      0.68      0.69       691
           1       0.69      0.72      0.70       691

    accuracy                           0.70      1382
   macro avg       0.70      0.70      0.70      1382
weighted avg       0.70      0.70      0.70      1382
",0.6975397973950795,0.6975397973950795,0.6975397973950795
360,HOSbal,0,5,0.7748821419072174,0.7618781362242326,0.7612156295224313,0.6526772793053546,0.7048603734367631,0.41635261072382634,0.7069464544138929,526,451,240,165,691,691,0.7321428571428571,0.6866840731070496,0.6526772793053546,0.7612156295224313,0.6901300688599846,0.7220315717227179,2.7333333333333334,2.191666666666667,0.23878437047756873,0.7612156295224313,[0 0 1 ... 0 0 0],5,10.121849741911776,0.7069464544138929,[0.76121563 0.65267728],,0.2930535455861071,0.41389290882778584,3,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.73      0.65      0.76      0.69      0.70      0.48       691
          1       0.69      0.76      0.65      0.72      0.70      0.51       691

avg / total       0.71      0.71      0.71      0.71      0.70      0.50      1382
",5,"[[ 1.38286857 -0.12261077  0.13170236 -0.48405192  0.96393217  0.19001653]
 [ 1.15689762 -0.43014214 -0.26065784 -0.41679159 -0.43007548  0.6975143 ]
 [-0.18334385 -0.29834298 -0.1205292   3.49872005 -0.87306916 -0.12716957]
 ...
 [ 3.83274241 -0.19317187 -0.03059022  2.53804835  1.88865488  0.50894542]
 [-0.75184447 -0.37757847 -0.09266932 -0.38776672  0.85685107 -0.33234609]
 [ 0.47741069 -0.26473396 -0.26894968 -0.57815625  1.21823701  2.04391722]]",0.2930535455861071,0.41635261072382634,[0.65267728 0.76121563],"(array([0.        , 0.34732272, 1.        ]), array([0.        , 0.76121563, 1.        ]), array([2, 1, 0]))",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.73      0.65      0.76      0.69      0.70      0.49       691
          1       0.69      0.76      0.65      0.72      0.70      0.50       691

avg / total       0.71      0.71      0.71      0.71      0.70      0.50      1382
",gini,,0.6421068342319943,0.7069464544138929,0.7069464544138929,0.7069464544138929,"(0.7069464544138929, 0.7069464544138929, None)",,"[[451 240]
 [165 526]]","(array([0.65267728, 0.76121563]), array([0.76121563, 0.65267728]), array([691, 691], dtype=int32))",0.7069464544138929,"              precision    recall  f1-score   support

           0       0.73      0.65      0.69       691
           1       0.69      0.76      0.72       691

    accuracy                           0.71      1382
   macro avg       0.71      0.71      0.71      1382
weighted avg       0.71      0.71      0.71      1382
",0.7069464544138929,0.7069464544138929,0.7069464544138929
384,HOSbal,0,6,0.7591642389958972,0.7435921162274282,0.7322720694645442,0.6353111432706223,0.6820708215696256,0.3693233948384097,0.6837916063675832,506,439,252,185,691,691,0.7035256410256411,0.6675461741424802,0.6353111432706223,0.7322720694645442,0.6676806083650191,0.6984126984126984,2.372972972972973,2.0079365079365084,0.26772793053545585,0.7322720694645442,[0 0 1 ... 0 0 0],5,10.921596804000274,0.6837916063675832,[0.73227207 0.63531114],,0.31620839363241676,0.3675832127351665,3,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.70      0.64      0.73      0.67      0.68      0.45       691
          1       0.67      0.73      0.64      0.70      0.68      0.48       691

avg / total       0.69      0.68      0.68      0.68      0.68      0.47      1382
",5,"[[ 1.37778944 -0.12931377  0.12148265 -0.47096157  0.97686207  0.17957087]
 [ 1.15349917 -0.47004629 -0.25627624 -0.40251843 -0.42019885  0.67006218]
 [-0.17677417 -0.32401807 -0.12136235  3.58184969 -0.86416281 -0.12698619]
 ...
 [ 0.52290336 -0.26915479 -0.33790973 -0.55467169  1.29872081  1.82504746]
 [-0.59741691 -0.1850573   0.09575806 -0.33584283  0.76073731  0.03020678]
 [-0.06957817 -0.11497243 -0.20637244  2.07862453  3.01663639  0.57222814]]",0.3162083936324168,0.3693233948384097,[0.63531114 0.73227207],"(array([0.        , 0.36468886, 1.        ]), array([0.        , 0.73227207, 1.        ]), array([2, 1, 0]))",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.70      0.64      0.73      0.67      0.68      0.46       691
          1       0.67      0.73      0.64      0.70      0.68      0.47       691

avg / total       0.69      0.68      0.68      0.68      0.68      0.47      1382
",gini,,0.6226893836701808,0.6837916063675833,0.6837916063675832,0.6837916063675832,"(0.6837916063675832, 0.6837916063675832, None)",,"[[439 252]
 [185 506]]","(array([0.63531114, 0.73227207]), array([0.73227207, 0.63531114]), array([691, 691], dtype=int32))",0.6837916063675832,"              precision    recall  f1-score   support

           0       0.70      0.64      0.67       691
           1       0.67      0.73      0.70       691

    accuracy                           0.68      1382
   macro avg       0.69      0.68      0.68      1382
weighted avg       0.69      0.68      0.68      1382
",0.6837916063675832,0.6837916063675832,0.6837916063675832
408,HOSbal,0,7,0.7559148950429441,0.7316144910672726,0.748191027496382,0.6324167872648335,0.68787249245019,0.383184518532943,0.6903039073806078,517,437,254,174,691,691,0.7152209492635024,0.6705577172503242,0.6324167872648335,0.748191027496382,0.6712749615975422,0.7072503419972639,2.5114942528735624,2.0354330708661412,0.251808972503618,0.748191027496382,[0 1 1 ... 0 0 0],5,10.69667105265488,0.6903039073806078,[0.74819103 0.63241679],,0.3096960926193922,0.38060781476121563,3,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.72      0.63      0.75      0.67      0.69      0.46       691
          1       0.67      0.75      0.63      0.71      0.69      0.49       691

avg / total       0.69      0.69      0.69      0.69      0.69      0.47      1382
",5,"[[ 1.4303156  -0.11721394  0.17841722 -0.47246898  0.95856093  0.17511281]
 [-0.16942642 -0.30288848 -0.12825973  3.46338713 -0.86561396 -0.12449642]
 [ 0.19668369 -0.35859084 -0.19641016 -0.52469385 -0.28748774  1.07394051]
 ...
 [ 0.25964551 -0.05613042 -0.23048537 -0.50966444 -0.67908723 -0.6678385 ]
 [-0.16689486 -0.16716106  0.0695778  -0.54427336  2.63493156 -0.85467565]
 [ 0.39278346  0.08269263 -0.1659468  -0.49307884 -0.60311132 -0.58859129]]",0.30969609261939224,0.383184518532943,[0.63241679 0.74819103],"(array([0.        , 0.36758321, 1.        ]), array([0.        , 0.74819103, 1.        ]), array([2, 1, 0]))",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.72      0.63      0.75      0.67      0.69      0.47       691
          1       0.67      0.75      0.63      0.71      0.69      0.48       691

avg / total       0.69      0.69      0.69      0.69      0.69      0.47      1382
",gini,,0.6276097537169574,0.6903039073806078,0.6903039073806078,0.6903039073806079,"(0.6903039073806078, 0.6903039073806078, None)",,"[[437 254]
 [174 517]]","(array([0.63241679, 0.74819103]), array([0.74819103, 0.63241679]), array([691, 691], dtype=int32))",0.6903039073806078,"              precision    recall  f1-score   support

           0       0.72      0.63      0.67       691
           1       0.67      0.75      0.71       691

    accuracy                           0.69      1382
   macro avg       0.69      0.69      0.69      1382
weighted avg       0.69      0.69      0.69      1382
",0.6903039073806078,0.6903039073806078,0.6903039073806078
432,HOSbal,0,8,0.7620879155400948,0.7419086916210103,0.7424023154848046,0.6454413892908828,0.6922262505274418,0.3896798024279283,0.6939218523878437,513,446,245,178,691,691,0.7147435897435898,0.6767810026385225,0.6454413892908828,0.7424023154848046,0.6783269961977186,0.7080745341614907,2.50561797752809,2.0938775510204084,0.2575976845151954,0.7424023154848046,[0 0 1 ... 0 0 0],5,10.57170645182172,0.6939218523878437,[0.74240232 0.64544139],,0.3060781476121563,0.3878437047756874,3,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.71      0.65      0.74      0.68      0.69      0.47       691
          1       0.68      0.74      0.65      0.71      0.69      0.49       691

avg / total       0.70      0.69      0.69      0.69      0.69      0.48      1382
",5,"[[ 1.37122451e+00 -1.27030177e-01  1.27507943e-01 -4.69525016e-01
   9.75857769e-01  1.89765149e-01]
 [ 1.14701295e+00 -4.42823493e-01 -2.51123970e-01 -4.02328379e-01
  -4.21169693e-01  7.08985978e-01]
 [-2.29182120e-01 -2.08234172e-01 -2.24078833e-01 -5.55920692e-01
  -8.64104785e-01 -1.86669953e-01]
 ...
 [ 2.81680118e-01 -8.84301812e-04 -1.97033697e-01 -5.07740681e-01
  -5.88374153e-01 -6.59842308e-01]
 [ 1.05423575e+00 -1.01374883e-01  2.27531501e-01  5.61270365e-01
  -7.18548689e-01 -1.30832861e-01]
 [-5.51056572e-01 -3.15825977e-01 -1.72027407e-01 -4.72377194e-01
  -1.40509802e-01 -4.65247266e-01]]",0.30607814761215635,0.3896798024279283,[0.64544139 0.74240232],"(array([0.        , 0.35455861, 1.        ]), array([0.        , 0.74240232, 1.        ]), array([2, 1, 0]))",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.71      0.65      0.74      0.68      0.69      0.47       691
          1       0.68      0.74      0.65      0.71      0.69      0.48       691

avg / total       0.70      0.69      0.69      0.69      0.69      0.48      1382
",gini,,0.6312426256925645,0.6939218523878437,0.6939218523878437,0.6939218523878438,"(0.6939218523878437, 0.6939218523878437, None)",,"[[446 245]
 [178 513]]","(array([0.64544139, 0.74240232]), array([0.74240232, 0.64544139]), array([691, 691], dtype=int32))",0.6939218523878437,"              precision    recall  f1-score   support

           0       0.71      0.65      0.68       691
           1       0.68      0.74      0.71       691

    accuracy                           0.69      1382
   macro avg       0.70      0.69      0.69      1382
weighted avg       0.70      0.69      0.69      1382
",0.6939218523878437,0.6939218523878437,0.6939218523878437
456,HOSbal,0,9,0.7723878018182923,0.752848624888482,0.7308248914616498,0.6555716353111433,0.6921763281286081,0.38749528765717184,0.6931982633863966,505,453,238,186,691,691,0.7089201877934272,0.6796769851951547,0.6555716353111433,0.7308248914616498,0.681203007518797,0.704323570432357,2.4354838709677415,2.1218487394957983,0.26917510853835025,0.7308248914616498,[0 1 1 ... 0 0 0],5,10.59669428048518,0.6931982633863966,[0.73082489 0.65557164],,0.3068017366136035,0.386396526772793,3,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.71      0.66      0.73      0.68      0.69      0.47       691
          1       0.68      0.73      0.66      0.70      0.69      0.49       691

avg / total       0.69      0.69      0.69      0.69      0.69      0.48      1382
",5,"[[ 1.15016889 -0.46583792 -0.2536276  -0.40503739 -0.41958139  0.67074806]
 [-0.17904921 -0.32306891 -0.12168142  3.57249697 -0.86430114 -0.13141637]
 [-0.22541729 -0.21837163 -0.22723836 -0.56121052 -0.86328114 -0.18078034]
 ...
 [-0.04626355  0.07674421  0.53738531 -0.50270701 -0.22020034 -0.96276436]
 [-0.65217432 -0.37700027  0.12168264 -0.07208557 -0.88515652 -0.57153172]
 [-0.41689411 -0.19264805 -0.00631571 -0.17674653 -0.900362    0.07947457]]",0.30680173661360344,0.38749528765717184,[0.65557164 0.73082489],"(array([0.        , 0.34442836, 1.        ]), array([0.        , 0.73082489, 1.        ]), array([2, 1, 0]))",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.71      0.66      0.73      0.68      0.69      0.48       691
          1       0.68      0.73      0.66      0.70      0.69      0.48       691

avg / total       0.69      0.69      0.69      0.69      0.69      0.48      1382
",gini,,0.6313124132034054,0.6931982633863966,0.6931982633863966,0.6931982633863965,"(0.6931982633863966, 0.6931982633863966, None)",,"[[453 238]
 [186 505]]","(array([0.65557164, 0.73082489]), array([0.73082489, 0.65557164]), array([691, 691], dtype=int32))",0.6931982633863966,"              precision    recall  f1-score   support

           0       0.71      0.66      0.68       691
           1       0.68      0.73      0.70       691

    accuracy                           0.69      1382
   macro avg       0.69      0.69      0.69      1382
weighted avg       0.69      0.69      0.69      1382
",0.6931982633863966,0.6931982633863966,0.6931982633863966
241,HOSbal,1,0,0.8035984677924357,0.7874859754464221,0.7655571635311144,0.6816208393632417,0.72237089945998,0.4487616287201231,0.723589001447178,529,471,220,162,691,691,0.7440758293838863,0.7062750333778371,0.6816208393632417,0.7655571635311144,0.7114803625377644,0.7347222222222223,2.907407407407408,2.4045454545454548,0.23444283646888564,0.7655571635311144,[0 0 1 ... 0 0 0],5,9.547024959689235,0.723589001447178,[0.76555716 0.68162084],,0.276410998552822,0.44717800289435605,5,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.74      0.68      0.77      0.71      0.72      0.51       691
          1       0.71      0.77      0.68      0.73      0.72      0.53       691

avg / total       0.73      0.72      0.72      0.72      0.72      0.52      1382
",5,"[[ 1.43875225 -0.1267357   0.11775135 -0.47503107  0.95467865  0.1875893 ]
 [ 1.20525888 -0.43906361 -0.25190254 -0.40741915 -0.42610557  0.70352185]
 [-0.17959838 -0.30520879 -0.11988329  3.52856087 -0.86489705 -0.13486855]
 ...
 [-0.58295829  0.06699718  0.02573428  0.20699204  2.25335055  1.03500889]
 [ 0.22832627 -0.30808474 -0.11119871 -0.48468992 -0.66188806 -0.45533344]
 [ 0.44990351 -0.25470459 -0.11988329 -0.39073888 -0.68674244  0.18877895]]",0.27641099855282203,0.4487616287201231,[0.68162084 0.76555716],"(array([0.        , 0.31837916, 1.        ]), array([0.        , 0.76555716, 1.        ]), array([2, 1, 0]))",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.74      0.68      0.77      0.71      0.72      0.52       691
          1       0.71      0.77      0.68      0.73      0.72      0.53       691

avg / total       0.73      0.72      0.72      0.72      0.72      0.52      1382
",gini,,0.6579153294600228,0.723589001447178,0.723589001447178,0.723589001447178,"(0.723589001447178, 0.723589001447178, None)",,"[[471 220]
 [162 529]]","(array([0.68162084, 0.76555716]), array([0.76555716, 0.68162084]), array([691, 691], dtype=int32))",0.723589001447178,"              precision    recall  f1-score   support

           0       0.74      0.68      0.71       691
           1       0.71      0.77      0.73       691

    accuracy                           0.72      1382
   macro avg       0.73      0.72      0.72      1382
weighted avg       0.73      0.72      0.72      1382
",0.723589001447178,0.723589001447178,0.723589001447178
265,HOSbal,1,1,0.7860930592002613,0.7678890631815699,0.7670043415340086,0.6526772793053546,0.7075353749798039,0.42245156589146293,0.7098408104196816,530,451,240,161,691,691,0.7369281045751634,0.6883116883116883,0.6526772793053546,0.7670043415340086,0.6922486569455104,0.7255304585900069,2.8012422360248443,2.2083333333333335,0.23299565846599135,0.7670043415340086,[0 0 1 ... 0 0 0],5,10.021882227020573,0.7098408104196816,[0.76700434 0.65267728],,0.2901591895803184,0.4196816208393632,5,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.74      0.65      0.77      0.69      0.71      0.48       691
          1       0.69      0.77      0.65      0.73      0.71      0.52       691

avg / total       0.71      0.71      0.71      0.71      0.71      0.50      1382
",5,"[[ 1.41688559 -0.12337398  0.12214162 -0.47209834  0.97044941  0.16963202]
 [ 1.18579255 -0.45322562 -0.2570331  -0.40404536 -0.41921114  0.65496338]
 [-0.18482822 -0.31186063 -0.12161356  3.55761024 -0.86082338 -0.13370009]
 ...
 [-0.30967915  0.9800309  -0.08548883 -0.44454501 -0.00404026 -0.61403133]
 [-0.62932306 -0.32681772 -0.23417383  2.6670349  -0.86455943 -0.18935633]
 [ 0.21044828 -0.09798565 -0.13550883 -0.41714027 -0.77379036 -0.32960506]]",0.2901591895803184,0.42245156589146293,[0.65267728 0.76700434],"(array([0.        , 0.34732272, 1.        ]), array([0.        , 0.76700434, 1.        ]), array([2, 1, 0]))",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.74      0.65      0.77      0.69      0.71      0.49       691
          1       0.69      0.77      0.65      0.73      0.71      0.51       691

avg / total       0.71      0.71      0.71      0.71      0.71      0.50      1382
",gini,,0.644435882496664,0.7098408104196816,0.7098408104196816,0.7098408104196816,"(0.7098408104196816, 0.7098408104196816, None)",,"[[451 240]
 [161 530]]","(array([0.65267728, 0.76700434]), array([0.76700434, 0.65267728]), array([691, 691], dtype=int32))",0.7098408104196816,"              precision    recall  f1-score   support

           0       0.74      0.65      0.69       691
           1       0.69      0.77      0.73       691

    accuracy                           0.71      1382
   macro avg       0.71      0.71      0.71      1382
weighted avg       0.71      0.71      0.71      1382
",0.7098408104196816,0.7098408104196816,0.7098408104196816
289,HOSbal,1,2,0.7921079582224214,0.773663217634,0.7424023154848046,0.6758321273516642,0.7083356098805825,0.4191642561702675,0.7091172214182344,513,467,224,178,691,691,0.724031007751938,0.6960651289009498,0.6758321273516642,0.7424023154848046,0.6991017964071855,0.7184873949579832,2.623595505617977,2.290178571428571,0.2575976845151954,0.7424023154848046,[0 0 1 ... 0 0 0],5,10.046864848464876,0.7091172214182344,[0.74240232 0.67583213],,0.29088277858176553,0.41823444283646893,5,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.72      0.68      0.74      0.70      0.71      0.49       691
          1       0.70      0.74      0.68      0.72      0.71      0.51       691

avg / total       0.71      0.71      0.71      0.71      0.71      0.50      1382
",5,"[[ 1.36851899 -0.12425084  0.14081749 -0.46642581  0.97311412  0.22791601]
 [ 1.14547263 -0.48605316 -0.26132716 -0.39758409 -0.42253183  0.80443706]
 [-0.177423   -0.33099502 -0.11770407  3.60998734 -0.86604614 -0.13240964]
 ...
 [-0.46207506 -0.31037145 -0.37580172 -0.431884   -0.85353909 -0.34739973]
 [-0.45825476 -0.07759765 -0.19455451 -0.4238956   0.64366093  0.30902688]
 [-0.47352018 -0.3723006  -0.23260254  1.77215419 -0.85034001  0.18856664]]",0.2908827785817656,0.4191642561702675,[0.67583213 0.74240232],"(array([0.        , 0.32416787, 1.        ]), array([0.        , 0.74240232, 1.        ]), array([2, 1, 0]))",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.72      0.68      0.74      0.70      0.71      0.50       691
          1       0.70      0.74      0.68      0.72      0.71      0.51       691

avg / total       0.71      0.71      0.71      0.71      0.71      0.50      1382
",gini,,0.645559205681892,0.7091172214182345,0.7091172214182344,0.7091172214182345,"(0.7091172214182344, 0.7091172214182344, None)",,"[[467 224]
 [178 513]]","(array([0.67583213, 0.74240232]), array([0.74240232, 0.67583213]), array([691, 691], dtype=int32))",0.7091172214182344,"              precision    recall  f1-score   support

           0       0.72      0.68      0.70       691
           1       0.70      0.74      0.72       691

    accuracy                           0.71      1382
   macro avg       0.71      0.71      0.71      1382
weighted avg       0.71      0.71      0.71      1382
",0.7091172214182344,0.7091172214182344,0.7091172214182344
313,HOSbal,1,3,0.80053447152871,0.7793732963624446,0.7800289435600579,0.6454413892908828,0.7095512419963081,0.42937693055750364,0.7127351664254703,539,446,245,152,691,691,0.745819397993311,0.6875,0.6454413892908828,0.7800289435600579,0.6920093095422808,0.7308474576271187,2.93421052631579,2.2,0.21997105643994208,0.7800289435600579,[0 0 1 ... 0 0 0],5,9.9219176050289,0.7127351664254703,[0.78002894 0.64544139],,0.28726483357452964,0.4254703328509407,5,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.75      0.65      0.78      0.69      0.71      0.48       691
          1       0.69      0.78      0.65      0.73      0.71      0.52       691

avg / total       0.72      0.71      0.71      0.71      0.71      0.50      1382
",5,"[[ 1.36854699 -0.12685895  0.14578702 -0.47345217  0.9529666   0.18215938]
 [ 1.14377015 -0.47093802 -0.26570061 -0.40522506 -0.42984349  0.69144774]
 [-0.18938908 -0.32347556 -0.11874074  3.56656717 -0.86927877 -0.13614584]
 ...
 [-0.66245753 -0.46861202  0.11838197 -0.06425425 -0.89097517 -0.78893133]
 [-0.02477656 -0.24482891 -0.12514157 -0.30881906 -0.23171251 -0.63244718]
 [ 1.09879585 -0.04418286 -0.22426151 -0.30488189 -0.90253878 -0.12215596]]",0.2872648335745297,0.42937693055750364,[0.64544139 0.78002894],"(array([0.        , 0.35455861, 1.        ]), array([0.        , 0.78002894, 1.        ]), array([2, 1, 0]))",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.75      0.65      0.78      0.69      0.71      0.50       691
          1       0.69      0.78      0.65      0.73      0.71      0.51       691

avg / total       0.72      0.71      0.71      0.71      0.71      0.50      1382
",gini,,0.6462554269175109,0.7127351664254703,0.7127351664254703,0.7127351664254704,"(0.7127351664254703, 0.7127351664254703, None)",,"[[446 245]
 [152 539]]","(array([0.64544139, 0.78002894]), array([0.78002894, 0.64544139]), array([691, 691], dtype=int32))",0.7127351664254703,"              precision    recall  f1-score   support

           0       0.75      0.65      0.69       691
           1       0.69      0.78      0.73       691

    accuracy                           0.71      1382
   macro avg       0.72      0.71      0.71      1382
weighted avg       0.72      0.71      0.71      1382
",0.7127351664254702,0.7127351664254703,0.7127351664254703
337,HOSbal,1,4,0.7863747458014037,0.7664601498090042,0.7467438494934877,0.6599131693198264,0.7019872508737854,0.40819875123135313,0.703328509406657,516,456,235,175,691,691,0.722662440570523,0.6870838881491345,0.6599131693198264,0.7467438494934877,0.6898638426626323,0.7156726768377255,2.605714285714286,2.195744680851064,0.2532561505065123,0.7467438494934877,[0 0 1 ... 0 0 0],5,10.24680624262625,0.703328509406657,[0.74674385 0.65991317],,0.29667149059334297,0.40665701881331406,5,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.72      0.66      0.75      0.69      0.70      0.48       691
          1       0.69      0.75      0.66      0.72      0.70      0.51       691

avg / total       0.70      0.70      0.70      0.70      0.70      0.49      1382
",5,"[[ 1.43160605 -0.13039999  0.12428664 -0.47169585  0.97095438  0.17101222]
 [ 1.19984238 -0.46224465 -0.25956528 -0.40406739 -0.42177226  0.65879553]
 [-0.17475595 -0.32002551 -0.12247531  3.53287549 -0.86435886 -0.13385234]
 ...
 [ 0.23362184 -0.20562269  0.00698754 -0.52150553 -0.76584625 -0.41401237]
 [-0.11373351 -0.32781992  0.36825642 -0.46461296 -0.54648588  0.45861006]
 [ 0.08226434  0.40028914  0.24910655 -0.51135476 -0.87396068 -0.36757373]]",0.29667149059334297,0.40819875123135313,[0.65991317 0.74674385],"(array([0.        , 0.34008683, 1.        ]), array([0.        , 0.74674385, 1.        ]), array([2, 1, 0]))",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.72      0.66      0.75      0.69      0.70      0.49       691
          1       0.69      0.75      0.66      0.72      0.70      0.50       691

avg / total       0.70      0.70      0.70      0.70      0.70      0.49      1382
",gini,,0.6397037428146938,0.703328509406657,0.703328509406657,0.703328509406657,"(0.703328509406657, 0.703328509406657, None)",,"[[456 235]
 [175 516]]","(array([0.65991317, 0.74674385]), array([0.74674385, 0.65991317]), array([691, 691], dtype=int32))",0.703328509406657,"              precision    recall  f1-score   support

           0       0.72      0.66      0.69       691
           1       0.69      0.75      0.72       691

    accuracy                           0.70      1382
   macro avg       0.70      0.70      0.70      1382
weighted avg       0.70      0.70      0.70      1382
",0.703328509406657,0.703328509406657,0.703328509406657
361,HOSbal,1,5,0.7920430341730875,0.7666719678633758,0.7800289435600579,0.6642547033285094,0.7198179592731324,0.44729143418103995,0.7221418234442837,539,459,232,152,691,691,0.7512274959083469,0.6990920881971465,0.6642547033285094,0.7800289435600579,0.7050691244239632,0.73734610123119,3.0197368421052637,2.3232758620689657,0.21997105643994208,0.7800289435600579,[0 0 1 ... 0 0 0],5,9.59701566009371,0.7221418234442837,[0.78002894 0.6642547 ],,0.2778581765557164,0.44428364688856725,5,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.75      0.66      0.78      0.71      0.72      0.50       691
          1       0.70      0.78      0.66      0.74      0.72      0.54       691

avg / total       0.73      0.72      0.72      0.72      0.72      0.52      1382
",5,"[[ 1.38286857 -0.12261077  0.13170236 -0.48405192  0.96393217  0.19001653]
 [ 1.15689762 -0.43014214 -0.26065784 -0.41679159 -0.43007548  0.6975143 ]
 [-0.18334385 -0.29834298 -0.1205292   3.49872005 -0.87306916 -0.12716957]
 ...
 [ 3.83274241 -0.19317187 -0.03059022  2.53804835  1.88865488  0.50894542]
 [-0.75184447 -0.37757847 -0.09266932 -0.38776672  0.85685107 -0.33234609]
 [ 0.47741069 -0.26473396 -0.26894968 -0.57815625  1.21823701  2.04391722]]",0.2778581765557163,0.44729143418103995,[0.6642547  0.78002894],"(array([0.       , 0.3357453, 1.       ]), array([0.        , 0.78002894, 1.        ]), array([2, 1, 0]))",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.75      0.66      0.78      0.71      0.72      0.51       691
          1       0.70      0.78      0.66      0.74      0.72      0.52       691

avg / total       0.73      0.72      0.72      0.72      0.72      0.52      1382
",gini,,0.655297591227586,0.7221418234442837,0.7221418234442837,0.7221418234442836,"(0.7221418234442837, 0.7221418234442837, None)",,"[[459 232]
 [152 539]]","(array([0.6642547 , 0.78002894]), array([0.78002894, 0.6642547 ]), array([691, 691], dtype=int32))",0.7221418234442837,"              precision    recall  f1-score   support

           0       0.75      0.66      0.71       691
           1       0.70      0.78      0.74       691

    accuracy                           0.72      1382
   macro avg       0.73      0.72      0.72      1382
weighted avg       0.73      0.72      0.72      1382
",0.7221418234442837,0.7221418234442837,0.7221418234442837
