id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,accuracy,imb_spec_micro,log_loss,fbeta_score,f1_score,matthews_corrcoef,hamming_loss,cohen_kappa_score,rec_score,prec_score,roc_auc_score,avg_prec_score,zero_one_loss,imb_sens_micro
HOS,0,4.5,0.673605662640312,0.7591003841795506,0.9304239401496259,0.16628075253256153,0.3924034751483985,0.1514735229101643,0.651636747624076,1119.3,114.9,576.1,83.7,691.0,1203.0,0.5775928682110936,0.660253721090762,0.16628075253256153,0.9304239401496259,0.2576372990067773,0.7723606707971423,2.3851848162895495,1.1165346922107806,0.06957605985037406,0.9304239401496259,0.651636747624076,0.651636747624076,12.03228369241901,0.6516367476240761,0.651636747624076,0.1514735229101643,0.34836325237592397,0.11385566301924155,0.651636747624076,0.651636747624076,0.5483523463410938,0.6584821234800462,0.34836325237592397,0.651636747624076
HOSbal,0,4.5,0.6599213371840975,0.6336350227927401,0.9206946454413891,0.16628075253256153,0.3903449494474945,0.131998014049479,0.5434876989869755,636.2,114.9,576.1,54.8,691.0,691.0,0.6759203136602185,0.5248602424623272,0.16628075253256153,0.9206946454413891,0.26635198581157066,0.6685414993739165,2.0931020473948387,1.1048555372384437,0.0793053545586107,0.9206946454413891,0.5434876989869755,0.5434876989869755,15.767709606098904,0.5434876989869755,0.5434876989869755,0.131998014049479,0.4565123010130246,0.08697539797395079,0.5434876989869755,0.5434876989869755,0.5434876989869755,0.5228618708350552,0.4565123010130246,0.5434876989869755
