id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,matthews_corrcoef,rec_score,cohen_kappa_score,C,imb_sens_micro,roc_auc_score,probability,avg_prec_score,hamming_loss,pr_curve,accuracy,zero_one_loss,imb_spec_micro,fbeta_score,gamma,prec_score,f1_score,hinge_loss,max_iter,log_loss
HOS,0,3.0276503540974917,0.017336497532892656,0.00853150463338696,0.034188034188034226,0.08109231602822098,0.044622761107105925,0.06376940297916202,0.031502992926498795,1.333333333333334,0.5676462121975466,0.5676462121975467,1.333333333333333,0.0,0.0,0.026343039027623912,0.020154138863572698,0.08109231602822098,0.034188034188034226,0.03888669337878824,0.027459944563906234,0.23532125746620333,0.3509206566477905,0.034188034188034205,0.034188034188034226,0.06376940297916202,0.031502992926498795,0.050148731143721745,0.0,0.031502992926498795,0.044002231194744765,0.0,0.012567945451292762,0.03150299292649879,,0.031502992926498795,0.0315029929264988,0.031502992926498795,0.031502992926498795,0.0,0.031502992926498795,0.031502992926498795,,0.0,1.088078693584784
HOS,1,3.0276503540974917,0.011988217542010866,0.0036117007614772873,0.02245115476335681,0.07529232524210426,0.057914583549698986,0.06844982997289899,0.021001995284332532,0.8755950357709131,0.5270462766947299,0.5270462766947298,0.8755950357709132,0.0,0.0,0.0513870758193778,0.012309364150810104,0.07529232524210426,0.02245115476335681,0.058507454606575714,0.013633221263804033,0.5989171047535892,0.15649902903245105,0.022451154763356768,0.02245115476335681,0.06844982997289899,0.021001995284332532,0.06776941672516498,0.0,0.021001995284332532,0.03796705210959433,0.0,0.010561588103666995,0.021001995284332525,,0.021001995284332532,0.021001995284332532,0.021001995284332532,0.021001995284332532,0.0,0.021001995284332532,0.021001995284332543,,0.0,0.7253872173863775
HOS,2,3.0276503540974917,0.1583122374664353,0.06658123279798424,0.039722906114947866,0.06900655593423538,0.04386124846409589,0.07139545519916433,0.037583485448956344,1.5491933384829668,0.48304589153964794,0.48304589153964794,1.5491933384829668,0.0,0.0,0.015469188519514248,0.04346798024368022,0.06900655593423538,0.039722906114947866,0.024864794059400758,0.04954175727577162,0.12308355121840459,0.5438359518755762,0.039722906114947845,0.039722906114947866,0.07139545519916433,0.037583485448956344,0.03418705271042183,0.0,0.037583485448956344,0.04370988256253678,0.0,0.011915395448577023,0.037583485448956316,,0.037583485448956344,0.03758348544895634,0.037583485448956344,0.037583485448956344,0.0,0.037583485448956344,0.03758348544895634,,0.0,1.298091733582937
HOS,3,3.0276503540974917,0.024202326342825268,0.013889117940900803,0.027162818089009735,0.06734350297014739,0.037016659427613265,0.04996935548378205,0.023029345771116965,1.05934990547138,0.4714045207910317,0.4714045207910317,1.0593499054713804,0.0,0.0,0.024894901258870995,0.013685326143351518,0.06734350297014739,0.027162818089009735,0.034605627690453604,0.018311399906907725,0.24997666133585786,0.2952813127240618,0.027162818089009742,0.027162818089009735,0.04996935548378205,0.023029345771116965,0.04330660382932058,0.0,0.023029345771116965,0.033387742005210795,0.0,0.00974958558523946,0.02302934577111696,,0.023029345771116965,0.02302934577111695,0.023029345771116965,0.023029345771116965,0.0,0.023029345771116965,0.023029345771116965,,0.0,0.7954072473384917
HOS,4,3.0276503540974917,0.013150585609608054,0.0035188074912878937,0.012385792090760203,0.04517539514526256,0.03665300314804704,0.04864280263316516,0.013749033305079907,0.48304589153964855,0.31622776601683794,0.31622776601683783,0.4830458915396479,0.0,0.0,0.04225771273642583,0.007646000255986662,0.04517539514526256,0.012385792090760203,0.04140393356054125,0.00845388096888854,0.5909392385630436,0.10340652961001696,0.012385792090760211,0.012385792090760203,0.04864280263316516,0.013749033305079907,0.04864128970847846,0.0,0.013749033305079907,0.024690202593571388,0.0,0.006921172119721453,0.013749033305079912,,0.013749033305079907,0.013749033305079898,0.013749033305079907,0.013749033305079907,0.0,0.013749033305079907,0.013749033305079907,,0.0,0.4748784515519093
HOS,5,3.0276503540974917,0.012898766931618342,0.006748858963400764,0.03209398864191214,0.0,0.018474386687493096,0.02313901691874017,0.027210120805099432,1.2516655570345725,0.0,0.0,1.2516655570345725,0.0,0.0,0.01195956941338437,0.004739759583564241,0.0,0.03209398864191214,0.014007860469290917,0.02667742553941467,0.10936452526267638,0.11232896024669245,0.03209398864191212,0.03209398864191214,0.02313901691874017,0.027210120805099432,0.02163483154823573,0.0,0.027210120805099432,0.01604699432095609,0.0,0.004641092536278325,0.02721012080509939,,0.027210120805099432,0.02721012080509943,0.027210120805099432,0.027210120805099432,0.0,0.027210120805099432,0.027210120805099432,,0.0,0.9398042781658363
HOS,6,3.0276503540974917,0.05325336320894249,0.060300888172585096,0.04804604896600068,0.06734350297014739,0.03685990853596787,0.052722785391584294,0.03942455219923317,1.8737959096740264,0.4714045207910318,0.4714045207910318,1.8737959096740264,0.0,0.0,0.023046617530385855,0.016138885915777834,0.06734350297014739,0.04804604896600068,0.03186694917502263,0.03644920792500027,0.20427056443116867,0.265516614647052,0.0480460489660007,0.04804604896600068,0.052722785391584294,0.03942455219923317,0.042741938164939396,0.0,0.03942455219923317,0.036109446774812134,0.0,0.01023646293628599,0.03942455219923315,,0.03942455219923317,0.039424552199233194,0.03942455219923317,0.03942455219923317,0.0,0.03942455219923317,0.03942455219923317,,0.0,1.3616757929034538
HOS,7,3.0276503540974917,0.09097811111429564,0.06501117152827296,0.022451154763356813,0.07377111135633173,0.053111566459564,0.05334478941709564,0.015371886547533619,0.8755950357709124,0.5163977794943222,0.5163977794943223,0.8755950357709132,0.0,0.0,0.03704083975187131,0.010678037469196043,0.07377111135633173,0.022451154763356813,0.0483150108357282,0.010645758193664825,0.43572711032760086,0.13539092836874134,0.02245115476335677,0.022451154763356813,0.05334478941709564,0.015371886547533619,0.05208859796057596,0.0,0.015371886547533619,0.031593627788505656,0.0,0.008801318752666895,0.015371886547533646,,0.015371886547533619,0.015371886547533629,0.015371886547533619,0.015371886547533619,0.0,0.015371886547533619,0.015371886547533619,,0.0,0.5309261523090817
HOS,8,3.0276503540974917,0.08442497256170624,0.07486745570022077,0.039722906114947866,0.06900655593423538,0.04386124846409589,0.07139545519916433,0.037583485448956344,1.5491933384829668,0.48304589153964794,0.48304589153964794,1.5491933384829668,0.0,0.0,0.015469188519514248,0.04346798024368022,0.06900655593423538,0.039722906114947866,0.024864794059400758,0.04954175727577162,0.12308355121840459,0.5438359518755762,0.039722906114947845,0.039722906114947866,0.07139545519916433,0.037583485448956344,0.03418705271042183,0.0,0.037583485448956344,0.04370988256253678,0.0,0.011915395448577023,0.037583485448956316,,0.037583485448956344,0.03758348544895634,0.037583485448956344,0.037583485448956344,0.0,0.037583485448956344,0.03758348544895634,,0.0,1.298091733582937
HOSbal,0,3.0276503540974917,0.024051251060766925,0.03887070964771149,0.06900655593423544,0.08109231602822098,0.05065816890173774,0.1000790292473646,0.04994327848429297,0.4830458915396479,0.5676462121975466,0.5676462121975467,0.483045891539648,0.0,0.0,0.05045288096113949,0.05269840273793494,0.08109231602822098,0.06900655593423544,0.05969965572529899,0.05057033542037424,0.39440531887330776,0.40682829210768917,0.06900655593423544,0.06900655593423544,0.1000790292473646,0.04994327848429297,0.09988655696858584,0.0,0.04994327848429297,0.04994327848429295,0.0,0.03848739475669812,0.049943278484292926,,0.04994327848429297,0.049943278484292954,0.04994327848429297,0.04994327848429296,0.0,0.04994327848429297,0.04994327848429297,,0.0,1.725003325810221
