id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,ber,bcr,imb_sens_micro,power_t,prec_score,learning_rate_init,imb_spec_micro,alpha,zero_one_loss,accuracy,max_iter,matthews_corrcoef,avg_prec_score,log_loss,fbeta_score,momentum,warm_start,rec_score,tol,hamming_loss,roc_auc_score,cohen_kappa_score,f1_score
HOS,0,4.5,0.70058697672867,0.8286509639625667,0.6043020193151889,0.7124352331606217,0.6560576392225044,0.6407450523864959,688.3,412.5,166.5,450.7,579.0,1139.0,0.47788202508224736,0.8053255989673263,0.7124352331606217,0.6043020193151889,0.5719947521319521,0.6904109912979888,0.3956979806848112,0.6043020193151889,0.6407450523864959,0.5,0.6407450523864959,0.0010000000000000002,0.6407450523864959,1.0,0.35925494761350407,0.6407450523864959,1000.0,0.2995035854981185,0.7489618374755272,12.408303797387077,0.640745052386496,0.9000000000000001,False,0.6407450523864959,0.00010000000000000002,0.35925494761350407,0.6583686262379054,0.2826143999948891,0.6407450523864959
HOS,1,4.5,0.7118843454170779,0.831658869652094,0.6417910447761195,0.6725388601036271,0.6569586006973676,0.6521536670547147,731.0,389.4,189.6,408.0,579.0,1139.0,0.48835027170173556,0.7940683465443806,0.6725388601036271,0.6417910447761195,0.5658131524742116,0.7098360938615957,0.35820895522388063,0.6417910447761195,0.6521536670547147,0.5,0.6521536670547147,0.0010000000000000002,0.6521536670547147,1.0,0.34784633294528533,0.6521536670547147,1000.0,0.2979472533270283,0.7471130755883257,12.0142749576667,0.6521536670547147,0.9000000000000001,False,0.6521536670547147,0.00010000000000000002,0.3478463329452852,0.6571649524398733,0.2876551643326672,0.6521536670547147
HOS,2,4.5,0.7085671914732949,0.8291478362229487,0.6494293239683933,0.6575129533678756,0.653333861607015,0.6521536670547148,739.7,380.7,198.3,399.3,579.0,1139.0,0.4881522030143288,0.7886805718844853,0.6575129533678756,0.6494293239683933,0.5602132960138853,0.7122238760487506,0.3505706760316067,0.6494293239683933,0.6521536670547148,0.5,0.6521536670547148,0.0010000000000000002,0.6521536670547148,1.0,0.3478463329452852,0.6521536670547148,1000.0,0.2914982015189723,0.7445717309347772,12.014279006850426,0.6521536670547148,0.9000000000000001,False,0.6521536670547148,0.00010000000000000002,0.3478463329452852,0.6534711386681347,0.2828063212122362,0.6521536670547148
HOS,3,4.5,0.6956863048366821,0.8169062994691769,0.6202809482001757,0.6592400690846286,0.6263056233422012,0.6334109429569267,706.5,381.7,197.3,432.5,579.0,1139.0,0.4774499694863626,0.787820109059993,0.6592400690846286,0.6202809482001757,0.5453122169565943,0.682848293652806,0.37971905179982446,0.6202809482001757,0.6334109429569267,0.5,0.6334109429569267,0.0010000000000000002,0.6334109429569267,1.0,0.3665890570430733,0.6334109429569267,1000.0,0.2718593860514023,0.7372647573280139,12.661629298072018,0.6334109429569267,0.9000000000000001,False,0.6334109429569267,0.00010000000000000002,0.3665890570430733,0.6397605086424021,0.256279337229126,0.6334109429569267
HOS,4,4.5,0.705693719758416,0.8277955455022706,0.626865671641791,0.6858376511226252,0.6556380459088513,0.6467403958090803,714.0,397.1,181.9,425.0,579.0,1139.0,0.48307332493850197,0.7969954342466545,0.6858376511226252,0.626865671641791,0.5668298015549007,0.7017253536108885,0.3731343283582089,0.626865671641791,0.6467403958090803,0.5,0.6467403958090803,0.0010000000000000002,0.6467403958090803,1.0,0.3532596041909197,0.6467403958090803,1000.0,0.2959364420407233,0.7469835913569541,12.201239139024358,0.6467403958090804,0.9000000000000001,False,0.6467403958090803,0.00010000000000000002,0.3532596041909196,0.6563516613822081,0.28345564244398963,0.6467403958090803
HOS,5,4.5,0.6776661495933924,0.7949067438982909,0.6,0.4,0.0,0.5325960419091967,683.4,231.6,347.4,455.6,579.0,1139.0,0.13480791618160654,0.39778812572759026,0.4,0.6,0.20165433173704836,0.47840392019600975,0.4,0.6,0.5325960419091967,0.5,0.5325960419091967,0.0010000000000000002,0.5325960419091967,1.0,0.46740395809080326,0.5325960419091967,1000.0,0.0,0.6629802095459836,16.143722482689483,0.5325960419091967,0.9000000000000001,False,0.5325960419091967,0.00010000000000000002,0.46740395809080326,0.5,0.0,0.5325960419091967
HOS,6,4.5,0.6997008253459919,0.8307316185904374,0.5787532923617207,0.7474956822107082,0.6575336343613529,0.6356228172293364,659.2,432.8,146.2,479.8,579.0,1139.0,0.47435850692899856,0.8186815403732941,0.7474956822107082,0.5787532923617207,0.5802700626625334,0.6779302206266913,0.4212467076382792,0.5787532923617207,0.6356228172293364,0.5,0.6356228172293364,0.0010000000000000002,0.6356228172293364,0.09999999999999999,0.36437718277066355,0.6356228172293364,1000.0,0.3091985014955213,0.7530089401713596,12.585210084026999,0.6356228172293364,0.9000000000000001,False,0.6356228172293364,0.00010000000000000002,0.36437718277066355,0.6631244872862144,0.2857889949027026,0.6356228172293364
HOS,7,4.5,0.8087702299232274,0.8834238178013243,0.7383669885864793,0.7298791018998274,0.734090840999009,0.7355064027939464,841.0,422.6,156.4,298.0,579.0,1139.0,0.5864905293162136,0.8432054588550171,0.7298791018998274,0.7383669885864793,0.6503528535580405,0.7872972851977302,0.26163301141352063,0.7383669885864793,0.7355064027939464,0.5,0.7355064027939464,0.0010000000000000002,0.7355064027939464,0.09999999999999999,0.2644935972060536,0.7355064027939464,1000.0,0.4485564724226112,0.7960675128385821,9.135358004007855,0.7355064027939464,0.9000000000000001,False,0.7355064027939464,0.00010000000000000002,0.26449359720605353,0.7341230452431533,0.4416966358506473,0.7355064027939464
HOS,8,4.5,0.8762103836198465,0.9207793387386884,0.8134328358208955,0.7766839378238342,0.7948347309052667,0.8010477299185098,926.5,449.7,129.3,212.5,579.0,1139.0,0.6791522729416161,0.8775383871402763,0.7766839378238342,0.8134328358208955,0.7246302803846866,0.8442609052516689,0.18656716417910452,0.8134328358208955,0.8010477299185098,0.5,0.8010477299185098,0.0010000000000000002,0.8010477299185098,0.09999999999999999,0.1989522700814901,0.8010477299185098,1000.0,0.573158945093313,0.8375202628139974,6.871628148852267,0.8010477299185098,0.9000000000000001,False,0.8010477299185098,0.00010000000000000002,0.1989522700814901,0.795058386822365,0.5699929138521828,0.8010477299185098
HOS,9,4.5,0.777822863736787,0.8670826459637497,0.6848990342405619,0.7281519861830742,0.7060344500640312,0.6994761350407451,780.1,421.6,157.4,358.9,579.0,1139.0,0.5404986520372057,0.832182747502807,0.7281519861830742,0.6848990342405619,0.6202675137967762,0.7512385083509675,0.3151009657594381,0.6848990342405619,0.6994761350407451,0.5,0.6994761350407451,0.0010000000000000002,0.6994761350407451,0.09999999999999999,0.300523864959255,0.6994761350407451,1000.0,0.39234570708919325,0.7788564797973082,10.379799830807858,0.6994761350407451,0.9000000000000001,False,0.6994761350407451,0.00010000000000000002,0.300523864959255,0.7065255102118181,0.3805928171313967,0.6994761350407451
HOS,10,4.5,0.8116772128385807,0.8836121592279959,0.737928007023705,0.7338514680483593,0.735729810206366,0.7365541327124564,840.5,424.9,154.1,298.5,579.0,1139.0,0.5879504782739885,0.8451063625677886,0.7338514680483593,0.737928007023705,0.6526026713958502,0.7877297461801127,0.26207199297629497,0.737928007023705,0.7365541327124564,0.5,0.7365541327124564,0.0010000000000000002,0.7365541327124564,0.09999999999999999,0.26344586728754366,0.7365541327124564,1000.0,0.45199735765015114,0.7974011326984571,9.099169624156328,0.7365541327124564,0.9000000000000001,False,0.7365541327124564,0.00010000000000000002,0.26344586728754366,0.7358897375360323,0.44468647664123295,0.7365541327124563
HOS,11,4.5,0.7423725626667032,0.8431162746090628,0.5223880597014925,0.7887737478411054,0.5577840415453591,0.6121653084982537,595.0,456.7,122.3,544.0,579.0,1139.0,0.48701963982289487,0.7628513165968707,0.7887737478411054,0.5223880597014925,0.589172566243098,0.5825501512976773,0.4776119402985074,0.5223880597014925,0.6121653084982537,0.5,0.6121653084982537,0.0010000000000000002,0.6121653084982537,0.09999999999999999,0.3878346915017462,0.6121653084982537,1000.0,0.2992904129565293,0.7501071986299803,13.395392609251862,0.6121653084982539,0.9000000000000001,False,0.6121653084982537,0.00010000000000000002,0.3878346915017462,0.655580903771299,0.2841622281052283,0.6121653084982537
HOS,12,4.5,0.6969281905013184,0.830260659963546,0.5690079016681301,0.7597582037996546,0.65743871192432,0.6332945285215366,648.1,439.9,139.1,490.9,579.0,1139.0,0.47262955711325844,0.8233748620068834,0.7597582037996546,0.5690079016681301,0.5827095947375579,0.6728951540172645,0.43099209833187,0.5690079016681301,0.6332945285215366,0.5,0.6332945285215366,0.0010000000000000002,0.6332945285215366,0.00010000000000000002,0.36670547147846333,0.6332945285215366,1000.0,0.31195498021136,0.7542279750560024,12.66562302258223,0.6332945285215366,0.9000000000000001,False,0.6332945285215366,0.00010000000000000002,0.36670547147846333,0.6643830527338923,0.28604284213206,0.6332945285215366
HOS,13,4.5,0.8037488570557757,0.8789457686043504,0.7411764705882354,0.7151986183074267,0.7280059382357325,0.7324214202561118,844.2,414.1,164.9,294.8,579.0,1139.0,0.5842019987064797,0.8366482974359558,0.7151986183074267,0.7411764705882354,0.6430293088213117,0.7859822089301527,0.2588235294117648,0.7411764705882354,0.7324214202561118,0.5,0.7324214202561118,0.0010000000000000002,0.7324214202561118,0.00010000000000000002,0.2675785797438883,0.7324214202561118,1000.0,0.43825088898467773,0.7917110777487408,9.241913482163378,0.7324214202561118,0.9000000000000001,False,0.7324214202561118,0.00010000000000000002,0.2675785797438882,0.7281875444478308,0.43251154714553053,0.7324214202561117
HOS,14,4.5,0.8813770222341508,0.9248284575307381,0.8474100087796312,0.7583765112262522,0.8015697690892536,0.8174039580908034,965.2,439.1,139.9,173.8,579.0,1139.0,0.7166627325713117,0.873485917280723,0.7583765112262522,0.8474100087796312,0.7367761147326503,0.8601951578076585,0.15258999122036876,0.8474100087796312,0.8174039580908034,0.5,0.8174039580908034,0.0010000000000000002,0.8174039580908034,0.00010000000000000002,0.1825960419091967,0.8174039580908034,1000.0,0.5979040794286085,0.8413762305813639,6.306708974833507,0.8174039580908034,0.9000000000000001,False,0.8174039580908034,0.00010000000000000002,0.1825960419091967,0.8028932600029417,0.5971895246136033,0.8174039580908034
HOS,15,4.5,0.7655665591578833,0.8612734389060916,0.6646180860403863,0.7402417962003454,0.7000511009069583,0.690104772991851,757.0,428.6,150.4,382.0,579.0,1139.0,0.5303357047676756,0.835411505088884,0.7402417962003454,0.6646180860403863,0.616798332102136,0.7389464827621739,0.33538191395961364,0.6646180860403863,0.690104772991851,0.5,0.690104772991851,0.0010000000000000002,0.690104772991851,0.00010000000000000002,0.30989522700814903,0.690104772991851,1000.0,0.3848041994797761,0.7769700512271354,10.703471951166444,0.690104772991851,0.9000000000000001,False,0.690104772991851,0.00010000000000000002,0.30989522700814903,0.7024299411203658,0.36899738850151886,0.690104772991851
HOS,16,4.5,0.8086871342768024,0.884797838191704,0.7492537313432834,0.7262521588946459,0.7376120827200712,0.7415017462165309,853.4,420.5,158.5,285.6,579.0,1139.0,0.5957203412107439,0.8433742611831437,0.7262521588946459,0.7492537313432834,0.6544612764416661,0.7934861613307349,0.2507462686567164,0.7492537313432834,0.7415017462165309,0.5,0.7415017462165309,0.0010000000000000002,0.7415017462165309,0.00010000000000000002,0.25849825378346913,0.7415017462165309,1000.0,0.45693492356057996,0.7981750550716357,8.92828715551369,0.7415017462165309,0.9000000000000001,False,0.7415017462165309,0.00010000000000000002,0.25849825378346913,0.7377529451189648,0.4512106788618381,0.7415017462165309
HOS,17,4.5,0.7735332784416837,0.8660790409382851,0.6664618086040386,0.7421416234887739,0.7024586184778613,0.6919674039580908,759.1,429.7,149.3,379.9,579.0,1139.0,0.5319516754897309,0.8362535058742756,0.7421416234887739,0.6664618086040386,0.618918116001105,0.7409656638681371,0.33353819139596136,0.6664618086040386,0.6919674039580908,0.5,0.6919674039580908,0.0010000000000000002,0.6919674039580908,0.00010000000000000002,0.3080325960419092,0.6919674039580908,1000.0,0.38787505001472555,0.7781521401550842,10.63913844475149,0.6919674039580908,0.9000000000000001,False,0.6919674039580908,0.00010000000000000002,0.3080325960419092,0.7043017160464061,0.3724692884958675,0.6919674039580908
HOS,18,4.5,0.698986930631815,0.8283692394990266,0.6357330992098331,0.6737478411053541,0.6502174666846832,0.6485448195576252,724.1,390.1,188.9,414.9,579.0,1139.0,0.48658068975281754,0.7964605681319491,0.6737478411053541,0.6357330992098331,0.5617066737765339,0.7040703062360676,0.36426690079016677,0.6357330992098331,0.6485448195576252,0.5,0.6485448195576252,0.0010000000000000002,0.6485448195576252,1.0,0.35145518044237484,0.6485448195576252,1000.0,0.29591942047550773,0.7462332918392514,12.138919808615618,0.6485448195576252,0.9000000000000001,False,0.6485448195576252,0.00010000000000000002,0.35145518044237484,0.6547404701575935,0.28208132521616525,0.6485448195576252
HOS,19,4.5,0.8148497075730763,0.8874663790065573,0.7201053555750658,0.7466321243523315,0.7332266613715208,0.729045401629802,820.2,432.3,146.7,318.8,579.0,1139.0,0.5756276512104409,0.8482819389107534,0.7466321243523315,0.7201053555750658,0.6500422347127933,0.7789343627484185,0.27989464442493417,0.7201053555750658,0.729045401629802,0.5,0.729045401629802,0.0010000000000000002,0.729045401629802,1.0,0.2709545983701979,0.729045401629802,1000.0,0.4448078427674426,0.7964344536935984,9.358508563896352,0.729045401629802,0.9000000000000001,False,0.729045401629802,0.00010000000000000002,0.27095459837019786,0.7333687399636988,0.4349774692037721,0.7290454016298021
HOS,20,4.5,0.8482389939967945,0.9081438814062416,0.7609306409130816,0.7706390328151986,0.7657240397076284,0.7642025611175786,866.7,446.2,132.8,272.3,579.0,1139.0,0.6212014006058387,0.8671550326763084,0.7706390328151986,0.7609306409130816,0.687818813608433,0.810530302675596,0.23906935908691834,0.7609306409130816,0.7642025611175786,0.5,0.7642025611175786,0.0010000000000000002,0.7642025611175786,1.0,0.2357974388824214,0.7642025611175786,1000.0,0.5095025851941338,0.8183427301082828,8.144216824282335,0.7642025611175786,0.9000000000000001,False,0.7642025611175786,0.00010000000000000002,0.2357974388824214,0.76578483686414,0.5018919019827953,0.7642025611175787
HOS,21,4.5,0.7937914814831661,0.875606233173946,0.7062335381913959,0.7210708117443868,0.713524712429063,0.7112339930151338,804.4,417.5,161.5,334.6,579.0,1139.0,0.555394098315454,0.8328075880608663,0.7210708117443868,0.7062335381913959,0.6273646790084477,0.7642256463942926,0.29376646180860405,0.7062335381913959,0.7112339930151338,0.5,0.7112339930151338,0.0010000000000000002,0.7112339930151338,1.0,0.2887660069848661,0.7112339930151338,1000.0,0.4072824486023087,0.7829583042757263,9.973699711583333,0.7112339930151339,0.9000000000000001,False,0.7112339930151338,0.00010000000000000002,0.2887660069848661,0.7136521749678912,0.3981410919359518,0.7112339930151339
HOS,22,4.5,0.8259062050309257,0.8958352598545808,0.7374012291483758,0.7595854922279793,0.7483170389038545,0.7448777648428406,839.9,439.8,139.2,299.1,579.0,1139.0,0.5955047523846608,0.8578794979385401,0.7595854922279793,0.7374012291483758,0.667472056204772,0.7929974694521704,0.2625987708516242,0.7374012291483758,0.7448777648428406,0.5,0.7448777648428406,0.0010000000000000002,0.7448777648428406,1.0,0.2551222351571595,0.7448777648428406,1000.0,0.4746818838047492,0.8067004181620158,8.81167462040258,0.7448777648428406,0.9000000000000001,False,0.7448777648428406,0.00010000000000000002,0.2551222351571595,0.7484933606881776,0.4654651408004723,0.7448777648428406
HOS,23,4.5,0.7946498837722392,0.8745789987473707,0.7173836698858649,0.7224525043177892,0.7197475379648357,0.7190919674039582,817.1,418.3,160.7,321.9,579.0,1139.0,0.565431324488608,0.8357657607092726,0.7224525043177892,0.7173836698858649,0.6341711468702507,0.7719225412231545,0.2826163301141352,0.7173836698858649,0.7190919674039582,0.5,0.7190919674039582,0.0010000000000000002,0.7190919674039582,1.0,0.2809080325960419,0.7190919674039582,1000.0,0.42006870926491224,0.7869115247819729,9.702294518912066,0.7190919674039581,0.9000000000000001,False,0.7190919674039582,0.00010000000000000002,0.2809080325960419,0.719918087101827,0.4117189795741103,0.7190919674039582
HOS,24,4.5,0.6962540239976587,0.8309899812290883,0.577963125548727,0.7390328151986183,0.6508489052043996,0.6322467986030268,658.3,427.9,151.1,480.7,579.0,1139.0,0.47268702220686765,0.8155896353350911,0.7390328151986183,0.577963125548727,0.574730029753296,0.6740783844525119,0.422036874451273,0.577963125548727,0.6322467986030268,0.5,0.6322467986030268,0.0010000000000000002,0.6322467986030268,0.09999999999999999,0.3677532013969732,0.6322467986030268,1000.0,0.3022941310789105,0.7501357330584361,12.701815917040904,0.6322467986030268,0.9000000000000001,False,0.6322467986030268,0.00010000000000000002,0.3677532013969732,0.6584979703736726,0.2784230897281321,0.6322467986030268
HOS,25,4.5,0.8205591973081864,0.8920878071093602,0.7397717295873573,0.7474956822107081,0.7435898028458622,0.7423748544819558,842.6,432.8,146.2,296.4,579.0,1139.0,0.5936662972383986,0.8521401452426387,0.7474956822107081,0.7397717295873573,0.6617101189856938,0.7919566113982542,0.2602282704126426,0.7397717295873573,0.7423748544819558,0.5,0.7423748544819558,0.0010000000000000002,0.7423748544819558,0.09999999999999999,0.25762514551804416,0.7423748544819558,1000.0,0.46607507288823846,0.8029655989283114,8.898125339657602,0.7423748544819558,0.9000000000000001,False,0.7423748544819558,0.00010000000000000002,0.25762514551804416,0.7436337058990328,0.4581014535389816,0.7423748544819558
HOS,26,4.5,0.8783858822316336,0.920863552441244,0.8298507462686567,0.7784110535405873,0.8036517168574144,0.8125145518044239,945.2,450.7,128.3,193.8,579.0,1139.0,0.6996989438076765,0.8805214319297082,0.7784110535405873,0.8298507462686567,0.7368020646575275,0.8543678662487325,0.1701492537313433,0.8298507462686567,0.8125145518044239,0.5,0.8125145518044239,0.0010000000000000002,0.8125145518044239,0.09999999999999999,0.18748544819557625,0.8125145518044239,1000.0,0.5940659442709785,0.8434971778564094,6.475577686351005,0.8125145518044239,0.9000000000000001,False,0.8125145518044239,0.00010000000000000002,0.18748544819557628,0.8041308999046219,0.5918783252136134,0.8125145518044239
HOS,27,4.5,0.7917610211666446,0.8750001949340304,0.6934152765583846,0.7407599309153713,0.7162374328953376,0.709371362048894,789.8,428.9,150.1,349.2,579.0,1139.0,0.5523471405742787,0.840526745247461,0.7407599309153713,0.6934152765583846,0.6322406784770908,0.759469017178146,0.3065847234416154,0.6934152765583846,0.709371362048894,0.5,0.709371362048894,0.0010000000000000002,0.709371362048894,0.09999999999999999,0.29062863795110594,0.709371362048894,1000.0,0.4129990972665804,0.7860786055525436,10.038027400205575,0.709371362048894,0.9000000000000001,False,0.709371362048894,0.00010000000000000002,0.29062863795110594,0.717087603736878,0.4006418774054358,0.7093713620488942
HOS,28,4.5,0.8292893957521141,0.8964484245099007,0.7635645302897279,0.7411053540587219,0.7521887945185051,0.7559953434225843,869.7,429.1,149.9,269.3,579.0,1139.0,0.6144657100705878,0.853043690235935,0.7411053540587219,0.7635645302897279,0.6718027791984025,0.8057886698763228,0.23643546971027218,0.7635645302897279,0.7559953434225843,0.5,0.7559953434225843,0.0010000000000000002,0.7559953434225843,0.09999999999999999,0.2440046565774156,0.7559953434225843,1000.0,0.4857321300733516,0.8081332860885064,8.427692039814518,0.7559953434225845,0.9000000000000001,False,0.7559953434225843,0.00010000000000000002,0.24400465657741557,0.7523349421742249,0.4803107887345721,0.7559953434225843
HOS,29,4.5,0.7912637361804207,0.8770454131968014,0.6991220368744513,0.7328151986183075,0.7150066798081544,0.7104772991850989,796.3,424.3,154.7,342.7,579.0,1139.0,0.5545758383353243,0.8378601249282329,0.7328151986183075,0.6991220368744513,0.6304945722733432,0.7615231374010365,0.30087796312554865,0.6991220368744513,0.7104772991850989,0.5,0.7104772991850989,0.0010000000000000002,0.7104772991850989,0.09999999999999999,0.28952270081490106,0.7104772991850989,1000.0,0.4117032830991887,0.7849557590566573,9.999831825699085,0.7104772991850989,0.9000000000000001,False,0.7104772991850989,0.00010000000000000002,0.28952270081490106,0.7159686177463794,0.4003136236117636,0.7104772991850989
HOS,30,4.5,0.6952232892228889,0.8282344523080546,0.6284460052677787,0.6746113989637307,0.6454002451601022,0.6440046565774156,715.8,390.6,188.4,423.2,579.0,1139.0,0.4829752090949432,0.7958508924270415,0.6746113989637307,0.6284460052677787,0.5583734965125997,0.6982172239249562,0.3715539947322212,0.6284460052677787,0.6440046565774156,0.5,0.6440046565774156,0.0010000000000000002,0.6440046565774156,0.00010000000000000002,0.3559953434225845,0.6440046565774156,1000.0,0.29061675302770296,0.7444479223812196,12.29573124987382,0.6440046565774156,0.9000000000000001,False,0.6440046565774156,0.00010000000000000002,0.3559953434225844,0.6515287021157546,0.2754013741402692,0.6440046565774156
