id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,plike,ber,bcr,matthews_corrcoef,rec_score,cohen_kappa_score,C,imb_sens_micro,roc_auc_score,probability,avg_prec_score,hamming_loss,accuracy,zero_one_loss,imb_spec_micro,fbeta_score,gamma,prec_score,f1_score,max_iter,log_loss
HOS,0,4.5,0.6637362637362638,0.9071183353973551,0.5897435897435898,0.5857142857142856,0.5861989199011763,0.12724281499225798,0.5891304347826087,23.0,4.1,2.9,16.0,7.0,39.0,0.20416229968861552,0.8881196581196582,0.5857142857142856,0.5897435897435898,0.3025236551443448,0.7083388781616394,1.4807692307692308,0.41025641025641024,0.5897435897435898,0.12724281499225798,0.5891304347826087,0.0994049550351954,0.09999999999999999,0.5891304347826087,0.5877289377289376,True,0.8717808159881739,0.4108695652173912,0.5891304347826087,0.4108695652173913,0.5891304347826087,0.5891304347826087,0.09999999999999999,0.5891304347826087,0.5891304347826087,-1.0,14.190982449920858
HOS,1,4.5,0.7128205128205128,0.9393514728766886,0.8487179487179486,0.3571428571428571,0.547641957707261,0.19129716732174762,0.773913043478261,33.1,2.5,4.5,5.9,7.0,39.0,0.2976984126984127,0.8804440067597963,0.3571428571428571,0.8487179487179486,0.3235644257703081,0.8641302206565366,1.3362820512820512,0.1512820512820513,0.8487179487179486,0.19129716732174762,0.773913043478261,0.18962869305765434,0.09999999999999999,0.773913043478261,0.6029304029304028,True,0.8755350824264749,0.2260869565217391,0.773913043478261,0.2260869565217391,0.773913043478261,0.773913043478261,1.0,0.773913043478261,0.773913043478261,-1.0,7.808845058597979
HOS,2,4.5,0.5686813186813187,0.8806483124970557,0.26153846153846155,0.8142857142857143,0.4602408992559954,0.06222627560771314,0.3456521739130435,10.2,5.7,1.3,28.8,7.0,39.0,0.16546802054154996,0.8856893106893107,0.8142857142857143,0.26153846153846155,0.27497594011207166,0.40272822626873683,1.57051282051282,0.7384615384615385,0.26153846153846155,0.06222627560771314,0.3456521739130435,0.029451827664608233,0.09999999999999999,0.3456521739130435,0.5379120879120879,True,0.8585577763002513,0.6543478260869565,0.3456521739130435,0.6543478260869564,0.3456521739130435,0.3456521739130435,0.009999999999999998,0.3456521739130435,0.3456521739130435,-1.0,22.600395847031972
HOS,3,4.5,0.6663003663003664,0.898803880862961,0.7000000000000001,0.5714285714285713,0.6311897415722453,0.2058262047646827,0.6804347826086955,27.3,4.0,3.0,11.7,7.0,39.0,0.25496732026143787,0.9011593238518991,0.5714285714285713,0.7000000000000001,0.3521910408432148,0.7876454889200838,1.672222222222222,0.3,0.7000000000000001,0.2058262047646827,0.6804347826086955,0.17974621576894864,1.0,0.6804347826086955,0.6357142857142856,True,0.8851715562592684,0.31956521739130433,0.6804347826086955,0.31956521739130433,0.6804347826086955,0.6804347826086955,0.09999999999999999,0.6804347826086955,0.6804347826086955,-1.0,11.037443734727773
HOS,4,4.5,0.7692307692307692,0.9528423992774171,0.8794871794871797,0.41428571428571426,0.6027103500795974,0.28433703738914934,0.808695652173913,34.3,2.9,4.1,4.7,7.0,39.0,0.3821428571428571,0.8932523616734143,0.41428571428571426,0.8794871794871797,0.3971428571428571,0.8862803862803863,1.5085897435897437,0.12051282051282049,0.8794871794871797,0.28433703738914934,0.808695652173913,0.2837953280859855,1.0,0.808695652173913,0.646886446886447,True,0.8878100942262183,0.19130434782608696,0.808695652173913,0.19130434782608696,0.808695652173913,0.808695652173913,1.0,0.808695652173913,0.808695652173913,-1.0,6.60748936140604
HOS,5,4.5,0.6879120879120879,0.9109129184968563,0.5307692307692308,0.7142857142857143,0.6154784370339452,0.1762954148494743,0.5586956521739131,20.7,5.0,2.0,18.3,7.0,39.0,0.21516986636551855,0.9116593261810652,0.7142857142857143,0.5307692307692308,0.33055345886964355,0.6705016609587602,1.8576923076923078,0.46923076923076934,0.5307692307692308,0.1762954148494743,0.5586956521739131,0.1260579646113243,1.0,0.5586956521739131,0.6225274725274724,True,0.8818435574087748,0.4413043478260869,0.5586956521739131,0.441304347826087,0.5586956521739131,0.5586956521739131,0.009999999999999998,0.5586956521739131,0.5586956521739131,-1.0,15.242146956772766
HOS,6,4.5,0.3738095238095238,0.7896901787474018,0.5846153846153845,0.5714285714285714,0.5762903311368165,0.11343370649895101,0.5826086956521739,22.8,4.0,3.0,16.2,7.0,39.0,0.198841185735788,0.8836305565166136,0.5714285714285714,0.5846153846153845,0.29448661810730775,0.7027401966313257,1.3955128205128204,0.4153846153846154,0.5846153846153845,0.11343370649895101,0.5826086956521739,0.0888511000719345,0.009999999999999998,0.5826086956521739,0.578021978021978,True,0.8689662575024124,0.417391304347826,0.5826086956521739,0.41739130434782606,0.5826086956521739,0.5826086956521739,0.09999999999999999,0.5826086956521739,0.5826086956521739,-1.0,14.416237077708166
HOS,7,4.5,0.3384615384615384,0.8035683835541869,0.8487179487179486,0.3428571428571428,0.5362565948007356,0.1782784037713725,0.7717391304347826,33.1,2.4,4.6,5.9,7.0,39.0,0.2882142857142857,0.8782051282051283,0.3428571428571428,0.8487179487179486,0.31159663865546217,0.8629930069930072,1.3048717948717947,0.15128205128205127,0.8487179487179486,0.1782784037713725,0.7717391304347826,0.1765480937585843,0.009999999999999998,0.7717391304347826,0.5957875457875457,True,0.8735202210998725,0.22826086956521743,0.7717391304347826,0.22826086956521735,0.7717391304347826,0.7717391304347826,1.0,0.7717391304347826,0.7717391304347826,-1.0,7.883931093363936
HOS,8,4.5,0.3805860805860807,0.8234334979613671,0.26153846153846155,0.8142857142857143,0.4602408992559954,0.06222627560771314,0.3456521739130435,10.2,5.7,1.3,28.8,7.0,39.0,0.16546802054154996,0.8856893106893107,0.8142857142857143,0.26153846153846155,0.27497594011207166,0.40272822626873683,1.57051282051282,0.7384615384615385,0.26153846153846155,0.06222627560771314,0.3456521739130435,0.029451827664608233,0.009999999999999998,0.3456521739130435,0.5379120879120879,True,0.8585577763002513,0.6543478260869565,0.3456521739130435,0.6543478260869564,0.3456521739130435,0.3456521739130435,0.009999999999999998,0.3456521739130435,0.3456521739130435,-1.0,22.600395847031972
HOSbal,0,4.5,0.7244897959183673,0.7494843846629561,0.6142857142857142,0.5857142857142856,0.597389360802951,0.20121357534038972,0.5999999999999999,4.3,4.1,2.9,2.7,7.0,7.0,0.6034523809523809,0.5990079365079365,0.5857142857142856,0.6142857142857142,0.5924908424908424,0.6049908424908423,1.5416666666666667,0.3857142857142858,0.6142857142857142,0.20121357534038972,0.5999999999999999,0.2,0.09999999999999999,0.5999999999999999,0.5999999999999999,True,0.5622165532879819,0.3999999999999999,0.5999999999999999,0.4,0.5999999999999999,0.5999999999999999,0.09999999999999999,0.5999999999999999,0.5999999999999999,-1.0,13.815676188860527
