id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,hinge_loss,hamming_loss,pr_curve,imb_sens_micro,accuracy,zero_one_loss,log_loss,rec_score,priors,matthews_corrcoef,prec_score,roc_auc_score,avg_prec_score,f1_score,imb_spec_micro,cohen_kappa_score,fbeta_score
HOS,0,3.0276503540974917,0.003314246327648974,0.0029398715928665004,0.0739639570635873,0.09573702902368975,0.025297752109326763,0.011134125328104214,0.01726443477420042,84.2449470954259,55.43173980471637,55.43173980471638,84.24494709542591,0.0,0.0,0.025473919788636147,0.020552969508515335,0.09573702902368975,0.0739639570635873,0.03327676641897431,0.029832301607686146,0.21143474824557243,0.18806106787816837,0.07396395706358729,0.0739639570635873,,0.017264434774200418,,0.01726443477420042,0.01726443477420042,0.017264434774200414,0.5962677785152323,0.01726443477420042,,0.011134125328104214,0.01726443477420042,0.01171723991127074,0.007777022545738692,0.01726443477420042,0.01726443477420042,0.010884108236187955,0.017264434774200425
HOSbal,0,3.0276503540974917,0.004442847245143323,0.005349787109876869,0.07482042123089996,0.09573702902368975,0.024873902598376987,0.014330887893666813,0.011248004552151006,43.32102389269108,55.43173980471637,55.43173980471638,43.32102389269107,0.0,0.0,0.023348389793545084,0.026505947497268575,0.09573702902368975,0.07482042123089996,0.05058591258064291,0.017447516885914838,0.22106914914066392,0.18667518439854727,0.07482042123089996,0.07482042123089996,,0.011248004552150994,,0.011248004552151006,0.011248004552151006,0.011248004552151011,0.38852851188070153,0.011248004552151006,,0.014330887893666813,0.011248004552151006,0.011248004552150978,0.010383918681027749,0.011248004552151006,0.011248004552151006,0.02249600910430197,0.011248004552151006
