id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,pr_curve,accuracy,imb_spec_micro,log_loss,fbeta_score,f1_score,hinge_loss,matthews_corrcoef,hamming_loss,cohen_kappa_score,rec_score,prec_score,priors,roc_auc_score,avg_prec_score,zero_one_loss,imb_sens_micro
HOS,0,3.0276503540974917,0.0022228374888313956,0.0022896683186892385,0.007425155980163124,0.02271296070783936,0.025620188004105458,0.0181914964043064,0.004316708121578571,8.932462644136171,15.694655849116993,15.694655849116995,8.932462644136214,0.0,0.0,0.01523149545884191,0.0045029106387510206,0.02271296070783936,0.007425155980163124,0.028376958056258655,0.0015871409786087085,0.14282554584427395,0.022340927610903845,0.007425155980163105,0.007425155980163124,,0.004316708121578571,0.004316708121578571,0.14909984203175372,0.004316708121578536,0.004316708121578571,,0.0181914964043064,0.004316708121578573,0.018059634072126785,0.004316708121578571,0.004316708121578571,,0.008048608666122004,0.004027238766805526,0.004316708121578574,0.004316708121578571
HOSbal,0,3.0276503540974917,0.0025340749757620487,0.0033094602817340213,0.007979188857939353,0.02271296070783936,0.02546703331391454,0.019139137997275964,0.008161208626097823,5.513619500836101,15.694655849116993,15.694655849116995,5.513619500836089,0.0,0.0,0.017017098055003156,0.00503000443647799,0.02271296070783936,0.007979188857939353,0.030157948278021762,0.0029046872711942693,0.15802024946104737,0.02221300244176436,0.00797918885793936,0.007979188857939353,,0.008161208626097823,0.008161208626097823,0.28188696089265675,0.008161208626097823,0.008161208626097823,,0.019139137997275964,0.008161208626097843,0.016322417252195687,0.008161208626097823,0.008161208626097823,,0.008161208626097817,0.004486225832575091,0.008161208626097836,0.008161208626097823
