id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,fbeta_score,avg_prec_score,imb_spec_micro,matthews_corrcoef,hinge_loss,prec_score,f1_score,hamming_loss,cohen_kappa_score,accuracy,zero_one_loss,imb_sens_micro,priors,roc_auc_score,log_loss,rec_score,pr_curve
HOS,0,3.0276503540974917,0.007016610832209204,0.006012062487790867,0.03618901863147749,0.027602419247448683,0.02693523020979616,0.004719806674426812,0.005806213980706201,23.631429166354803,34.254602286083816,34.254602286083795,23.631429166354806,0.0,0.0,0.0034855403067812854,0.012233862433994684,0.027602419247448683,0.03618901863147749,0.008831207438073158,0.02931113865700573,0.018223899876276192,0.08432532237288197,0.03618901863147751,0.03618901863147749,0.0058062139807062,0.0023144389908115507,0.005806213980706201,0.004719806674426812,,0.005806213980706201,0.005806213980706201,0.0058062139807062065,0.007925793302976224,0.005806213980706201,0.0058062139807062065,0.005806213980706201,,0.0045744477672803804,0.20055365137472564,0.005806213980706201,
HOSbal,0,3.0276503540974917,0.008556825181437773,0.008035588177872099,0.03618901863147749,0.026406858178826882,0.027242773651811717,0.007341362280848854,0.005330017214458084,23.631429166354803,17.243678390773947,17.243678390773947,23.631429166354806,0.0,0.0,0.0044261765333130886,0.010179834200445445,0.026406858178826882,0.03618901863147749,0.004766579333538899,0.03660286040042038,0.02009268665015883,0.07462363546528311,0.03618901863147751,0.03618901863147749,0.005330017214458084,0.003125522724324375,0.005330017214458084,0.007341362280848854,,0.005330017214458084,0.005330017214458084,0.0053300172144580965,0.010660034428916202,0.005330017214458084,0.005330017214458093,0.005330017214458084,,0.005330017214458088,0.18408292133382326,0.005330017214458084,
