id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,fbeta_score,avg_prec_score,imb_spec_micro,matthews_corrcoef,prec_score,f1_score,hamming_loss,cohen_kappa_score,accuracy,zero_one_loss,imb_sens_micro,roc_auc_score,log_loss,rec_score
HOS,0,4.5,0.6391860908495223,0.44337556557540864,0.2312404287901991,0.8649476228847703,0.44549228599986435,0.12272122319411512,0.6464625131995778,151.0,1073.4,167.6,502.0,1241.0,653.0,0.6814619216061027,0.4757934977473252,0.8649476228847703,0.2312404287901991,0.7620875708357028,0.30926680887369823,1.1258767954572564,1.7267135959803224,0.7687595712098009,0.2312404287901991,0.6464625131995778,0.3747113204325271,0.6464625131995778,0.12272122319411512,0.6464625131995778,0.6464625131995778,0.35353748680042235,0.10931803060306589,0.6464625131995778,0.35353748680042235,0.6464625131995778,0.5480940258374849,12.210822960169747,0.6464625131995778
HOSbal,0,4.5,0.6448557605491442,0.6011000048848991,0.2312404287901991,0.8626339969372129,0.44492235793864393,0.12136460923101525,0.546937212863706,151.0,563.3,89.7,502.0,653.0,653.0,0.5289167740931816,0.6285586145883019,0.8626339969372129,0.2312404287901991,0.6555518023915988,0.3364229419141138,1.122937057460411,1.6940549854958693,0.7687595712098009,0.2312404287901991,0.546937212863706,0.5294791603309936,0.546937212863706,0.12136460923101525,0.546937212863706,0.546937212863706,0.453062787136294,0.09387442572741195,0.546937212863706,0.453062787136294,0.546937212863706,0.5469372128637059,15.648289216506999,0.546937212863706
