id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,ber,bcr,imb_spec_micro,max_iter,log_loss,learning_rate_init,rec_score,prec_score,hamming_loss,roc_auc_score,matthews_corrcoef,tol,momentum,cohen_kappa_score,alpha,imb_sens_micro,f1_score,avg_prec_score,accuracy,power_t,fbeta_score,zero_one_loss,warm_start
HOS,0,4.5,0.7348926821800367,0.5600475595297014,0.6617957746478873,0.6946956521739129,0.677948762910508,0.6838183934807915,375.9,798.9,351.1,192.1,1150.0,568.0,0.8061625249716142,0.5173294032762411,0.6946956521739129,0.6617957746478873,0.7462018388788483,0.5805859418386954,0.33820422535211264,0.6617957746478873,0.6838183934807915,1000.0,10.920689217912237,0.0010000000000000002,0.6838183934807915,0.6838183934807915,0.3161816065192084,0.6782457134109002,0.33958834084745737,0.00010000000000000002,0.9000000000000001,0.33299491259088215,1.0,0.6838183934807915,0.6838183934807915,0.45415356931124745,0.6838183934807915,0.5,0.6838183934807915,0.31618160651920835,False
HOS,1,4.5,0.7342232088181262,0.5731369728490255,0.673943661971831,0.675391304347826,0.6746267442856155,0.6749126891734576,382.8,776.7,373.3,185.2,1150.0,568.0,0.807478647883576,0.5063543613913646,0.675391304347826,0.673943661971831,0.735518847760712,0.5782077458181774,0.326056338028169,0.673943661971831,0.6749126891734576,1000.0,11.228291680022298,0.0010000000000000002,0.6749126891734576,0.6749126891734576,0.3250873108265425,0.6746674831598286,0.3311078224838866,0.00010000000000000002,0.9000000000000001,0.322344297672863,1.0,0.6749126891734576,0.6749126891734576,0.4490528114369199,0.6749126891734576,0.5,0.6749126891734575,0.3250873108265425,False
HOS,2,4.5,0.7310413349663196,0.5703597198426269,0.6674295774647887,0.6718260869565218,0.6694641124620946,0.6703725261932478,379.1,772.6,377.4,188.9,1150.0,568.0,0.8036209501107155,0.5013268320963732,0.6718260869565218,0.6674295774647887,0.7317118576426292,0.5724183556985072,0.3325704225352113,0.6674295774647887,0.6703725261932478,1000.0,11.385105262228215,0.0010000000000000002,0.6703725261932478,0.6703725261932478,0.32962747380675206,0.6696278322106552,0.32164253909603296,0.00010000000000000002,0.9000000000000001,0.3130142226999582,1.0,0.6703725261932478,0.6703725261932478,0.44448962488355265,0.6703725261932478,0.5,0.6703725261932479,0.32962747380675206,False
HOS,3,4.5,0.729201928965095,0.55724072055855,0.6901408450704226,0.640608695652174,0.654643458015391,0.6569848661233993,392.0,736.7,413.3,176.0,1150.0,568.0,0.8104976689602722,0.4965591345690214,0.640608695652174,0.6901408450704226,0.7041930197192849,0.5727899331170416,0.30985915492957744,0.6901408450704226,0.6569848661233993,1000.0,11.84751536853246,0.0010000000000000002,0.6569848661233993,0.6569848661233993,0.34301513387660065,0.6653747703612983,0.31820206051851346,0.00010000000000000002,0.9000000000000001,0.3039516684403805,1.0,0.6569848661233993,0.6569848661233993,0.44211270438033506,0.6569848661233993,0.5,0.6569848661233993,0.34301513387660065,False
HOS,4,4.5,0.7309413655848133,0.5631890109417717,0.6605633802816901,0.6816521739130434,0.6709769403923171,0.6746798603026776,375.2,783.9,366.1,192.8,1150.0,568.0,0.8025909465742537,0.5062899180781469,0.6816521739130434,0.6605633802816901,0.7371476267014068,0.5731661075019434,0.33943661971830985,0.6605633802816901,0.6746798603026776,1000.0,11.236329953279846,0.0010000000000000002,0.6746798603026776,0.6746798603026776,0.32532013969732243,0.6711077770973668,0.32512024590736827,0.00010000000000000002,0.9000000000000001,0.31774327084389375,1.0,0.6746798603026776,0.6746798603026776,0.44665591571063007,0.6746798603026776,0.5,0.6746798603026776,0.32532013969732243,False
HOS,5,4.5,0.6864226117575015,0.49385725088673665,0.5,0.5,0.0,0.5,284.0,575.0,575.0,284.0,1150.0,568.0,0.33469150174621654,0.16530849825378346,0.5,0.5,0.40097629009762903,0.2484689413823272,0.5,0.5,0.5,1000.0,17.269655815920046,0.0010000000000000002,0.5,0.5,0.5000000000000001,0.5,0.0,0.00010000000000000002,0.9000000000000001,0.0,1.0,0.5,0.5,0.330616996507567,0.5,0.5,0.5,0.5000000000000001,False
HOS,6,4.5,0.7367108083282303,0.5613980244346161,0.6607394366197183,0.7166086956521739,0.6877944100699289,0.6981373690337602,375.3,824.1,325.9,192.7,1150.0,568.0,0.8106456035261728,0.5357435630696701,0.7166086956521739,0.6607394366197183,0.7605047792053586,0.5913425035223044,0.33926056338028165,0.6607394366197183,0.6981373690337602,1000.0,10.42611759441396,0.0010000000000000002,0.6981373690337602,0.6981373690337602,0.3018626309662398,0.6886740661359462,0.3615262276427274,0.00010000000000000002,0.9000000000000001,0.35629128128646376,0.09999999999999999,0.6981373690337602,0.6981373690337602,0.46601145052590376,0.6981373690337602,0.5,0.6981373690337602,0.3018626309662398,False
HOS,7,4.5,0.8236662584200858,0.7258873982566001,0.7190140845070424,0.7708695652173914,0.7444493784323083,0.7537252619324796,408.4,886.5,263.5,159.6,1150.0,568.0,0.8474769186240312,0.6078308705639971,0.7708695652173914,0.7190140845070424,0.8073405717998977,0.6587253488729636,0.28098591549295776,0.7190140845070424,0.7537252619324796,1000.0,8.506150748899632,0.0010000000000000002,0.7537252619324796,0.7537252619324796,0.24627473806752032,0.7449418248622168,0.4722775700508759,0.00010000000000000002,0.9000000000000001,0.468189678309205,0.09999999999999999,0.7537252619324796,0.7537252619324796,0.5300110170625827,0.7537252619324796,0.5,0.7537252619324796,0.24627473806752045,False
HOS,8,4.5,0.8820794549908143,0.8143892883101872,0.7713028169014086,0.8346956521739131,0.802348197324168,0.8137369033760186,438.1,959.9,190.1,129.9,1150.0,568.0,0.8807923392841405,0.6976760931966413,0.8346956521739131,0.7713028169014086,0.8570934366263028,0.7325643348980599,0.22869718309859155,0.7713028169014086,0.8137369033760186,1000.0,6.433387921910883,0.0010000000000000002,0.8137369033760186,0.8137369033760186,0.18626309662398138,0.8029992345376609,0.5920676677435287,0.00010000000000000002,0.9000000000000001,0.5902453348734394,0.09999999999999999,0.8137369033760186,0.8137369033760186,0.6137951960856759,0.8137369033760186,0.5,0.8137369033760186,0.18626309662398133,False
HOS,9,4.5,0.7922385180649113,0.6708899392893918,0.6913732394366198,0.7412173913043478,0.7158095819269381,0.7247380675203725,392.7,852.4,297.6,175.3,1150.0,568.0,0.8294602401955784,0.5689436537556503,0.7412173913043478,0.6913732394366198,0.7828291165915676,0.6241582026229282,0.30862676056338023,0.6913732394366198,0.7247380675203725,1000.0,9.507348845953718,0.0010000000000000002,0.7247380675203725,0.7247380675203725,0.2752619324796275,0.7162953153704836,0.4151436084651359,0.00010000000000000002,0.9000000000000001,0.41024000339118816,0.09999999999999999,0.7247380675203725,0.7247380675203725,0.4954828378795799,0.7247380675203725,0.5,0.7247380675203725,0.2752619324796275,False
HOS,10,4.5,0.8273874770361298,0.7276114328561222,0.7223591549295774,0.7734782608695653,0.7474333380140441,0.7565774155995343,410.3,889.5,260.5,157.7,1150.0,568.0,0.849399967927768,0.6119464699494724,0.7734782608695653,0.7223591549295774,0.8096144390449915,0.6624894002603359,0.2776408450704225,0.7223591549295774,0.7565774155995343,1000.0,8.407639454879055,0.0010000000000000002,0.7565774155995343,0.7565774155995343,0.24342258440046566,0.7479187078995714,0.47827681006921285,0.00010000000000000002,0.9000000000000001,0.47420712219252453,0.09999999999999999,0.7565774155995343,0.7565774155995343,0.5339365158891847,0.7565774155995343,0.5,0.7565774155995343,0.2434225844004656,False
