id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,plike,ber,bcr,zero_one_loss,gamma,max_iter,avg_prec_score,hamming_loss,prec_score,cohen_kappa_score,roc_auc_score,log_loss,matthews_corrcoef,f1_score,probability,rec_score,imb_spec_micro,accuracy,imb_sens_micro,C,fbeta_score
HOS,0,4.5,0.8239386729867881,0.8938381688325313,0.7809482001755926,0.7025906735751295,0.74065928055836,0.47049687994358835,0.7545401629802095,889.5,406.8,172.2,249.5,579.0,1139.0,0.6199389769458883,0.8378777462595519,0.7025906735751295,0.7809482001755926,0.6585811871529033,0.8083639264318065,2.630335760611664,0.2190517998244074,0.7809482001755926,0.24545983701979046,0.09999999999999999,-1.0,0.7995347091428632,0.24545983701979046,0.7545401629802095,0.46816149445629307,0.7417694368753611,8.477962570670147,0.47049687994358835,0.7545401629802095,True,0.7545401629802095,0.7545401629802095,0.7545401629802095,0.7545401629802095,0.09999999999999999,0.7545401629802095
HOS,1,4.5,0.8730585111625657,0.9332043653483995,0.9997366110623354,0.1226252158894646,0.3472237595813237,0.28790048652393296,0.7041327124563447,1138.7,71.0,508.0,0.3,579.0,1139.0,0.9963257391163094,0.691596505450012,0.1226252158894646,0.9997366110623354,0.21687851646220366,0.8175698847615033,1.1410815418639033,0.00026338893766463255,0.9997366110623354,0.2958672875436554,1.0,-1.0,0.6915873975658936,0.2958672875436555,0.7041327124563447,0.15557913228130432,0.5611809134759,10.21913052213483,0.28790048652393296,0.7041327124563447,True,0.7041327124563447,0.7041327124563447,0.7041327124563447,0.7041327124563447,0.09999999999999999,0.7041327124563447
HOS,2,4.5,0.7384182410107342,0.8482848058187844,0.6403863037752414,0.7138169257340242,0.6760552229680662,0.3352005322049309,0.6651338766006986,729.4,413.3,165.7,409.6,579.0,1139.0,0.5023015254676111,0.8149159539421325,0.7138169257340242,0.6403863037752414,0.5896225639907576,0.717141419996876,2.2392672702138965,0.35961369622475853,0.6403863037752414,0.33486612339930155,0.009999999999999998,-1.0,0.760265863755216,0.33486612339930155,0.6651338766006986,0.3209779143826733,0.6771016147546328,11.56594327897922,0.3352005322049309,0.6651338766006986,True,0.6651338766006986,0.6651338766006986,0.6651338766006986,0.6651338766006986,0.09999999999999999,0.6651338766006986
HOS,3,4.5,0.9145181589765284,0.9464171751957263,0.8687445127304654,0.811571675302245,0.8396341329841805,0.6698496619841918,0.8494761350407452,989.5,469.9,109.1,149.5,579.0,1139.0,0.7588303294459164,0.9007272168893214,0.811571675302245,0.8687445127304654,0.7842263631399845,0.8844134822859318,4.6204334667705025,0.1312554872695347,0.8687445127304654,0.15052386495925493,0.09999999999999999,-1.0,0.8695061359529299,0.15052386495925493,0.8494761350407452,0.6688648865423507,0.8401580940163551,5.198960891620219,0.6698496619841918,0.8494761350407452,True,0.8494761350407452,0.8494761350407452,0.8494761350407452,0.8494761350407452,1.0,0.8494761350407452
HOS,4,4.5,0.9360187025858213,0.9604103289118043,0.9920983318700614,0.4414507772020725,0.6617526676755758,0.5677619913840305,0.8065192083818393,1130.0,255.6,323.4,9.0,579.0,1139.0,0.966092401023152,0.777497249386974,0.4414507772020725,0.9920983318700614,0.605924471756059,0.8717813897596567,1.7766276646781247,0.007901668129938533,0.9920983318700614,0.19348079161816062,1.0,-1.0,0.7765912020240232,0.19348079161816067,0.8065192083818393,0.5003178089174494,0.7167745545360671,6.6827403163429775,0.5677619913840305,0.8065192083818393,True,0.8065192083818393,0.8065192083818393,0.8065192083818393,0.8065192083818393,1.0,0.8065192083818393
HOS,5,4.5,0.7952462618331688,0.8764864851740407,0.6891132572431957,0.7642487046632125,0.725637080168262,0.429797910481882,0.7144353899883586,784.9,442.5,136.5,354.1,579.0,1139.0,0.555491007869026,0.851968265847655,0.7642487046632125,0.6891132572431957,0.6432998226642432,0.7618819432624555,2.9339034771563854,0.3108867427568042,0.6891132572431957,0.28556461001164146,0.009999999999999998,-1.0,0.7931793880844195,0.28556461001164146,0.7144353899883586,0.41498877586435634,0.7266809809532042,9.863115741788361,0.429797910481882,0.7144353899883586,True,0.7144353899883586,0.7144353899883586,0.7144353899883586,0.7144353899883586,1.0,0.7144353899883586
HOS,6,4.5,0.7271737169076895,0.8365158987500771,0.8458296751536436,0.4037996545768567,0.5842753376865447,0.27716153890988005,0.6968568102444703,963.4,233.8,345.2,175.6,579.0,1139.0,0.5715894131671126,0.7362281318398433,0.4037996545768567,0.8458296751536436,0.47298808856175645,0.78718678973251,1.4189595525319334,0.15417032484635645,0.8458296751536436,0.3031431897555297,0.09999999999999999,-1.0,0.7249216028321167,0.3031431897555297,0.6968568102444703,0.26901156690738875,0.6248146648652501,10.470355510769725,0.27716153890988005,0.6968568102444703,True,0.6968568102444703,0.6968568102444703,0.6968568102444703,0.6968568102444703,0.009999999999999998,0.6968568102444703
HOS,7,4.5,0.5,0.8314901047729919,0.9997366110623354,0.12659758203799656,0.3524707638829458,0.29254513847792735,0.7054714784633295,1138.7,73.3,505.7,0.3,579.0,1139.0,0.9965011930698205,0.6925869976390279,0.12659758203799656,0.9997366110623354,0.22284837396640703,0.8182547103821214,1.146724889792909,0.00026338893766463255,0.9997366110623354,0.29452852153667053,1.0,-1.0,0.6925772737970064,0.2945285215366706,0.7054714784633295,0.16035008858299943,0.5631670965501661,10.172890111900614,0.29254513847792735,0.7054714784633294,True,0.7054714784633295,0.7054714784633295,0.7054714784633295,0.7054714784633295,0.009999999999999998,0.7054714784633295
HOS,8,4.5,0.6924116085224593,0.80570416634101,0.5610184372256366,0.7050086355785837,0.6286100699716968,0.2521000005548184,0.6095459837019791,639.0,408.2,170.8,500.0,579.0,1139.0,0.4495423343387784,0.7893614235106602,0.7050086355785837,0.5610184372256366,0.5488505495986876,0.6556284697986468,1.908004058579809,0.43898156277436345,0.5610184372256366,0.3904540162980209,0.009999999999999998,-1.0,0.7337649101989054,0.3904540162980209,0.6095459837019791,0.23339726705994623,0.6330135364021101,13.485883455731758,0.2521000005548184,0.6095459837019791,True,0.6095459837019791,0.6095459837019791,0.6095459837019791,0.6095459837019791,0.009999999999999998,0.6095459837019791
HOSbal,0,4.5,0.8188203411873847,0.8141223397541912,0.7782383419689121,0.7025906735751295,0.7393735134855565,0.4823087999093995,0.7404145077720207,450.6,406.8,172.2,128.4,579.0,579.0,0.760155694656417,0.7236384778616756,0.7025906735751295,0.7782383419689121,0.7301498643424466,0.7498756624316948,2.6212581026287327,0.22176165803108808,0.7782383419689121,0.2595854922279793,0.09999999999999999,-1.0,0.6740032075371094,0.2595854922279793,0.7404145077720207,0.48082901554404145,0.7404145077720206,8.965884175291563,0.4823087999093995,0.7404145077720207,True,0.7404145077720207,0.7404145077720207,0.7404145077720207,0.7404145077720207,0.09999999999999999,0.7404145077720207
HOSbal,1,4.5,0.8741153379210775,0.88513424124741,0.9998272884283248,0.1226252158894646,0.3472454636690779,0.2532138762983495,0.5612262521588947,578.9,71.0,508.0,0.1,579.0,579.0,0.9984375,0.5327785511650894,0.1226252158894646,0.9998272884283248,0.21696243007116398,0.6950898539282959,1.1411972168940911,0.00017271157167529915,0.9998272884283248,0.43877374784110534,1.0,-1.0,0.5327736571443198,0.43877374784110534,0.5612262521588947,0.12245250431778928,0.5612262521588948,15.155059137952211,0.2532138762983495,0.5612262521588947,True,0.5612262521588947,0.5612262521588947,0.5612262521588947,0.5612262521588947,0.09999999999999999,0.5612262521588947
HOSbal,2,4.5,0.7362801685951301,0.7479696799455988,0.6447322970639033,0.7138169257340242,0.6783356938050676,0.35946557058682627,0.6792746113989637,373.3,413.3,165.7,205.7,579.0,579.0,0.6677478348294867,0.6926370365755024,0.7138169257340242,0.6447322970639033,0.6899657277062005,0.667764292484318,2.2543438885033593,0.3552677029360967,0.6447322970639033,0.3207253886010363,0.009999999999999998,-1.0,0.624185148379122,0.3207253886010363,0.6792746113989637,0.35854922279792745,0.6792746113989636,11.077576896687402,0.35946557058682627,0.6792746113989637,True,0.6792746113989637,0.6792746113989637,0.6792746113989637,0.6792746113989637,0.09999999999999999,0.6792746113989636
HOSbal,3,4.5,0.9130592618444643,0.9017811184628013,0.8663212435233161,0.811571675302245,0.8384646216244738,0.6789909985710076,0.8389464594127807,501.6,469.9,109.1,77.4,579.0,579.0,0.858668600291303,0.8214225685970415,0.811571675302245,0.8663212435233161,0.8344026455311713,0.8432295001477843,4.607941007269227,0.13367875647668392,0.8663212435233161,0.16105354058721938,0.09999999999999999,-1.0,0.7784443508983158,0.16105354058721938,0.8389464594127807,0.6778929188255612,0.8389464594127807,5.562667559352745,0.6789909985710076,0.8389464594127807,True,0.8389464594127807,0.8389464594127807,0.8389464594127807,0.8389464594127807,1.0,0.8389464594127807
