id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,prec_score,pr_curve,hinge_loss,hamming_loss,roc_auc_score,log_loss,avg_prec_score,cohen_kappa_score,priors,accuracy,matthews_corrcoef,imb_sens_micro,zero_one_loss,imb_spec_micro,f1_score,rec_score,fbeta_score
HOS,0,3.0276503540974917,0.023170086702584795,0.0054252376821006055,0.01891960993263133,0.0,0.01012578607077102,0.014943832927284673,0.01604053885592656,0.7378647873726218,0.0,0.0,0.7378647873726221,0.0,0.0,0.009608865038876542,0.002135393917265439,0.0,0.01891960993263133,0.01041801001682935,0.014182030214342752,0.09682542379265931,0.06621863476420967,0.018919609932631327,0.01891960993263133,0.01604053885592656,,,0.01604053885592657,0.009459804966315632,0.5540205847987238,0.0027696550142017437,0.015727375678644552,,0.01604053885592656,0.014943832927284673,0.01604053885592656,0.016040538855926552,0.01604053885592656,0.01604053885592656,0.01604053885592656,0.01604053885592656
HOSbal,0,3.0276503540974917,0.0250871958021575,0.021994860802745965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
