id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,hamming_loss,imb_sens_micro,accuracy,zero_one_loss,log_loss,rec_score,matthews_corrcoef,prec_score,roc_auc_score,avg_prec_score,f1_score,imb_spec_micro,cohen_kappa_score,fbeta_score
HOS,0,4.5,0.6937151335671535,0.8006360412383755,0.7198419666374013,0.554922279792746,0.6265310724213995,0.2719811552893544,0.6642607683352735,819.9,321.3,257.7,319.1,579.0,1139.0,0.5066246392378952,0.7632355712332621,0.554922279792746,0.7198419666374013,0.5236752030889053,0.7381107568211794,2.0298218527865677,1.6533416285101563,0.28015803336259876,0.7198419666374013,0.3357392316647264,0.6642607683352735,0.6642607683352735,0.3357392316647264,11.59614218908163,0.6642607683352735,0.2719811552893544,0.6642607683352735,0.6373821232150736,0.7337948951042981,0.6642607683352735,0.6642607683352735,0.2674692529664533,0.6642607683352735
HOSbal,0,4.5,0.6933444894866678,0.6775720225255369,0.7195164075993092,0.554922279792746,0.6263409005051843,0.28182428214054717,0.6372193436960276,416.6,321.3,257.7,162.4,579.0,579.0,0.6684648171656189,0.6212879410120166,0.554922279792746,0.7195164075993092,0.6005171894169242,0.6636128664803864,2.0302437684220416,1.6522655458684123,0.2804835924006909,0.7195164075993092,0.3627806563039723,0.6372193436960276,0.6372193436960276,0.3627806563039724,12.530177909982504,0.6372193436960276,0.28182428214054717,0.6372193436960276,0.6372193436960276,0.5855062375369988,0.6372193436960276,0.6372193436960276,0.27443868739205524,0.6372193436960276
