id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,ber,bcr,max_iter,imb_spec_micro,cohen_kappa_score,accuracy,fbeta_score,roc_auc_score,f1_score,learning_rate_init,prec_score,imb_sens_micro,warm_start,power_t,alpha,zero_one_loss,hamming_loss,tol,rec_score,log_loss,avg_prec_score,matthews_corrcoef,momentum
HOS,0,4.5,0.7357646968769136,0.5568816460885462,0.6617957746478874,0.7028695652173913,0.6819424517034547,0.6892898719441212,375.9,808.3,341.7,192.1,1150.0,568.0,0.8079949163405601,0.524023701363932,0.7028695652173913,0.6617957746478874,0.751707638825721,0.5848058793914983,0.33820422535211264,0.6617957746478874,1000.0,0.6892898719441212,0.34193359392638667,0.6892898719441212,0.6892898719441211,0.6823326699326392,0.6892898719441212,0.0010000000000000002,0.6892898719441212,0.6892898719441212,False,0.5,1.0,0.31071012805587894,0.31071012805587894,0.00010000000000000002,0.6892898719441212,10.731706671737616,0.45860333618189897,0.3479569127495814,0.9000000000000001
HOS,1,4.5,0.7368135333741581,0.5778405515266617,0.6658450704225353,0.6815652173913043,0.6736461512723475,0.6763678696158323,378.2,783.8,366.2,189.8,1150.0,568.0,0.8050652329621981,0.5080607723755342,0.6815652173913043,0.6658450704225353,0.7381783256155856,0.576339685255554,0.33415492957746473,0.6658450704225353,1000.0,0.6763678696158323,0.3220936637604198,0.6763678696158323,0.6763678696158323,0.6737051439069198,0.6763678696158323,0.0010000000000000002,0.6763678696158323,0.6763678696158323,False,0.5,1.0,0.32363213038416766,0.32363213038416766,0.00010000000000000002,0.6763678696158323,11.178028223602606,0.4487861236015095,0.3298228248579814,0.9000000000000001
HOS,2,4.5,0.7323660440906308,0.572001718484657,0.6607394366197183,0.6771304347826088,0.6688062277196823,0.6717112922002327,375.3,778.7,371.3,192.7,1150.0,568.0,0.8016834729339468,0.5027284212415056,0.6771304347826088,0.6607394366197183,0.7341097210257039,0.5709355008188294,0.3392605633802817,0.6607394366197183,1000.0,0.6717112922002327,0.31296354768907253,0.6717112922002327,0.6717112922002327,0.6689349357011636,0.6717112922002327,0.0010000000000000002,0.6717112922002327,0.6717112922002327,False,0.5,1.0,0.32828870779976715,0.32828870779976715,0.00010000000000000002,0.6717112922002327,11.338863083385016,0.4443330406435865,0.3207037360418731,0.9000000000000001
HOS,3,4.5,0.7336172688303736,0.5615594036201746,0.6515845070422535,0.6893913043478261,0.6701591221079403,0.6768917345750876,370.1,792.8,357.2,197.9,1150.0,568.0,0.8002695209454471,0.5089597966133422,0.6893913043478261,0.6515845070422535,0.74065792841955,0.5714438718833599,0.3484154929577465,0.6515845070422535,1000.0,0.6768917345750876,0.3183997737066964,0.6768917345750876,0.6768917345750876,0.6704879056950397,0.6768917345750876,0.0010000000000000002,0.6768917345750876,0.6768917345750876,False,0.5,1.0,0.3231082654249127,0.3231082654249127,0.00010000000000000002,0.6768917345750876,11.159930380103017,0.44682279690380533,0.32471357500134806,0.9000000000000001
HOS,4,4.5,0.7315725658297613,0.5622324247786646,0.6529929577464789,0.6813043478260872,0.6668973318846617,0.6719441210710129,370.9,783.5,366.5,197.1,1150.0,568.0,0.7990787033055463,0.5030373965506685,0.6813043478260872,0.6529929577464789,0.735440785291776,0.5682015478830474,0.34700704225352114,0.6529929577464789,1000.0,0.6719441210710129,0.3108273119543195,0.6719441210710129,0.6719441210710129,0.6671486527862829,0.6719441210710129,0.0010000000000000002,0.6719441210710129,0.6719441210710129,False,0.5,1.0,0.3280558789289872,0.3280558789289872,0.00010000000000000002,0.6719441210710129,11.330819225046465,0.4431921663055477,0.3177981649375733,0.9000000000000001
HOS,5,4.5,0.7041275260257196,0.5166751332630805,0.4,0.6,0.0,0.5338766006984865,227.2,690.0,460.0,340.8,1150.0,568.0,0.4016298020954598,0.13224679860302677,0.6,0.4,0.48117154811715485,0.19877515310586175,0.6,0.4,1000.0,0.5338766006984865,0.0,0.5338766006984865,0.5338766006984866,0.5,0.5338766006984865,0.0010000000000000002,0.5338766006984865,0.5338766006984865,False,0.5,1.0,0.4661233993015134,0.4661233993015134,0.00010000000000000002,0.5338766006984865,16.0995459556824,0.330616996507567,0.0,0.9000000000000001
HOS,6,4.5,0.7394837721984078,0.559854834004772,0.6660211267605634,0.7288695652173913,0.6961912059354776,0.7080908032596043,378.3,838.2,311.8,189.7,1150.0,568.0,0.8159149166174575,0.5484522256180233,0.7288695652173913,0.6660211267605634,0.7696290545111575,0.600994493215867,0.3339788732394366,0.6660211267605634,1000.0,0.7080908032596043,0.37437034938467983,0.7080908032596043,0.7080908032596043,0.6974453459889773,0.7080908032596043,0.0010000000000000002,0.7080908032596043,0.7080908032596043,False,0.5,0.09999999999999999,0.29190919674039584,0.29190919674039584,0.00010000000000000002,0.7080908032596043,10.082331592855905,0.475609217817939,0.37930147037768797,0.9000000000000001
HOS,7,4.5,0.8313981935088792,0.7296294475332326,0.7237676056338028,0.7902608695652173,0.7562553567977598,0.7682770663562282,411.1,908.8,241.2,156.9,1150.0,568.0,0.852781144155978,0.6302768601688685,0.7902608695652173,0.7237676056338028,0.8203209023498944,0.6737709932087516,0.27623239436619723,0.7237676056338028,1000.0,0.7682770663562282,0.49542944418527385,0.7682770663562282,0.7682770663562282,0.7570142375995103,0.7682770663562282,0.0010000000000000002,0.7682770663562282,0.7682770663562282,False,0.5,0.09999999999999999,0.23172293364377183,0.23172293364377183,0.00010000000000000002,0.7682770663562282,8.00353885082311,0.5477394933515338,0.49830131018968293,0.9000000000000001
HOS,8,4.5,0.894277709736681,0.8279895802146452,0.7804577464788732,0.8571304347826088,0.8178533503604232,0.8317811408614668,443.3,985.7,164.3,124.7,1150.0,568.0,0.8877206746539203,0.729916320116183,0.8571304347826088,0.7804577464788732,0.8721159074218235,0.7542191838729647,0.2195422535211268,0.7804577464788732,1000.0,0.8317811408614668,0.6265905261129401,0.8317811408614668,0.8317811408614668,0.818794090630741,0.8317811408614668,0.0010000000000000002,0.8317811408614668,0.8317811408614668,False,0.5,0.09999999999999999,0.16821885913853318,0.16821885913853316,0.00010000000000000002,0.8317811408614668,5.810150030260168,0.6422184466966568,0.6275225442819585,0.9000000000000001
HOS,9,4.5,0.7950394978567055,0.673702350048637,0.6948943661971831,0.7501739130434781,0.7219215965671896,0.7318975552968568,394.7,862.7,287.3,173.3,1150.0,568.0,0.8327624924098043,0.578968770894775,0.7501739130434781,0.6948943661971831,0.7892465037790368,0.6315340307600066,0.3051056338028169,0.6948943661971831,1000.0,0.7318975552968568,0.42360236505956,0.7318975552968568,0.7318975552968568,0.7225341396203306,0.7318975552968567,0.0010000000000000002,0.7318975552968568,0.7318975552968568,False,0.5,0.09999999999999999,0.26810244470314315,0.26810244470314315,0.00010000000000000002,0.7318975552968568,9.260064104678438,0.5031791861501842,0.42807052725488115,0.9000000000000001
HOS,10,4.5,0.8328363441518679,0.7293112184817723,0.7248239436619718,0.7868695652173914,0.7550925214163533,0.7663562281722933,411.7,904.9,245.1,156.3,1150.0,568.0,0.8527950580855753,0.6271453428911056,0.7868695652173914,0.7248239436619718,0.8184221899173567,0.6722661813267545,0.2751760563380282,0.7248239436619718,1000.0,0.7663562281722933,0.4922564411328037,0.7663562281722933,0.7663562281722933,0.7558467544396816,0.7663562281722933,0.0010000000000000002,0.7663562281722933,0.7663562281722933,False,0.5,0.09999999999999999,0.23364377182770668,0.23364377182770663,0.00010000000000000002,0.7663562281722933,8.069884066500167,0.5455400131944556,0.4955515265438284,0.9000000000000001
HOS,11,4.5,0.7900246478873238,0.6695374063080195,0.7258802816901408,0.6873913043478261,0.6558276540477073,0.7001164144353901,412.3,790.5,359.5,155.7,1150.0,568.0,0.7519974487063378,0.5662796207394034,0.6873913043478261,0.7258802816901408,0.718206008819277,0.6254615545496661,0.27411971830985915,0.7258802816901408,1000.0,0.7001164144353901,0.39581210199238603,0.7001164144353901,0.7001164144353901,0.7066357930189835,0.70011641443539,0.0010000000000000002,0.7001164144353901,0.7001164144353901,False,0.5,0.09999999999999999,0.29988358556461,0.29988358556461,0.00010000000000000002,0.7001164144353901,10.357779426038498,0.49458821002906184,0.39899322319953606,0.9000000000000001
HOS,12,4.5,0.7385042865890998,0.5551027305438081,0.6612676056338029,0.737391304347826,0.6977586698711296,0.7122235157159487,375.6,848.0,302.0,192.4,1150.0,568.0,0.8154358425641217,0.5550312850745518,0.737391304347826,0.6612676056338029,0.7741055346386517,0.6028559740987409,0.3387323943661972,0.6612676056338029,1000.0,0.7122235157159487,0.38011135871037177,0.7122235157159487,0.7122235157159487,0.6993294549908144,0.7122235157159487,0.0010000000000000002,0.7122235157159487,0.7122235157159487,False,0.5,0.00010000000000000002,0.2877764842840512,0.28777648428405117,0.00010000000000000002,0.7122235157159487,9.939588200272272,0.4787223357110798,0.3842765698360031,0.9000000000000001
HOS,13,4.5,0.8241656460502143,0.7115159816485481,0.7125000000000001,0.7842608695652172,0.7474762187547463,0.760535506402794,404.7,901.9,248.1,163.3,1150.0,568.0,0.8467216525132235,0.6200474685248529,0.7842608695652172,0.7125000000000001,0.8142673690588216,0.6630059041636833,0.28750000000000003,0.7125000000000001,1000.0,0.760535506402794,0.4786890806444862,0.760535506402794,0.760535506402794,0.7483804347826087,0.760535506402794,0.0010000000000000002,0.760535506402794,0.760535506402794,False,0.5,0.00010000000000000002,0.23946449359720604,0.23946449359720604,0.00010000000000000002,0.760535506402794,8.270926070424148,0.5369168833146418,0.4815281888169197,0.9000000000000001
HOS,14,4.5,0.8950681261481934,0.8299232090899847,0.7843309859154929,0.861913043478261,0.8221701369916865,0.8362630966239812,445.5,991.2,158.8,122.5,1150.0,568.0,0.8900298112209647,0.7374336601764231,0.861913043478261,0.7843309859154929,0.8757147293366613,0.7600693771932254,0.21566901408450706,0.7843309859154929,1000.0,0.8362630966239812,0.6359910809410605,0.8362630966239812,0.8362630966239812,0.823122014696877,0.8362630966239815,0.0010000000000000002,0.8362630966239812,0.8362630966239812,False,0.5,0.00010000000000000002,0.16373690337601862,0.16373690337601862,0.00010000000000000002,0.8362630966239812,5.655346202538004,0.6497026887591101,0.6367767314718942,0.9000000000000001
HOS,15,4.5,0.7914451928965095,0.668273775870354,0.6862676056338028,0.7557391304347826,0.7199405672167607,0.7327706635622817,389.8,869.1,280.9,178.2,1150.0,568.0,0.8299773443190039,0.5817502386494887,0.7557391304347826,0.6862676056338028,0.7909489415728549,0.629367677397117,0.3137323943661972,0.6862676056338028,1000.0,0.7327706635622817,0.4227556383257024,0.7327706635622817,0.7327706635622817,0.7210033680342928,0.7327706635622817,0.0010000000000000002,0.7327706635622817,0.7327706635622817,False,0.5,0.00010000000000000002,0.26722933643771823,0.2672293364377183,0.00010000000000000002,0.7327706635622817,9.229905034820511,0.5028504077059212,0.42658352223134005,0.9000000000000001
HOS,16,4.5,0.8285646050214328,0.726835267644175,0.7197183098591551,0.7865217391304348,0.7521686780596455,0.7644353899883585,408.8,904.5,245.5,159.2,1150.0,568.0,0.8504937537173042,0.6252866060735766,0.7865217391304348,0.7197183098591551,0.817107472806895,0.6688658178888713,0.28028169014084503,0.7197183098591551,1000.0,0.7644353899883585,0.4875387229767812,0.7644353899883585,0.7644353899883585,0.7531200244947949,0.7644353899883585,0.0010000000000000002,0.7644353899883585,0.7644353899883585,False,0.5,0.00010000000000000002,0.23556461001164145,0.23556461001164145,0.00010000000000000002,0.7644353899883585,8.136227653195267,0.5426470600911831,0.49075654907699,0.9000000000000001
HOS,17,4.5,0.7966446723821188,0.6728191551079952,0.6866197183098592,0.7622608695652174,0.7232412913077202,0.7372526193247961,390.0,876.6,273.4,178.0,1150.0,568.0,0.8313689468168078,0.588168109160166,0.7622608695652174,0.6866197183098592,0.7951871350761917,0.6333338359347247,0.31338028169014087,0.6866197183098592,1000.0,0.7372526193247961,0.4305757752559506,0.7372526193247961,0.7372526193247961,0.7244402939375382,0.7372526193247962,0.0010000000000000002,0.7372526193247961,0.7372526193247961,False,0.5,0.00010000000000000002,0.2627473806752037,0.26274738067520376,0.00010000000000000002,0.7372526193247961,9.075100276251513,0.5075186024971025,0.43394863963483743,0.9000000000000001
