id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,hinge_loss,hamming_loss,imb_report_0.3,pr_curve,imb_sens_micro,imb_spec,accuracy,imb_sens_spec_supp,X,confusion_matrix,roc_curve,bal_report,zero_one_loss,log_loss,rec_score,imb_sens_spec_supp_micro,priors,matthews_corrcoef,prec_score,roc_auc_score,imb_sens,avg_prec_score,y,imb_report_0.1,f1_score,imb_spec_micro,cohen_kappa_score,fbeta_score
CVS,0,8,0.6674557396725902,0.7578588092189507,0.6735905044510386,0.6179775280898876,0.6451850857587095,0.28031252889275143,0.654368932038835,227,110,68,110,178,337,0.5,0.7694915254237288,0.6179775280898876,0.6735905044510386,0.5527638190954773,0.7183544303797468,1.8932584269662922,1.7632222028277185,0.32640949554896137,0.6735905044510386,,0.34563106796116505,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.50      0.62      0.67      0.55      0.65      0.41       178
          1       0.77      0.67      0.62      0.72      0.65      0.42       337

avg / total       0.68      0.65      0.64      0.66      0.65      0.42       515
",,0.654368932038835,[0.6735905  0.61797753],0.654368932038835,"(array([0.61797753, 0.6735905 ]), array([0.6735905 , 0.61797753]), array([178, 337], dtype=int32))","[[-1.01198375 -0.70152596 -0.29516042 ...  0.4740126  -0.4302258
  -0.71012349]
 [-0.36461228 -0.69400339 -0.42367114 ...  0.53806633 -0.71845777
  -0.54016526]
 [-1.14145805  0.14852406 -0.32942994 ... -0.10247097  2.69914996
   1.29538365]
 ...
 [ 1.99951027 -0.68342644 -0.28182629 ...  0.21539001 -0.72908763
  -0.91477547]
 [ 1.96810855 -0.45788592  0.12022131 ...  0.21887793 -0.33414847
  -0.62514438]
 [ 1.53203991 -0.84708067 -0.35047017 ... -0.05078079 -1.01125547
   0.64507529]]","[[110  68]
 [110 227]]","(array([0.        , 0.38202247, 1.        ]), array([0.       , 0.6735905, 1.       ]), array([2, 1, 0]))","              precision    recall  f1-score   support

           0       0.50      0.62      0.55       178
           1       0.77      0.67      0.72       337

    accuracy                           0.65       515
   macro avg       0.63      0.65      0.64       515
weighted avg       0.68      0.65      0.66       515
",0.34563106796116505,11.93777974935797,0.654368932038835,"(0.654368932038835, 0.654368932038835, None)",,0.28031252889275143,0.654368932038835,0.6457840162704631,[0.61797753 0.6735905 ],0.7319144177906773,[1 1 0 ... 0 0 0],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.50      0.62      0.67      0.55      0.65      0.41       178
          1       0.77      0.67      0.62      0.72      0.65      0.42       337

avg / total       0.68      0.65      0.64      0.66      0.65      0.42       515
",0.654368932038835,0.654368932038835,0.2761942360836952,0.654368932038835
CVSbal,0,8,0.6710326978916803,0.6349701057499635,0.6966292134831461,0.6179775280898876,0.6561259020519745,0.3155843721336013,0.6573033707865169,124,110,68,54,178,178,0.6707317073170732,0.6458333333333334,0.6179775280898876,0.6966292134831461,0.6432748538011696,0.6702702702702703,2.037037037037037,1.8235294117647058,0.3033707865168539,0.6966292134831461,,0.34269662921348315,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.67      0.62      0.70      0.64      0.66      0.42       178
          1       0.65      0.70      0.62      0.67      0.66      0.44       178

avg / total       0.66      0.66      0.66      0.66      0.66      0.43       356
",,0.6573033707865169,[0.69662921 0.61797753],0.6573033707865169,"(array([0.61797753, 0.69662921]), array([0.69662921, 0.61797753]), array([178, 178], dtype=int32))","[[-1.01198375 -0.70152596 -0.29516042 ...  0.4740126  -0.4302258
  -0.71012349]
 [-0.36461228 -0.69400339 -0.42367114 ...  0.53806633 -0.71845777
  -0.54016526]
 [-1.14145805  0.14852406 -0.32942994 ... -0.10247097  2.69914996
   1.29538365]
 ...
 [ 1.99951027 -0.68342644 -0.28182629 ...  0.21539001 -0.72908763
  -0.91477547]
 [ 1.96810855 -0.45788592  0.12022131 ...  0.21887793 -0.33414847
  -0.62514438]
 [ 1.53203991 -0.84708067 -0.35047017 ... -0.05078079 -1.01125547
   0.64507529]]","[[110  68]
 [ 54 124]]","(array([0.        , 0.38202247, 1.        ]), array([0.        , 0.69662921, 1.        ]), array([2, 1, 0]))","              precision    recall  f1-score   support

           0       0.67      0.62      0.64       178
           1       0.65      0.70      0.67       178

    accuracy                           0.66       356
   macro avg       0.66      0.66      0.66       356
weighted avg       0.66      0.66      0.66       356
",0.3426966292134831,11.836474979787518,0.6573033707865169,"(0.6573033707865169, 0.6573033707865169, None)",,0.3155843721336013,0.6573033707865169,0.6573033707865168,[0.61797753 0.69662921],0.6015917602996255,[1 1 0 ... 0 0 0],"                   pre       rec       spe        f1       geo       iba       sup

          0       0.67      0.62      0.70      0.64      0.66      0.43       178
          1       0.65      0.70      0.62      0.67      0.66      0.43       178

avg / total       0.66      0.66      0.66      0.66      0.66      0.43       356
",0.6573033707865169,0.6573033707865169,0.3146067415730337,0.6573033707865168
