id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,rec_score,matthews_corrcoef,f1_score,accuracy,log_loss,fbeta_score,avg_prec_score,pr_curve,cohen_kappa_score,hamming_loss,hinge_loss,imb_sens_micro,zero_one_loss,priors,prec_score,imb_spec_micro,roc_auc_score
HOS,0,3.0276503540974917,0.015461203343334586,0.014115931719685332,0.053372647074904515,0.07027283689263067,0.027851973533963743,0.060521930556762756,0.027210120805099415,1.4944341180973264,1.2649110640673513,1.2649110640673518,1.4944341180973262,0.0,0.0,0.02113738410927768,0.047111191254394565,0.07027283689263067,0.053372647074904515,0.03073658715284944,0.04050900798010975,0.10970474132591194,0.44281249774962944,0.05337264707490451,0.053372647074904515,0.027210120805099415,0.060521930556762756,0.027210120805099415,0.027210120805099415,0.9398107592517025,0.027210120805099415,0.01906490699775616,,0.05083151521317938,0.0272101208050994,,0.027210120805099415,0.02721012080509942,,0.027210120805099415,0.027210120805099415,0.028677327993408365
HOSbal,0,3.0276503540974917,0.019800183907357074,0.028695142766585982,0.07943559477602673,0.07027283689263067,0.045157886850916616,0.07813674838492894,0.03657114381135465,1.4298407059684812,1.2649110640673513,1.2649110640673518,1.4298407059684817,0.0,0.0,0.029310592989260052,0.06012746098106514,0.07027283689263067,0.07943559477602673,0.034279365694494135,0.06305250772346095,0.14665933610106183,0.4234047767069614,0.07943559477602673,0.07943559477602673,0.03657114381135465,0.07813674838492894,0.03657114381135465,0.03657114381135465,1.263133430969411,0.03657114381135465,0.02550579231592464,,0.07314228762270923,0.03657114381135462,,0.03657114381135465,0.03657114381135462,,0.03657114381135465,0.03657114381135465,0.03657114381135465
