id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,rec_score,matthews_corrcoef,f1_score,accuracy,log_loss,fbeta_score,avg_prec_score,cohen_kappa_score,hamming_loss,imb_sens_micro,zero_one_loss,prec_score,imb_spec_micro,roc_auc_score
HOS,0,4.5,0.6458333333333334,0.7272202601546378,0.4392857142857142,0.7444444444444446,0.569475057235378,0.18777829950567332,0.558695652173913,12.3,13.4,4.6,15.7,18.0,28.0,0.4606094046387428,0.7314982403217698,0.7444444444444446,0.4392857142857142,0.5682057621166254,0.5463882892672223,1.3322226411932296,1.820357142857143,0.5607142857142857,0.4392857142857142,0.558695652173913,0.18777829950567332,0.558695652173913,0.558695652173913,15.242192151410123,0.558695652173913,0.6621555601058706,0.16535497726449008,0.441304347826087,0.558695652173913,0.441304347826087,0.558695652173913,0.558695652173913,0.5918650793650794
HOSbal,0,4.5,0.6339506172839506,0.5788722167133834,0.41111111111111115,0.7444444444444446,0.5491445624405645,0.1667306208389632,0.5777777777777777,7.4,13.4,4.6,10.6,18.0,18.0,0.5592873068960025,0.6198717948717949,0.7444444444444446,0.41111111111111115,0.6373110657086769,0.4901100923112308,1.2778088578088578,1.69,0.5888888888888889,0.41111111111111115,0.5777777777777777,0.1667306208389632,0.5777777777777777,0.5777777777777777,14.583141093078368,0.5777777777777777,0.5499893162393161,0.15555555555555553,0.4222222222222222,0.5777777777777777,0.4222222222222222,0.5777777777777777,0.5777777777777777,0.5777777777777777
