id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,hamming_loss,roc_auc_score,rec_score,imb_spec_micro,pr_curve,imb_sens_micro,imb_report_0.3,imb_sens_spec_supp,zero_one_loss,y,C,X,fbeta_score,f1_score,gamma,imb_report_0.1,prec_score,imb_sens,max_iter,roc_curve,log_loss,confusion_matrix,avg_prec_score,imb_sens_spec_supp_micro,bal_report,cohen_kappa_score,matthews_corrcoef,kernel,hinge_loss,probability,imb_spec,accuracy
CVS,0,2,0.7440384407293188,0.5970041517949949,0.6955445544554455,0.6939890710382514,0.6947663774336299,0.37525873255108316,0.6945422535211268,281,508,224,123,732,404,0.8050713153724247,0.5564356435643565,0.6939890710382514,0.6955445544554455,0.7454145267791636,0.6182618261826183,2.2794437780443375,2.2729402404526167,0.3044554455445545,0.6955445544554455,0.30545774647887325,0.6947668127468485,0.6945422535211268,0.6945422535211268,,0.6945422535211268,"                   pre       rec       spe        f1       geo       iba       sup

        0.0       0.81      0.69      0.70      0.75      0.69      0.48       732
        1.0       0.56      0.70      0.69      0.62      0.69      0.48       404

avg / total       0.72      0.69      0.69      0.70      0.69      0.48      1136
","(array([0.69398907, 0.69554455]), array([0.69554455, 0.69398907]), array([732, 404]))",0.30545774647887325,[0. 1. 0. ... 1. 1. 1.],1.0,"[[ 1.27562371 -0.1521796  -0.03644016 -0.38126145  0.00943199  0.78508563]
 [ 1.08088621 -0.46307402 -0.2179371  -0.39142724 -0.46477757  0.70228739]
 [-0.20737725 -0.32591472 -0.10450151  3.751132   -0.89641718 -0.19469355]
 ...
 [-0.69559123 -0.27995598 -0.19524998 -0.51836677 -0.93093778 -0.65414597]
 [-0.09645885 -0.45766653 -0.15136647  2.56590947  0.74299297  1.67207837]
 [ 0.47715169  1.94973401 -0.02862938 -0.52199952 -0.89852725 -0.51729111]]",0.6945422535211268,0.6945422535211268,1.0,"                   pre       rec       spe        f1       geo       iba       sup

        0.0       0.81      0.69      0.70      0.75      0.69      0.48       732
        1.0       0.56      0.70      0.69      0.62      0.69      0.48       404

avg / total       0.72      0.69      0.69      0.70      0.69      0.48      1136
",0.6945422535211268,[0.69398907 0.69554455],-1,"(array([0.        , 0.30601093, 1.        ]), array([0.        , 0.69554455, 1.        ]), array([2., 1., 0.]))",10.55029447082603,"[[508 224]
 [123 281]]",0.49530042967342336,"(0.6945422535211268, 0.6945422535211268, None)","              precision    recall  f1-score   support

         0.0       0.81      0.69      0.75       732
         1.0       0.56      0.70      0.62       404

    accuracy                           0.69      1136
   macro avg       0.68      0.69      0.68      1136
weighted avg       0.72      0.69      0.70      1136
",0.36887272168355256,0.37525873255108316,rbf,,True,[0.69554455 0.69398907],0.6945422535211268
CVSbal,0,2,0.7418022742868348,0.7236565348394406,0.6955445544554455,0.6806930693069307,0.6880787437582989,0.3762791233563949,0.6881188118811881,281,275,129,123,404,404,0.6909547738693468,0.6853658536585366,0.6806930693069307,0.6955445544554455,0.685785536159601,0.6904176904176903,2.235772357723577,2.178294573643411,0.3044554455445545,0.6955445544554455,0.3118811881188119,0.6881188118811881,0.6881188118811881,0.6881188118811881,,0.6881188118811881,"                   pre       rec       spe        f1       geo       iba       sup

        0.0       0.69      0.68      0.70      0.69      0.69      0.47       404
        1.0       0.69      0.70      0.68      0.69      0.69      0.48       404

avg / total       0.69      0.69      0.69      0.69      0.69      0.47       808
","(array([0.68069307, 0.69554455]), array([0.69554455, 0.68069307]), array([404, 404]))",0.31188118811881194,[0. 1. 0. ... 1. 1. 1.],1.0,"[[ 1.27562371 -0.1521796  -0.03644016 -0.38126145  0.00943199  0.78508563]
 [ 1.08088621 -0.46307402 -0.2179371  -0.39142724 -0.46477757  0.70228739]
 [-0.20737725 -0.32591472 -0.10450151  3.751132   -0.89641718 -0.19469355]
 ...
 [-0.69559123 -0.27995598 -0.19524998 -0.51836677 -0.93093778 -0.65414597]
 [-0.09645885 -0.45766653 -0.15136647  2.56590947  0.74299297  1.67207837]
 [ 0.47715169  1.94973401 -0.02862938 -0.52199952 -0.89852725 -0.51729111]]",0.6881188118811881,0.6881188118811881,1.0,"                   pre       rec       spe        f1       geo       iba       sup

        0.0       0.69      0.68      0.70      0.69      0.69      0.47       404
        1.0       0.69      0.70      0.68      0.69      0.69      0.47       404

avg / total       0.69      0.69      0.69      0.69      0.69      0.47       808
",0.6881188118811881,[0.68069307 0.69554455],-1,"(array([0.        , 0.31930693, 1.        ]), array([0.        , 0.69554455, 1.        ]), array([2., 1., 0.]))",10.77212227671533,"[[275 129]
 [123 281]]",0.6289302100941802,"(0.6881188118811881, 0.6881188118811881, None)","              precision    recall  f1-score   support

         0.0       0.69      0.68      0.69       404
         1.0       0.69      0.70      0.69       404

    accuracy                           0.69       808
   macro avg       0.69      0.69      0.69       808
weighted avg       0.69      0.69      0.69       808
",0.37623762376237624,0.3762791233563949,rbf,,True,[0.69554455 0.68069307],0.6881188118811881
