id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,zero_one_loss,imb_spec,hamming_loss,rec_score,accuracy,imb_report_0.3,fbeta_score,imb_sens,roc_auc_score,f1_score,imb_spec_micro,cohen_kappa_score,priors,roc_curve,log_loss,hinge_loss,prec_score,X,y,confusion_matrix,imb_sens_spec_supp_micro,pr_curve,imb_report_0.1,avg_prec_score,imb_sens_micro,imb_sens_spec_supp,matthews_corrcoef,bal_report
CVS,0,7,0.7056463744860093,0.5292464945614233,0.7796610169491526,0.514792899408284,0.633532915854311,0.28396776618583797,0.6058252427184466,138,174,164,39,338,177,0.8169014084507042,0.45695364238410596,0.514792899408284,0.7796610169491526,0.631578947368421,0.5762004175365344,2.336367774237597,1.6068623398098387,0.22033898305084743,0.7796610169491526,0.3941747572815534,[0.77966102 0.5147929 ],0.3941747572815534,0.6058252427184466,0.6058252427184466,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.82      0.51      0.78      0.63      0.63      0.37       338
          1       0.46      0.78      0.51      0.58      0.63      0.43       177

avg / total       0.69      0.61      0.69      0.61      0.63      0.39       515
",0.6058252427184466,[0.5147929  0.77966102],0.6472269581787182,0.6058252427184466,0.6058252427184466,0.2520586362563225,,"(array([0.       , 0.4852071, 1.       ]), array([0.        , 0.77966102, 1.        ]), array([2, 1, 0]))",13.61456843135033,,0.6058252427184466,"[[-0.94912129 -0.7050547  -0.32221328 ...  0.51123117 -0.49333962
  -0.81968329]
 [-1.62834009  0.12021903 -0.45853752 ... -0.23180699 -0.27947511
  -0.34473363]
 [-0.26990249 -0.69787841 -0.45853752 ...  0.59379097 -0.77403679
  -0.643776  ]
 ...
 [ 0.10134758 -0.65978448 -0.31934978 ... -0.18826615 -0.53042025
   0.25178175]
 [ 0.00547623 -0.50280226 -0.07584186 ...  0.01699407 -0.50407295
  -0.34162674]
 [-0.55419149 -0.29500743 -0.37550365 ... -0.06477275  1.04346439
   1.14236822]]",[0 1 1 ... 1 1 1],"[[174 164]
 [ 39 138]]","(0.6058252427184466, 0.6058252427184466, None)",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.82      0.51      0.78      0.63      0.63      0.39       338
          1       0.46      0.78      0.51      0.58      0.63      0.41       177

avg / total       0.69      0.61      0.69      0.61      0.63      0.40       515
",0.43199709685961724,0.6058252427184466,"(array([0.5147929 , 0.77966102]), array([0.77966102, 0.5147929 ]), array([338, 177]))",0.28396776618583797,"              precision    recall  f1-score   support

           0       0.82      0.51      0.63       338
           1       0.46      0.78      0.58       177

    accuracy                           0.61       515
   macro avg       0.64      0.65      0.60       515
weighted avg       0.69      0.61      0.61       515
"
CVSbal,0,7,0.7035015480864375,0.6909742019357868,0.7796610169491526,0.5028248587570622,0.6261253394695387,0.29397527136987417,0.6412429378531074,138,89,88,39,177,177,0.6953125,0.6106194690265486,0.5028248587570622,0.7796610169491526,0.5836065573770491,0.684863523573201,2.2820512820512824,1.5681818181818183,0.22033898305084743,0.7796610169491526,0.3587570621468926,[0.77966102 0.50282486],0.3587570621468927,0.6412429378531074,0.6412429378531074,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.70      0.50      0.78      0.58      0.63      0.36       177
          1       0.61      0.78      0.50      0.68      0.63      0.42       177

avg / total       0.65      0.64      0.64      0.63      0.63      0.39       354
",0.6412429378531074,[0.50282486 0.77966102],0.6412429378531073,0.6412429378531074,0.6412429378531074,0.28248587570621464,,"(array([0.        , 0.49717514, 1.        ]), array([0.        , 0.77966102, 1.        ]), array([2, 1, 0]))",12.391228719569249,,0.6412429378531074,"[[-0.94912129 -0.7050547  -0.32221328 ...  0.51123117 -0.49333962
  -0.81968329]
 [-1.62834009  0.12021903 -0.45853752 ... -0.23180699 -0.27947511
  -0.34473363]
 [-0.26990249 -0.69787841 -0.45853752 ...  0.59379097 -0.77403679
  -0.643776  ]
 ...
 [ 0.10134758 -0.65978448 -0.31934978 ... -0.18826615 -0.53042025
   0.25178175]
 [ 0.00547623 -0.50280226 -0.07584186 ...  0.01699407 -0.50407295
  -0.34162674]
 [-0.55419149 -0.29500743 -0.37550365 ... -0.06477275  1.04346439
   1.14236822]]",[0 1 1 ... 1 1 1],"[[ 89  88]
 [ 39 138]]","(0.6412429378531074, 0.6412429378531074, None)",,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.70      0.50      0.78      0.58      0.63      0.38       177
          1       0.61      0.78      0.50      0.68      0.63      0.40       177

avg / total       0.65      0.64      0.64      0.63      0.63      0.39       354
",0.5862456877156141,0.6412429378531074,"(array([0.50282486, 0.77966102]), array([0.77966102, 0.50282486]), array([177, 177]))",0.29397527136987417,"              precision    recall  f1-score   support

           0       0.70      0.50      0.58       177
           1       0.61      0.78      0.68       177

    accuracy                           0.64       354
   macro avg       0.65      0.64      0.63       354
weighted avg       0.65      0.64      0.63       354
"
