id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,C,roc_auc_score,matthews_corrcoef,hinge_loss,rec_score,avg_prec_score,fbeta_score,prec_score,zero_one_loss,imb_spec_micro,pr_curve,accuracy,probability,cohen_kappa_score,hamming_loss,f1_score,gamma,log_loss,max_iter,imb_sens_micro
HOS,0,3.0276503540974917,0.009865366329481698,0.025548745943490617,0.026352313834736508,0.06651216665210365,0.01919648234485571,0.05193100698367483,0.017148057342317686,0.7378647873726221,1.1972189997378646,1.1972189997378648,0.7378647873726221,0.0,0.0,0.014035304136883983,0.04243837578542515,0.06651216665210365,0.026352313834736508,0.030116047774168476,0.013873393636939232,0.0945098218774909,0.6338898378508783,0.02635231383473649,0.026352313834736508,0.0,0.024641014594272606,0.05193100698367483,,0.017148057342317686,0.020230769357464838,0.017148057342317686,0.017148057342317686,0.017148057342317707,0.017148057342317686,,0.017148057342317686,0.0,0.04164402287550918,0.017148057342317728,0.017148057342317686,0.0,0.5922895680152827,0.0,0.017148057342317686
HOS,1,3.0276503540974917,0.20240688701966722,0.20731749962185458,0.25379768577771245,0.21243896888444425,0.09205495429325954,0.047049303195698215,0.07464119873517734,7.106335201775948,3.823901439919996,3.8239014399199958,7.106335201775948,0.0,0.0,0.071667107367525,0.13439324914669104,0.21243896888444425,0.25379768577771245,0.03031476775944838,0.18187562896527465,0.5329703651079959,,0.2537976857777124,0.25379768577771245,0.0,0.03051014170199193,0.047049303195698215,,0.07464119873517734,0.019325901184591,0.07464119873517734,0.07464119873517734,0.07464119873517734,0.07464119873517734,,0.07464119873517734,0.0,0.07301527478454531,0.07464119873517733,0.07464119873517734,0.0,2.5779546964014486,0.0,0.07464119873517734
HOS,2,3.0276503540974917,0.07208569959818473,0.105257109087503,0.05892556509887896,0.037037037037037014,0.030116592449656487,0.025215080404558804,0.0234809445594488,1.6499158227686108,0.6666666666666665,0.6666666666666667,1.6499158227686113,0.0,0.0,0.015824249293636093,0.020674949118987082,0.037037037037037014,0.05892556509887896,0.008227644704151433,0.04897015611676276,0.08959140105690282,0.3158746360730557,0.05892556509887896,0.05892556509887896,0.0,0.014796201932008644,0.025215080404558804,,0.0234809445594488,0.009309613218801594,0.0234809445594488,0.0234809445594488,0.023480944559448793,0.0234809445594488,,0.0234809445594488,0.0,0.02961315834076325,0.02348094455944875,0.0234809445594488,0.0,0.8109941530931651,0.0,0.0234809445594488
HOS,3,3.0276503540974917,0.010248122046841952,0.01366448123972124,0.04894001140736779,0.05367176572662756,0.020111424503781224,0.037670142138326895,0.02062354995761984,1.3703203194062976,0.9660917830792961,0.9660917830792958,1.370320319406298,0.0,0.0,0.019630360821205863,0.027478027928864515,0.05367176572662756,0.04894001140736779,0.021555342162494676,0.02985797717810201,0.14013481248189158,0.40719924421564935,0.048940011407367784,0.04894001140736779,0.0,0.019260685524837996,0.037670142138326895,,0.02062354995761984,0.01490840659321905,0.02062354995761984,0.02062354995761984,0.020623549957619863,0.02062354995761984,,0.02062354995761984,0.0,0.03590842859238915,0.020623549957619874,0.02062354995761984,0.0,0.712311773479573,0.0,0.02062354995761984
HOS,4,3.0276503540974917,0.018371487360282164,0.0336405528683256,0.02525381361380524,0.038844772154450036,0.01516728102770523,0.027280120145132924,0.012340135047772762,0.7071067811865478,0.699205898780101,0.6992058987801011,0.7071067811865478,0.0,0.0,0.013898252748202394,0.016067727050440475,0.038844772154450036,0.02525381361380524,0.020225747039288484,0.012977996804477377,0.1073253080106094,0.15049723223242667,0.025253813613805257,0.02525381361380524,0.0,0.014352004241748234,0.027280120145132924,,0.012340135047772762,0.010096314903143083,0.012340135047772762,0.012340135047772762,0.012340135047772743,0.012340135047772762,,0.012340135047772762,0.0,0.026587502437789318,0.012340135047772743,0.012340135047772762,0.0,0.42621792869172326,0.0,0.012340135047772762
HOS,5,3.0276503540974917,0.007006369154473597,0.011527099542794083,0.011293848786315641,0.03749714209503073,0.015891045580761497,0.03877514450313921,0.01520012823435,0.316227766016838,0.6749485577105528,0.674948557710553,0.316227766016838,0.0,0.0,0.012607435720097033,0.028318981392157494,0.03749714209503073,0.011293848786315641,0.020318332307146757,0.011802615827072059,0.08577817217848771,0.47191533311882683,0.011293848786315633,0.011293848786315641,0.0,0.018717048067390017,0.03877514450313921,,0.01520012823435,0.015214149818550094,0.01520012823435,0.01520012823435,0.015200128234350019,0.01520012823435,,0.01520012823435,0.0,0.032766051744740024,0.015200128234350033,0.01520012823435,0.0,0.5250043269084358,0.0,0.01520012823435
HOS,6,3.0276503540974917,0.01662179280669602,0.017769671216594615,0.026352313834736508,0.06651216665210365,0.01919648234485571,0.05193100698367483,0.017148057342317686,0.7378647873726221,1.1972189997378646,1.1972189997378648,0.7378647873726221,0.0,0.0,0.014035304136883983,0.04243837578542515,0.06651216665210365,0.026352313834736508,0.030116047774168476,0.013873393636939232,0.0945098218774909,0.6338898378508783,0.02635231383473649,0.026352313834736508,0.0,0.024641014594272606,0.05193100698367483,,0.017148057342317686,0.020230769357464838,0.017148057342317686,0.017148057342317686,0.017148057342317707,0.017148057342317686,,0.017148057342317686,0.0,0.04164402287550918,0.017148057342317728,0.017148057342317686,0.0,0.5922895680152827,0.0,0.017148057342317686
HOS,7,3.0276503540974917,0.011764309626645061,0.011670276225247639,0.25379768577771245,0.21243896888444425,0.09205495429325954,0.047049303195698215,0.07464119873517734,7.106335201775948,3.823901439919996,3.8239014399199958,7.106335201775948,0.0,0.0,0.071667107367525,0.13439324914669104,0.21243896888444425,0.25379768577771245,0.03031476775944838,0.18187562896527465,0.5329703651079959,,0.2537976857777124,0.25379768577771245,0.0,0.03051014170199193,0.047049303195698215,,0.07464119873517734,0.019325901184591,0.07464119873517734,0.07464119873517734,0.07464119873517734,0.07464119873517734,,0.07464119873517734,0.0,0.07301527478454531,0.07464119873517733,0.07464119873517734,0.0,2.5779546964014486,0.0,0.07464119873517734
HOS,8,3.0276503540974917,0.09157151470652071,0.13979943118948443,0.05892556509887896,0.037037037037037014,0.030116592449656487,0.025215080404558804,0.0234809445594488,1.6499158227686108,0.6666666666666665,0.6666666666666667,1.6499158227686113,0.0,0.0,0.015824249293636093,0.020674949118987082,0.037037037037037014,0.05892556509887896,0.008227644704151433,0.04897015611676276,0.08959140105690282,0.3158746360730557,0.05892556509887896,0.05892556509887896,0.0,0.014796201932008644,0.025215080404558804,,0.0234809445594488,0.009309613218801594,0.0234809445594488,0.0234809445594488,0.023480944559448793,0.0234809445594488,,0.0234809445594488,0.0,0.02961315834076325,0.02348094455944875,0.0234809445594488,0.0,0.8109941530931651,0.0,0.0234809445594488
HOSbal,0,3.0276503540974917,0.012259645357832298,0.0304731200783102,0.03749714209503074,0.06651216665210365,0.0147262145358882,0.04627842402877663,0.019422386077225,0.674948557710553,1.1972189997378646,1.1972189997378648,0.674948557710553,0.0,0.0,0.00997682499781556,0.04848386204804617,0.06651216665210365,0.03749714209503074,0.029915032476832016,0.01634334559534195,0.06646381174447445,0.5488484015657101,0.03749714209503073,0.03749714209503074,0.0,0.019422386077224997,0.04627842402877663,,0.019422386077225,0.020242897290042413,0.019422386077225,0.019422386077225,0.019422386077225014,0.019422386077225,,0.019422386077225,0.0,0.038844772154450084,0.01942238607722506,0.019422386077225,0.0,0.6708487450344597,0.0,0.019422386077225
HOSbal,1,3.0276503540974917,0.20124841370984406,0.22413775050418525,0.2222222222222222,0.21243896888444425,0.08837994839181691,0.08483215552450553,0.03414646095293659,4.0,3.823901439919996,3.8239014399199958,4.0,0.0,0.0,0.04731167915417325,0.18913594967952613,0.21243896888444425,0.2222222222222222,0.06550218829367263,0.14419179846308514,0.3324086452039817,,0.22222222222222224,0.2222222222222222,0.0,0.034146460952936594,0.08483215552450553,,0.03414646095293659,0.042169636101455375,0.03414646095293659,0.03414646095293659,0.03414646095293659,0.03414646095293659,,0.03414646095293659,0.0,0.06829292190587324,0.03414646095293663,0.03414646095293659,0.0,1.17937818715138,0.0,0.03414646095293659
HOSbal,2,3.0276503540974917,0.06647157477838375,0.11825099742426655,0.08302411767207368,0.037037037037037014,0.04721643179764676,0.05498772213439988,0.029426386263093865,1.4944341180973264,0.6666666666666665,0.6666666666666667,1.4944341180973262,0.0,0.0,0.028111413188269842,0.03505145539500211,0.037037037037037014,0.08302411767207368,0.014525115678432404,0.06618086675448265,0.17085779710412907,0.4158324983291543,0.08302411767207372,0.08302411767207368,0.0,0.029426386263093903,0.05498772213439988,,0.029426386263093865,0.02278886559474869,0.029426386263093865,0.029426386263093865,0.02942638626309386,0.029426386263093865,,0.029426386263093865,0.0,0.05885277252618782,0.029426386263093914,0.029426386263093865,0.0,1.0163443864451556,0.0,0.029426386263093865
