id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,ber,bcr,f1_score,tol,matthews_corrcoef,roc_auc_score,accuracy,momentum,learning_rate_init,alpha,imb_sens_micro,power_t,rec_score,fbeta_score,imb_spec_micro,warm_start,cohen_kappa_score,avg_prec_score,max_iter,hamming_loss,zero_one_loss,prec_score,log_loss
HOS,0,4.5,0.7361477342314758,0.5637378171285082,0.6621478873239437,0.7034782608695652,0.6823940647636435,0.689813736903376,376.1,809.0,341.0,191.9,1150.0,568.0,0.8083115955094039,0.5246978969909558,0.7034782608695652,0.6621478873239437,0.7521722484319178,0.5853342503678054,0.33785211267605636,0.6621478873239437,0.689813736903376,0.00010000000000000002,0.34893396812275596,0.6828130740967544,0.689813736903376,0.9000000000000001,0.0010000000000000002,1.0,0.689813736903376,0.5,0.689813736903376,0.689813736903376,0.689813736903376,False,0.34290730538473924,0.4590565658903598,1000.0,0.310186263096624,0.310186263096624,0.689813736903376,10.713612691252386
HOS,1,4.5,0.7350938456827925,0.5731202814047253,0.6725352112676057,0.6755652173913044,0.6740143898258923,0.6745634458672876,382.0,776.9,373.1,186.0,1150.0,568.0,0.8068478640679302,0.5059474276217404,0.6755652173913044,0.6725352112676057,0.7353655605084731,0.5774321664169664,0.3274647887323944,0.6725352112676057,0.6745634458672876,0.00010000000000000002,0.32997555530513784,0.674050214329455,0.6745634458672876,0.9000000000000001,0.0010000000000000002,1.0,0.6745634458672876,0.5,0.6745634458672876,0.6745634458672876,0.6745634458672876,False,0.32133151766254653,0.44852880322130007,1000.0,0.32543655413271233,0.32543655413271233,0.6745634458672876,11.240354023396838
HOS,2,4.5,0.7317933251684018,0.5708658407658354,0.6684859154929577,0.6750434782608696,0.6715936916156973,0.6728754365541326,379.7,776.3,373.7,188.3,1150.0,568.0,0.8048921136876995,0.5041458081827337,0.6750434782608696,0.6684859154929577,0.7341531887142141,0.574644656879673,0.33151408450704223,0.6684859154929577,0.6728754365541326,0.00010000000000000002,0.3258249857227,0.6717646968769138,0.6728754365541326,0.9000000000000001,0.0010000000000000002,1.0,0.6728754365541326,0.5,0.6728754365541326,0.6728754365541326,0.6728754365541326,False,0.3173379697880463,0.44657456452065336,1000.0,0.32712456344586727,0.32712456344586727,0.6728754365541326,11.29865607887047
HOS,3,4.5,0.7296232394366198,0.5561544880559233,0.6392605633802818,0.7012173913043479,0.6656731370341676,0.6807334109429569,363.1,806.4,343.6,204.9,1150.0,568.0,0.7995488781493799,0.5158176932391925,0.7012173913043479,0.6392605633802818,0.7455027270520151,0.5666960752469986,0.3607394366197183,0.6392605633802818,0.6807334109429569,0.00010000000000000002,0.32736319737764674,0.6702389773423147,0.6807334109429569,0.9000000000000001,0.0010000000000000002,1.0,0.6807334109429569,0.5,0.6807334109429569,0.6807334109429569,0.6807334109429569,False,0.3197246928887102,0.4479141787589482,1000.0,0.3192665890570431,0.3192665890570431,0.6807334109429569,11.027237249293087
HOS,4,4.5,0.7318026638089405,0.5648711639352928,0.6684859154929578,0.6804347826086956,0.674392433305106,0.6764842840512222,379.7,782.5,367.5,188.3,1150.0,568.0,0.8060394396676058,0.5082704003042886,0.6804347826086956,0.6684859154929578,0.7378921672527003,0.577421209659543,0.3315140845070423,0.6684859154929578,0.6764842840512222,0.00010000000000000002,0.3311626163604938,0.6744603490508267,0.6764842840512222,0.9000000000000001,0.0010000000000000002,1.0,0.6764842840512222,0.5,0.6764842840512222,0.6764842840512224,0.6764842840512222,False,0.3231597049127576,0.4493644344261728,1000.0,0.32351571594877765,0.32351571594877765,0.6764842840512222,11.174008016499974
HOS,5,4.5,0.681337109614207,0.4918490490090899,0.4,0.6,0.0,0.5338766006984866,227.2,690.0,460.0,340.8,1150.0,568.0,0.4016298020954598,0.13224679860302677,0.6,0.4,0.48117154811715485,0.19877515310586175,0.6,0.4,0.5338766006984866,0.00010000000000000002,0.0,0.5,0.5338766006984866,0.9000000000000001,0.0010000000000000002,1.0,0.5338766006984866,0.5,0.5338766006984866,0.5338766006984866,0.5338766006984866,False,0.0,0.330616996507567,1000.0,0.4661233993015134,0.4661233993015134,0.5338766006984866,16.0995459556824
HOS,6,4.5,0.7359849969381507,0.5614081682656501,0.6507042253521126,0.7196521739130436,0.6838341233609059,0.6968568102444703,369.6,827.6,322.4,198.4,1150.0,568.0,0.8068945926729458,0.5348286982329954,0.7196521739130436,0.6507042253521126,0.7604433535844726,0.5865465421374775,0.34929577464788736,0.6507042253521126,0.6968568102444703,0.00010000000000000002,0.3557344360412632,0.685178199632578,0.6968568102444703,0.9000000000000001,0.0010000000000000002,0.09999999999999999,0.6968568102444703,0.5,0.6968568102444703,0.6968568102444703,0.6968568102444703,False,0.3510571435665062,0.4632331262776426,1000.0,0.3031431897555296,0.3031431897555296,0.6968568102444703,10.470344899115819
HOS,7,4.5,0.8229813227189222,0.7187188049643293,0.7186619718309859,0.7687826086956522,0.7432513501851763,0.7522118742724098,408.2,884.1,265.9,159.8,1150.0,568.0,0.8468617342995259,0.6060794554648078,0.7687826086956522,0.7186619718309859,0.8058639184936475,0.6574462790540784,0.28133802816901404,0.7186619718309859,0.7522118742724098,0.00010000000000000002,0.4698698157525613,0.7437222902633189,0.7522118742724098,0.9000000000000001,0.0010000000000000002,0.09999999999999999,0.7522118742724098,0.5,0.7522118742724098,0.7522118742724098,0.7522118742724098,False,0.46561941537120716,0.5286535544960964,1000.0,0.24778812572759024,0.24778812572759018,0.7522118742724098,8.5584224239058
HOS,8,4.5,0.8813150642988365,0.8132160524888319,0.7705985915492958,0.8375652173913043,0.8033401086026541,0.8154249126891735,437.7,963.2,186.8,130.3,1150.0,568.0,0.8808554041819437,0.7012122691866352,0.8375652173913043,0.7705985915492958,0.8586216595608382,0.7341501394563207,0.2294014084507042,0.7705985915492958,0.8154249126891735,0.00010000000000000002,0.594962973042487,0.8040819044703001,0.8154249126891735,0.9000000000000001,0.0010000000000000002,0.09999999999999999,0.8154249126891735,0.5,0.8154249126891735,0.8154249126891735,0.8154249126891735,False,0.5932981608822565,0.6162126673129749,1000.0,0.18457508731082653,0.1845750873108265,0.8154249126891735,6.375084609794027
HOS,9,4.5,0.7911575321494182,0.6755695098376905,0.6948943661971833,0.7400869565217392,0.7170777405519733,0.7251455180442374,394.7,851.1,298.9,173.3,1150.0,568.0,0.8308596036934526,0.5691861007268828,0.7400869565217392,0.6948943661971833,0.7828073840374308,0.6257143253902395,0.3051056338028169,0.6948943661971833,0.7251455180442374,0.00010000000000000002,0.41714528338975043,0.717490661359461,0.7251455180442374,0.9000000000000001,0.0010000000000000002,0.09999999999999999,0.7251455180442374,0.5,0.7251455180442374,0.7251455180442374,0.7251455180442374,False,0.4119538748361703,0.4964098308375606,1000.0,0.27485448195576245,0.2748544819557625,0.7251455180442374,9.493276608468399
