id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,probability,f1_score,zero_one_loss,imb_sens_micro,C,avg_prec_score,hamming_loss,max_iter,roc_auc_score,prec_score,rec_score,cohen_kappa_score,fbeta_score,matthews_corrcoef,log_loss,gamma,imb_spec_micro,accuracy
HOS,0,4.5,0.698987336290244,0.7624922630118212,0.6535328345802162,0.627930535455861,0.6404946120908427,0.27249923141711074,0.6441921858500529,786.2,433.9,257.1,416.8,691.0,1203.0,0.5102400770990032,0.7535822243422448,0.627930535455861,0.6535328345802162,0.5628918121383666,0.6999095347544835,1.8145212438772738,1.7567275169650212,0.34646716541978384,0.6535328345802162,True,0.6441921858500529,0.35580781414994717,0.6441921858500529,0.09999999999999999,0.7125494129736966,0.3558078141499472,-1.0,0.6407316850180386,0.6441921858500529,0.6441921858500529,0.26831761095496887,0.6441921858500529,0.27249923141711074,12.289275073405285,0.09999999999999999,0.6441921858500529,0.6441921858500529
HOS,1,4.5,0.7431653018923987,0.8198115475300674,0.7672485453034081,0.578726483357453,0.6662810531290341,0.3473161959887763,0.698468848996832,923.0,399.9,291.1,280.0,691.0,1203.0,0.5884335403265436,0.7602430749985947,0.578726483357453,0.7672485453034081,0.5834185298897883,0.7636800901090336,2.492037946368783,1.8218401772642412,0.23275145469659186,0.7672485453034081,True,0.698468848996832,0.30153115100316785,0.698468848996832,0.09999999999999999,0.7311354940344563,0.30153115100316785,-1.0,0.6729875143304305,0.698468848996832,0.698468848996832,0.347198542888939,0.698468848996832,0.3473161959887763,10.414639895430529,1.0,0.698468848996832,0.698468848996832
HOS,2,4.5,0.6756355613619112,0.7580679698593441,0.44330839567747304,0.767438494934877,0.5832329805357118,0.21059321246388216,0.5615628299894404,533.3,530.3,160.7,669.7,691.0,1203.0,0.44191262085953137,0.7685303860579571,0.767438494934877,0.44330839567747304,0.5608486654891219,0.5622331553902498,1.3785648425080756,1.9083189534122174,0.5566916043225271,0.44330839567747304,True,0.5615628299894404,0.43843717001055965,0.5615628299894404,0.09999999999999999,0.6942627540506642,0.43843717001055965,-1.0,0.605373445306175,0.5615628299894404,0.5615628299894404,0.18218070706505257,0.5615628299894404,0.21059321246388216,15.143151221563283,0.009999999999999998,0.5615628299894404,0.5615628299894404
HOS,3,4.5,0.7311290033478772,0.7979054238119521,0.6998337489609309,0.6452966714905933,0.6719745007286724,0.336016798395557,0.6799366420274551,841.9,445.9,245.1,361.1,691.0,1203.0,0.5526170757173974,0.7745283442793396,0.6452966714905933,0.6998337489609309,0.5953276755366563,0.7352587348715718,2.1511664963047776,1.973656526302672,0.30016625103906897,0.6998337489609309,True,0.6799366420274551,0.32006335797254487,0.6799366420274551,1.0,0.7326972312556282,0.32006335797254487,-1.0,0.6725652102257621,0.6799366420274551,0.6799366420274551,0.33324108504704436,0.6799366420274551,0.336016798395557,11.054700228049102,0.09999999999999999,0.6799366420274551,0.6799366420274551
HOS,4,4.5,0.7871920536334033,0.8547400949000684,0.7321695760598504,0.6931982633863965,0.7122967451089589,0.4146235698665096,0.7179514255543822,880.8,479.0,212.0,322.2,691.0,1203.0,0.5980643079085053,0.8060932127547946,0.6931982633863965,0.7321695760598504,0.6419765182704282,0.7672583744783563,2.5922514676734045,2.3898899136797405,0.26783042394014955,0.7321695760598504,True,0.7179514255543822,0.2820485744456177,0.7179514255543822,1.0,0.7602709377277039,0.2820485744456177,-1.0,0.7126839197231234,0.7179514255543822,0.7179514255543822,0.4114245086593046,0.7179514255543822,0.4146235698665096,9.741702146154429,1.0,0.7179514255543822,0.7179514255543822
HOS,5,4.5,0.6838891675779197,0.7533591007152918,0.5768079800498753,0.6696092619392184,0.6213290697464553,0.2374129850712782,0.6106652587117212,693.9,462.7,228.3,509.1,691.0,1203.0,0.4762451396434087,0.7524928355384456,0.6696092619392184,0.5768079800498753,0.5565140942931758,0.6529094053921906,1.5832842729185068,1.7465387548145004,0.42319201995012473,0.5768079800498753,True,0.6106652587117212,0.3893347412882787,0.6106652587117212,1.0,0.7028136507792013,0.3893347412882788,-1.0,0.6232086209945469,0.6106652587117212,0.6106652587117212,0.22683828328228794,0.6106652587117212,0.2374129850712782,13.447241954435293,0.009999999999999998,0.6106652587117212,0.6106652587117212
HOS,6,4.5,0.6737850862472377,0.7480878014919119,0.5350789692435577,0.6785817655571635,0.6024251722213415,0.20653404156411628,0.5874340021119325,643.7,468.9,222.1,559.3,691.0,1203.0,0.4561499159815723,0.7434966007755064,0.6785817655571635,0.5350789692435577,0.5454836133474131,0.6221645576745685,1.4604759648037786,1.665192487201265,0.4649210307564423,0.5350789692435577,True,0.5874340021119325,0.4125659978880677,0.5874340021119325,0.009999999999999998,0.6931236393603426,0.4125659978880677,-1.0,0.6068303674003607,0.5874340021119325,0.5874340021119325,0.1936032393193043,0.5874340021119325,0.20653404156411628,14.249618514029805,0.09999999999999999,0.5874340021119325,0.5874340021119325
HOS,7,4.5,0.6882331075350697,0.774575006668063,0.8034912718204488,0.4308248914616498,0.5882767304225363,0.2507498959016677,0.6675290390707499,966.6,297.7,393.3,236.4,691.0,1203.0,0.5575580538485677,0.7108025488848201,0.4308248914616498,0.8034912718204488,0.4859463430141765,0.7542807028960526,2.1946640135266873,1.4118450427596123,0.19650872817955115,0.8034912718204488,True,0.6675290390707499,0.33247096092925027,0.6675290390707499,0.009999999999999998,0.6959299296072247,0.33247096092925027,-1.0,0.6171580816410492,0.6675290390707499,0.6675290390707499,0.24621584219084142,0.66752903907075,0.2507498959016677,11.483306218344538,1.0,0.6675290390707499,0.6675290390707499
HOS,8,4.5,0.6682640360026129,0.7592792846249153,0.19434746467165417,0.9237337192474675,0.4236184371062993,0.15867041819103866,0.46045406546990497,233.8,638.3,52.7,969.2,691.0,1203.0,0.39708240645877574,0.8161842088194776,0.9237337192474675,0.19434746467165417,0.5554060651084799,0.3138655433692926,1.1466129752529162,2.555174774753802,0.8056525353283457,0.19434746467165417,True,0.46045406546990497,0.539545934530095,0.46045406546990497,0.009999999999999998,0.670332554197963,0.539545934530095,-1.0,0.5590405919595609,0.46045406546990497,0.46045406546990497,0.09209507861521198,0.46045406546990497,0.15867041819103866,18.635278636084372,0.009999999999999998,0.46045406546990497,0.46045406546990497
HOSbal,0,4.5,0.6931030763527762,0.6457446710619643,0.6429811866859623,0.627930535455861,0.6352933863115162,0.27102723709908655,0.6354558610709116,444.3,433.9,257.1,246.7,691.0,691.0,0.6376920625603777,0.6334508049426884,0.627930535455861,0.6429811866859623,0.6326753727558392,0.6380863999615026,1.761258567145631,1.7283378886684055,0.3570188133140376,0.6429811866859623,True,0.6354558610709116,0.3645441389290883,0.6354558610709116,0.09999999999999999,0.5858137818243567,0.36454413892908827,-1.0,0.6354558610709116,0.6354558610709116,0.6354558610709116,0.27091172214182346,0.6354558610709118,0.27102723709908655,12.591057253440887,0.09999999999999999,0.6354558610709116,0.6354558610709116
