,id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,prec_score,imb_report_0.3,solver,imb_sens_micro,roc_auc_score,alpha,confusion_matrix,max_iter,bal_report,cohen_kappa_score,imb_sens_spec_supp,pr_curve,learning_rate_init,y,hinge_loss,fbeta_score,learning_rate,activation,hidden_layer_sizes,imb_spec_micro,imb_sens,roc_curve,X,warm_start,momentum,avg_prec_score,accuracy,imb_sens_spec_supp_micro,imb_report_0.1,tol,rec_score,matthews_corrcoef,zero_one_loss,f1_score,hamming_loss,batch_size,imb_spec,power_t,log_loss
310,HOS,22,8,0.7265435061646415,0.8088385740875943,0.6724854530340815,0.6208393632416788,0.6461466090996462,0.2848564067306518,0.6536430834213305,809,429,262,394,691,1203,0.5212636695018226,0.7553688141923436,0.6208393632416788,0.6724854530340815,0.5667107001321005,0.7115215479331575,1.8956085126389328,1.773616213918131,0.32751454696591853,0.6724854530340815,0.6536430834213305,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.52      0.62      0.67      0.57      0.65      0.41       691
          1       0.76      0.67      0.62      0.71      0.65      0.42      1203

avg / total       0.67      0.65      0.64      0.66      0.65      0.42      1894
",adam,0.6536430834213305,0.64666240813788,1.0,"[[429 262]
 [394 809]]",1000,"              precision    recall  f1-score   support

           0       0.52      0.62      0.57       691
           1       0.76      0.67      0.71      1203

    accuracy                           0.65      1894
   macro avg       0.64      0.65      0.64      1894
weighted avg       0.67      0.65      0.66      1894
",0.28186668053845665,"(array([0.62083936, 0.67248545]), array([0.67248545, 0.62083936]), array([ 691, 1203], dtype=int32))",,0.001,[0 0 1 ... 0 0 0],,0.6536430834213305,constant,relu,"(10, 10)",0.6536430834213305,[0.62083936 0.67248545],"(array([0.        , 0.37916064, 1.        ]), array([0.        , 0.67248545, 1.        ]), array([2, 1, 0]))","[[ 1.42764529 -0.12288059  0.16192828 -0.471744    0.97429378  0.18215278]
 [ 1.19664052 -0.45949053 -0.27065009 -0.40347821 -0.42562177  0.67493218]
 [ 0.19296459 -0.37293369 -0.17795473 -0.52538142 -0.28583429  1.10611414]
 ...
 [ 0.11810847 -0.1613503   0.17420511 -0.44248724 -0.6043238  -1.00541264]
 [-0.31784867 -0.39525149 -0.26044929  1.00988751 -0.67703457  0.06815453]
 [ 0.62241996  1.03748534  0.39702475 -0.54679405 -0.37607013 -0.70913628]]",False,0.9,0.715999882408973,0.6536430834213305,"(0.6536430834213305, 0.6536430834213305, None)","                   pre       rec       spe        f1       geo       iba       sup

          0       0.52      0.62      0.67      0.57      0.65      0.42       691
          1       0.76      0.67      0.62      0.71      0.65      0.42      1203

avg / total       0.67      0.65      0.64      0.66      0.65      0.42      1894
",0.0001,0.6536430834213305,0.2848564067306518,0.3463569165786695,0.6536430834213305,0.34635691657866946,auto,[0.67248545 0.62083936],0.5,11.962854704111995
346,HOS,22,9,0.7119646614289168,0.7892242642025417,0.7223607647547797,0.5759768451519537,0.6450295143208647,0.29493155385004033,0.6689545934530094,869,398,293,334,691,1203,0.5437158469945356,0.7478485370051635,0.5759768451519537,0.7223607647547797,0.5593815881939564,0.7348837209302326,2.07455133149042,1.703588015172535,0.2776392352452203,0.7223607647547797,0.6689545934530094,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.54      0.58      0.72      0.56      0.65      0.40       691
          1       0.75      0.72      0.58      0.73      0.65      0.43      1203

avg / total       0.67      0.67      0.63      0.67      0.65      0.42      1894
",adam,0.6689545934530094,0.6491688049533667,1.0,"[[398 293]
 [334 869]]",1000,"              precision    recall  f1-score   support

           0       0.54      0.58      0.56       691
           1       0.75      0.72      0.73      1203

    accuracy                           0.67      1894
   macro avg       0.65      0.65      0.65      1894
weighted avg       0.67      0.67      0.67      1894
",0.29461764450817274,"(array([0.57597685, 0.72236076]), array([0.72236076, 0.57597685]), array([ 691, 1203], dtype=int32))",,0.001,[0 0 1 ... 0 0 0],,0.6689545934530096,constant,relu,"(10, 10)",0.6689545934530094,[0.57597685 0.72236076],"(array([0.        , 0.42402315, 1.        ]), array([0.        , 0.72236076, 1.        ]), array([2, 1, 0]))","[[ 1.39281847 -0.12825926  0.12450155 -0.47199058  0.97158698  0.17093839]
 [ 1.1663683  -0.49479949 -0.25797109 -0.40367852 -0.42607964  0.64070893]
 [-0.17671549 -0.33771082 -0.12137372  3.57305908 -0.87023609 -0.12266819]
 ...
 [-0.31075107  1.54403594 19.50779985  0.130549   -0.87814523  1.34448628]
 [-0.31257782 -0.40138201 -0.19897189 -0.44446621 -0.22974857  0.18648988]
 [-0.27777729 -0.35865597 -0.23065162  3.65782352  0.68608137  0.71958054]]",False,0.9,0.7165627980283718,0.6689545934530094,"(0.6689545934530094, 0.6689545934530094, None)","                   pre       rec       spe        f1       geo       iba       sup

          0       0.54      0.58      0.72      0.56      0.65      0.41       691
          1       0.75      0.72      0.58      0.73      0.65      0.42      1203

avg / total       0.67      0.67      0.63      0.67      0.65      0.42      1894
",0.0001,0.6689545934530094,0.29493155385004033,0.33104540654699055,0.6689545934530094,0.3310454065469905,auto,[0.72236076 0.57597685],0.5,11.434026970251344
23,HOS,23,0,0.6651605429263311,0.7687989493707106,0.6974231088944306,0.557163531114327,0.6233608281183161,0.25064774083154884,0.6462513199577613,839,385,306,364,691,1203,0.514018691588785,0.7327510917030567,0.557163531114327,0.6974231088944306,0.5347222222222222,0.7146507666098808,1.8413948569520204,1.5748998962289265,0.3025768911055694,0.6974231088944306,0.6462513199577613,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.51      0.56      0.70      0.53      0.62      0.37       691
          1       0.73      0.70      0.56      0.71      0.62      0.40      1203

avg / total       0.65      0.65      0.61      0.65      0.62      0.39      1894
",adam,0.6462513199577613,0.6272933200043788,1.0,"[[385 306]
 [364 839]]",1000,"              precision    recall  f1-score   support

           0       0.51      0.56      0.53       691
           1       0.73      0.70      0.71      1203

    accuracy                           0.65      1894
   macro avg       0.62      0.63      0.62      1894
weighted avg       0.65      0.65      0.65      1894
",0.2501190728040079,"(array([0.55716353, 0.69742311]), array([0.69742311, 0.55716353]), array([ 691, 1203], dtype=int32))",,0.001,[0 0 1 ... 0 0 0],,0.6462513199577613,constant,relu,"(5, 5, 5)",0.6462513199577613,[0.55716353 0.69742311],"(array([0.        , 0.44283647, 1.        ]), array([0.        , 0.69742311, 1.        ]), array([2, 1, 0]))","[[ 1.40850079 -0.12155545  0.0839485  -0.47403516  0.9731148   0.17547583]
 [ 1.17886734 -0.44252476 -0.23506867 -0.40553402 -0.42209087  0.64974965]
 [-0.18309656 -0.30496648 -0.12113397  3.58221055 -0.86546526 -0.1209453 ]
 ...
 [-0.64224959  0.0716196   0.06148926 -0.45939153 -0.8969969  -0.45174339]
 [ 0.09054219  0.08215221  0.02741677 -0.43489165 -0.2128908  -1.01591046]
 [-0.28944699 -0.35900211 -0.18949479  0.38057449  0.0858496   0.47846747]]",False,0.9,0.7032233944741322,0.6462513199577613,"(0.6462513199577613, 0.6462513199577613, None)","                   pre       rec       spe        f1       geo       iba       sup

          0       0.51      0.56      0.70      0.53      0.62      0.38       691
          1       0.73      0.70      0.56      0.71      0.62      0.39      1203

avg / total       0.65      0.65      0.61      0.65      0.62      0.39      1894
",0.0001,0.6462513199577613,0.25064774083154884,0.3537486800422387,0.6462513199577613,0.35374868004223864,auto,[0.69742311 0.55716353],0.5,12.218175745197358
59,HOS,23,1,0.7112946047808602,0.7939503407970047,0.6974231088944306,0.6005788712011577,0.6471920761948644,0.2915310552358656,0.662090813093981,839,415,276,364,691,1203,0.5327342747111682,0.7524663677130045,0.6005788712011577,0.6974231088944306,0.564625850340136,0.723899913718723,1.9848801704807493,1.7460846675581576,0.3025768911055694,0.6974231088944306,0.662090813093981,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.53      0.60      0.70      0.56      0.65      0.41       691
          1       0.75      0.70      0.60      0.72      0.65      0.43      1203

avg / total       0.67      0.66      0.64      0.67      0.65      0.42      1894
",adam,0.662090813093981,0.6490009900477942,1.0,"[[415 276]
 [364 839]]",1000,"              precision    recall  f1-score   support

           0       0.53      0.60      0.56       691
           1       0.75      0.70      0.72      1203

    accuracy                           0.66      1894
   macro avg       0.64      0.65      0.64      1894
weighted avg       0.67      0.66      0.67      1894
",0.2901390370824115,"(array([0.60057887, 0.69742311]), array([0.69742311, 0.60057887]), array([ 691, 1203], dtype=int32))",,0.001,[0 0 1 ... 0 0 0],,0.662090813093981,constant,relu,"(5, 5, 5)",0.662090813093981,[0.60057887 0.69742311],"(array([0.        , 0.39942113, 1.        ]), array([0.        , 0.69742311, 1.        ]), array([2, 1, 0]))","[[ 1.41760931 -0.13039714  0.09233535 -0.47132339  0.97029762  0.18555909]
 [ 1.18604885 -0.47075    -0.24239613 -0.40213387 -0.42467314  0.69989136]
 [-0.18734422 -0.32488449 -0.12284917  3.62568468 -0.86797288 -0.13589858]
 ...
 [-0.42398608 -0.09267833 -0.20737711 -0.47661486 -0.52491974 -0.92622997]
 [ 0.14434381 -0.26129    -0.23898512 -0.51164515 -0.77136729 -0.61430371]
 [-0.51635256 -0.25951278 -0.17066795 -0.46043046  1.19344297 -0.05329169]]",False,0.9,0.7169732835617016,0.662090813093981,"(0.662090813093981, 0.662090813093981, None)","                   pre       rec       spe        f1       geo       iba       sup

          0       0.53      0.60      0.70      0.56      0.65      0.41       691
          1       0.75      0.70      0.60      0.72      0.65      0.42      1203

avg / total       0.67      0.66      0.64      0.67      0.65      0.42      1894
",0.0001,0.662090813093981,0.2915310552358656,0.337909186906019,0.662090813093981,0.337909186906019,auto,[0.69742311 0.60057887],0.5,11.67108636833874
95,HOS,23,2,0.7169281331163168,0.7912976660853515,0.6824605153782212,0.6063675832127352,0.6432899294626099,0.28143942806817074,0.6546990496304118,821,419,272,382,691,1203,0.5230961298377028,0.7511436413540714,0.6063675832127352,0.6824605153782212,0.5616621983914208,0.7151567944250872,1.9095816822118339,1.7337507945821724,0.31753948462177883,0.6824605153782212,0.6546990496304118,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.52      0.61      0.68      0.56      0.64      0.40       691
          1       0.75      0.68      0.61      0.72      0.64      0.42      1203

avg / total       0.67      0.65      0.63      0.66      0.64      0.42      1894
",adam,0.6546990496304118,0.6444140492954782,1.0,"[[419 272]
 [382 821]]",1000,"              precision    recall  f1-score   support

           0       0.52      0.61      0.56       691
           1       0.75      0.68      0.72      1203

    accuracy                           0.65      1894
   macro avg       0.64      0.64      0.64      1894
weighted avg       0.67      0.65      0.66      1894
",0.2793644181687228,"(array([0.60636758, 0.68246052]), array([0.68246052, 0.60636758]), array([ 691, 1203], dtype=int32))",,0.001,[0 0 1 ... 0 0 0],,0.6546990496304118,constant,relu,"(5, 5, 5)",0.6546990496304118,[0.60636758 0.68246052],"(array([0.        , 0.39363242, 1.        ]), array([0.        , 0.68246052, 1.        ]), array([2, 1, 0]))","[[ 1.33752667 -0.12727747  0.14940944 -0.477375    0.96920866  0.17339281]
 [ 1.11851292 -0.44461709 -0.27006204 -0.41071138 -0.42461015  0.64773724]
 [-0.18046514 -0.3086144  -0.1202508   3.47006348 -0.86754382 -0.12307245]
 ...
 [-0.58278062 -0.3731718  -0.15021305  2.69660303 -0.81687859 -0.40538088]
 [ 0.65415149  1.09466431  0.0595227  -0.48421298  1.41052405 -1.02432686]
 [-0.33683806  0.2176464  -0.25586646 -0.50704904 -0.54503344 -0.75220062]]",False,0.9,0.7143154225361034,0.6546990496304118,"(0.6546990496304118, 0.6546990496304118, None)","                   pre       rec       spe        f1       geo       iba       sup

          0       0.52      0.61      0.68      0.56      0.64      0.41       691
          1       0.75      0.68      0.61      0.72      0.64      0.42      1203

avg / total       0.67      0.65      0.63      0.66      0.64      0.41      1894
",0.0001,0.6546990496304118,0.28143942806817074,0.3453009503695882,0.6546990496304118,0.3453009503695882,auto,[0.68246052 0.60636758],0.5,11.92638714507529
131,HOS,23,3,0.7178063043067681,0.7985161567044022,0.71404821280133,0.597684515195369,0.6532806134382702,0.3063557706933772,0.6715945089757128,859,413,278,344,691,1203,0.5455746367239102,0.7554969217238346,0.597684515195369,0.71404821280133,0.5704419889502762,0.7341880341880342,2.090158348197759,1.7748464569989892,0.28595178719867,0.71404821280133,0.6715945089757128,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.55      0.60      0.71      0.57      0.65      0.41       691
          1       0.76      0.71      0.60      0.73      0.65      0.44      1203

avg / total       0.68      0.67      0.64      0.67      0.65      0.43      1894
",adam,0.6715945089757128,0.6558663639983495,1.0,"[[413 278]
 [344 859]]",1000,"              precision    recall  f1-score   support

           0       0.55      0.60      0.57       691
           1       0.76      0.71      0.73      1203

    accuracy                           0.67      1894
   macro avg       0.65      0.66      0.65      1894
weighted avg       0.68      0.67      0.67      1894
",0.3055228380193098,"(array([0.59768452, 0.71404821]), array([0.71404821, 0.59768452]), array([ 691, 1203], dtype=int32))",,0.001,[0 1 1 ... 0 0 0],,0.6715945089757128,constant,relu,"(5, 5, 5)",0.6715945089757128,[0.59768452 0.71404821],"(array([0.        , 0.40231548, 1.        ]), array([0.        , 0.71404821, 1.        ]), array([2, 1, 0]))","[[ 1.16275429 -0.44128294 -0.25010442 -0.40744678 -0.42910911  0.61258708]
 [-0.1697346  -0.30498506 -0.12262831  3.57309553 -0.86913725 -0.12823017]
 [-0.21621677 -0.20503328 -0.2246092  -0.56373801 -0.86812801 -0.17381893]
 ...
 [ 0.30605721 -0.12431223  2.05478171 -0.49472679 -0.83199187  0.38673172]
 [-0.59488095 -0.16919755 -0.16766049 -0.48787524  0.05749383  0.2537414 ]
 [-0.32662496 -0.20669514 -0.0578208  -0.45255916  1.63688914 -0.8047378 ]]",False,0.9,0.7210874146957957,0.6715945089757128,"(0.6715945089757128, 0.6715945089757128, None)","                   pre       rec       spe        f1       geo       iba       sup

          0       0.55      0.60      0.71      0.57      0.65      0.42       691
          1       0.76      0.71      0.60      0.73      0.65      0.43      1203

avg / total       0.68      0.67      0.64      0.67      0.65      0.43      1894
",0.0001,0.6715945089757128,0.3063557706933772,0.3284054910242872,0.6715945089757128,0.32840549102428723,auto,[0.71404821 0.59768452],0.5,11.34284118570224
167,HOS,23,4,0.7113006196520275,0.7882688282366972,0.7273482959268496,0.5643994211287988,0.6407144115595748,0.28947657178214053,0.6678986272439282,875,390,301,328,691,1203,0.5431754874651811,0.7440476190476191,0.5643994211287988,0.7273482959268496,0.5535841022001419,0.735603194619588,2.070038120786418,1.6697597092539969,0.2726517040731504,0.7273482959268496,0.6678986272439282,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.54      0.56      0.73      0.55      0.64      0.39       691
          1       0.74      0.73      0.56      0.74      0.64      0.43      1203

avg / total       0.67      0.67      0.62      0.67      0.64      0.42      1894
",adam,0.6678986272439282,0.6458738585278242,1.0,"[[390 301]
 [328 875]]",1000,"              precision    recall  f1-score   support

           0       0.54      0.56      0.55       691
           1       0.74      0.73      0.74      1203

    accuracy                           0.67      1894
   macro avg       0.64      0.65      0.64      1894
weighted avg       0.67      0.67      0.67      1894
",0.2893418517391745,"(array([0.56439942, 0.7273483 ]), array([0.7273483 , 0.56439942]), array([ 691, 1203], dtype=int32))",,0.001,[0 0 1 ... 0 0 0],,0.6678986272439282,constant,relu,"(5, 5, 5)",0.6678986272439282,[0.56439942 0.7273483 ],"(array([0.        , 0.43560058, 1.        ]), array([0.       , 0.7273483, 1.       ]), array([2, 1, 0]))","[[ 1.42818637 -0.12649277  0.10638475 -0.47001917  0.95750866  0.19075046]
 [ 1.19708795 -0.46008118 -0.24773855 -0.40105547 -0.42597204  0.69788802]
 [-0.17356477 -0.31711472 -0.12126594  3.6136171  -0.86562042 -0.12621052]
 ...
 [ 1.01490202 -0.07292138  0.014801   -0.57040719  0.83463859 -0.95642997]
 [-0.23700304 -0.32589705 -0.20929999  1.70726338 -0.75053858 -0.14436703]
 [-0.18263724  0.17161104  0.21807142 -0.52564468 -0.87505362 -0.54908986]]",False,0.9,0.7143602260920502,0.6678986272439282,"(0.6678986272439282, 0.6678986272439282, None)","                   pre       rec       spe        f1       geo       iba       sup

          0       0.54      0.56      0.73      0.55      0.64      0.40       691
          1       0.74      0.73      0.56      0.74      0.64      0.42      1203

avg / total       0.67      0.67      0.62      0.67      0.64      0.41      1894
",0.0001,0.6678986272439282,0.28947657178214053,0.33210137275607177,0.6678986272439282,0.3321013727560718,auto,[0.7273483  0.56439942],0.5,11.470502128418854
203,HOS,23,5,0.7139495689141835,0.7932689761013727,0.6791354945968412,0.6049204052098408,0.6409546930820516,0.27665235912186925,0.6520591341077085,817,418,273,386,691,1203,0.5199004975124378,0.7495412844036697,0.6049204052098408,0.6791354945968412,0.5591973244147158,0.7126035761011774,1.8852830245270424,1.7189839808293672,0.3208645054031588,0.6791354945968412,0.6520591341077085,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.52      0.60      0.68      0.56      0.64      0.40       691
          1       0.75      0.68      0.60      0.71      0.64      0.42      1203

avg / total       0.67      0.65      0.63      0.66      0.64      0.41      1894
",adam,0.6520591341077085,0.642027949903341,1.0,"[[418 273]
 [386 817]]",1000,"              precision    recall  f1-score   support

           0       0.52      0.60      0.56       691
           1       0.75      0.68      0.71      1203

    accuracy                           0.65      1894
   macro avg       0.63      0.64      0.64      1894
weighted avg       0.67      0.65      0.66      1894
",0.2745032846974137,"(array([0.60492041, 0.67913549]), array([0.67913549, 0.60492041]), array([ 691, 1203], dtype=int32))",,0.001,[0 0 1 ... 0 0 0],,0.6520591341077085,constant,relu,"(5, 5, 5)",0.6520591341077085,[0.60492041 0.67913549],"(array([0.        , 0.39507959, 1.        ]), array([0.        , 0.67913549, 1.        ]), array([2, 1, 0]))","[[ 1.40079644 -0.12814664  0.10108137 -0.47065505  0.96691164  0.21292819]
 [ 1.17312299 -0.46459613 -0.24293334 -0.40324733 -0.42957661  0.78287843]
 [-0.17721608 -0.32040349 -0.12007094  3.52084476 -0.87335859 -0.14329071]
 ...
 [ 0.17413385 -0.33468486 -0.05015916 -0.26450089 -0.08647799  0.33887884]
 [-0.26803761 -0.4023669  -0.05980545 -0.16098544 -0.82354724 -0.33317843]
 [-0.13583276 -0.33513693 -0.08837845 -0.51880342  0.81630681  0.33078275]]",False,0.9,0.7128415692569305,0.6520591341077085,"(0.6520591341077085, 0.6520591341077085, None)","                   pre       rec       spe        f1       geo       iba       sup

          0       0.52      0.60      0.68      0.56      0.64      0.41       691
          1       0.75      0.68      0.60      0.71      0.64      0.41      1203

avg / total       0.67      0.65      0.63      0.66      0.64      0.41      1894
",0.0001,0.6520591341077085,0.27665235912186925,0.34794086589229145,0.6520591341077085,0.34794086589229145,auto,[0.67913549 0.60492041],0.5,12.017567019189325
239,HOS,23,6,0.7021375649154971,0.7816110578083034,0.7240232751454697,0.5745296671490593,0.6449595733668108,0.2953700565232618,0.6694825765575502,871,397,294,332,691,1203,0.5445816186556928,0.7476394849785408,0.5745296671490593,0.7240232751454697,0.5591549295774648,0.7356418918918918,2.0818047878925254,1.701700963011971,0.2759767248545303,0.7240232751454697,0.6694825765575502,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.54      0.57      0.72      0.56      0.64      0.40       691
          1       0.75      0.72      0.57      0.74      0.64      0.43      1203

avg / total       0.67      0.67      0.63      0.67      0.64      0.42      1894
",adam,0.6694825765575502,0.6492764711472646,1.0,"[[397 294]
 [332 871]]",1000,"              precision    recall  f1-score   support

           0       0.54      0.57      0.56       691
           1       0.75      0.72      0.74      1203

    accuracy                           0.67      1894
   macro avg       0.65      0.65      0.65      1894
weighted avg       0.67      0.67      0.67      1894
",0.29509953020269886,"(array([0.57452967, 0.72402328]), array([0.72402328, 0.57452967]), array([ 691, 1203], dtype=int32))",,0.001,[0 1 1 ... 0 0 0],,0.6694825765575502,constant,relu,"(5, 5, 5)",0.6694825765575502,[0.57452967 0.72402328],"(array([0.        , 0.42547033, 1.        ]), array([0.        , 0.72402328, 1.        ]), array([2, 1, 0]))","[[ 1.36511768 -0.12396221  0.12143918 -0.47378309  0.95125974  0.15170556]
 [-0.18422487 -0.32517344 -0.12269971  3.5103577  -0.86063901 -0.12860704]
 [-0.2304739  -0.21450726 -0.23120588 -0.56029037 -0.85963686 -0.17345706]
 ...
 [ 0.14130435 -0.23972741 -0.11853146 -0.40221179  1.56915322  0.95329577]
 [ 6.1355247  -0.24000644  0.13996388 -0.45947417  0.1887469   0.05023446]
 [-0.57244277 -0.42493057 -0.21396582 -0.41350593  0.19524744  0.20482986]]",False,0.9,0.7165987792497326,0.6694825765575502,"(0.6694825765575502, 0.6694825765575502, None)","                   pre       rec       spe        f1       geo       iba       sup

          0       0.54      0.57      0.72      0.56      0.64      0.41       691
          1       0.75      0.72      0.57      0.74      0.64      0.42      1203

avg / total       0.67      0.67      0.63      0.67      0.64      0.42      1894
",0.0001,0.6694825765575502,0.2953700565232618,0.33051742344244983,0.6694825765575502,0.33051742344244983,auto,[0.72402328 0.57452967],0.5,11.415791502037257
275,HOS,23,7,0.7084712242548478,0.7885100622547083,0.7805486284289277,0.5007235890014472,0.6251712650283038,0.28976854825880327,0.6784582893347413,939,346,345,264,691,1203,0.5672131147540984,0.7313084112149533,0.5007235890014472,0.7805486284289277,0.5318985395849347,0.7551266586248492,2.2817063544270493,1.563359716650403,0.2194513715710723,0.7805486284289277,0.6784582893347413,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.57      0.50      0.78      0.53      0.63      0.36       691
          1       0.73      0.78      0.50      0.76      0.63      0.42      1203

avg / total       0.67      0.68      0.60      0.67      0.63      0.40      1894
",adam,0.6784582893347413,0.6406361087151874,1.0,"[[346 345]
 [264 939]]",1000,"              precision    recall  f1-score   support

           0       0.57      0.50      0.53       691
           1       0.73      0.78      0.76      1203

    accuracy                           0.68      1894
   macro avg       0.65      0.64      0.64      1894
weighted avg       0.67      0.68      0.67      1894
",0.2884680156488846,"(array([0.50072359, 0.78054863]), array([0.78054863, 0.50072359]), array([ 691, 1203], dtype=int32))",,0.001,[0 0 1 ... 0 0 0],,0.6784582893347413,constant,relu,"(5, 5, 5)",0.6784582893347413,[0.50072359 0.78054863],"(array([0.        , 0.49927641, 1.        ]), array([0.        , 0.78054863, 1.        ]), array([2, 1, 0]))","[[ 1.39578413e+00 -1.22332556e-01  1.07925878e-01 -4.68344433e-01
   9.76249128e-01  1.62232840e-01]
 [ 1.16918751e+00 -4.53140687e-01 -2.44391849e-01 -3.99820455e-01
  -4.23988398e-01  6.24901594e-01]
 [-1.74764871e-01 -3.11365774e-01 -1.18564089e-01  3.58925396e+00
  -8.68961839e-01 -1.26935131e-01]
 ...
 [ 2.62708542e-01  6.53486678e-01 -4.29929726e-02  2.56095349e-01
  -7.83178656e-01 -6.47574374e-01]
 [-3.36477409e-01 -2.00937494e-01  4.86773992e-02 -5.01242335e-01
  -8.61287516e-01 -6.64852996e-01]
 [-1.27067387e-01 -2.77591233e-03  3.82120707e-01 -4.09936102e-01
   2.35954922e-01 -4.45004530e-01]]",False,0.9,0.7102093169311029,0.6784582893347413,"(0.6784582893347413, 0.6784582893347413, None)","                   pre       rec       spe        f1       geo       iba       sup

          0       0.57      0.50      0.78      0.53      0.63      0.38       691
          1       0.73      0.78      0.50      0.76      0.63      0.40      1203

avg / total       0.67      0.68      0.60      0.67      0.63      0.39      1894
",0.0001,0.6784582893347413,0.28976854825880327,0.3215417106652587,0.6784582893347413,0.3215417106652587,auto,[0.78054863 0.50072359],0.5,11.105802896311523
311,HOS,23,8,0.6987872816752136,0.7749531790285209,0.5993349958437241,0.6772793053545586,0.6371163077960842,0.2663168634786796,0.6277719112988385,721,468,223,482,691,1203,0.4926315789473684,0.763771186440678,0.6772793053545586,0.5993349958437241,0.5703839122486288,0.6716348393106661,1.6903879758123115,1.8571322068520777,0.40066500415627593,0.5993349958437241,0.6277719112988385,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.49      0.68      0.60      0.57      0.64      0.42       691
          1       0.76      0.60      0.68      0.67      0.64      0.40      1203

avg / total       0.66      0.63      0.65      0.63      0.64      0.40      1894
",adam,0.6277719112988385,0.6383071505991413,1.0,"[[468 223]
 [482 721]]",1000,"              precision    recall  f1-score   support

           0       0.49      0.68      0.57       691
           1       0.76      0.60      0.67      1203

    accuracy                           0.63      1894
   macro avg       0.63      0.64      0.62      1894
weighted avg       0.66      0.63      0.63      1894
",0.2561808067720096,"(array([0.67727931, 0.599335  ]), array([0.599335  , 0.67727931]), array([ 691, 1203], dtype=int32))",,0.001,[0 0 1 ... 0 0 0],,0.6277719112988385,constant,relu,"(5, 5, 5)",0.6277719112988385,[0.67727931 0.599335  ],"(array([0.        , 0.32272069, 1.        ]), array([0.      , 0.599335, 1.      ]), array([2, 1, 0]))","[[ 1.42764529 -0.12288059  0.16192828 -0.471744    0.97429378  0.18215278]
 [ 1.19664052 -0.45949053 -0.27065009 -0.40347821 -0.42562177  0.67493218]
 [ 0.19296459 -0.37293369 -0.17795473 -0.52538142 -0.28583429  1.10611414]
 ...
 [ 0.11810847 -0.1613503   0.17420511 -0.44248724 -0.6043238  -1.00541264]
 [-0.31784867 -0.39525149 -0.26044929  1.00988751 -0.67703457  0.06815453]
 [ 0.62241996  1.03748534  0.39702475 -0.54679405 -0.37607013 -0.70913628]]",False,0.9,0.7122426572395755,0.6277719112988385,"(0.6277719112988385, 0.6277719112988385, None)","                   pre       rec       spe        f1       geo       iba       sup

          0       0.49      0.68      0.60      0.57      0.64      0.41       691
          1       0.76      0.60      0.68      0.67      0.64      0.40      1203

avg / total       0.66      0.63      0.65      0.63      0.64      0.41      1894
",0.0001,0.6277719112988385,0.2663168634786796,0.37222808870116153,0.6277719112988385,0.3722280887011616,auto,[0.599335   0.67727931],0.5,12.856396868341587
