id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,prec_score,hamming_loss,roc_auc_score,log_loss,avg_prec_score,cohen_kappa_score,accuracy,matthews_corrcoef,imb_sens_micro,zero_one_loss,imb_spec_micro,f1_score,rec_score,fbeta_score
HOS,0,4.5,0.7007326007326008,0.9205011073621983,0.6384615384615386,0.7142857142857143,0.6752419400887064,0.25731964015381303,0.6500000000000001,24.9,5.0,2.0,14.1,7.0,39.0,0.26211361737677524,0.9255978835978835,0.7142857142857143,0.6384615384615386,0.3834065934065934,0.7555475463591137,1.980229591836735,2.234615384615385,0.36153846153846153,0.6384615384615386,0.6500000000000001,0.3499999999999999,0.6763736263736265,12.088606503324396,0.8975167194587484,0.20674450515628204,0.6500000000000001,0.25731964015381303,0.6500000000000001,0.3499999999999999,0.6500000000000001,0.6500000000000001,0.6500000000000001,0.6500000000000001
HOSbal,0,4.5,0.6489795918367347,0.6957789432789434,0.5714285714285713,0.7142857142857143,0.6388765649999399,0.2886751345948129,0.642857142857143,4.0,5.0,2.0,3.0,7.0,7.0,0.625,0.6666666666666667,0.7142857142857143,0.5714285714285713,0.6666666666666667,0.6153846153846152,1.6666666666666665,2.0,0.4285714285714287,0.5714285714285713,0.642857142857143,0.35714285714285715,0.6428571428571427,12.335391512100985,0.5952380952380951,0.28571428571428564,0.642857142857143,0.2886751345948129,0.642857142857143,0.35714285714285715,0.642857142857143,0.642857142857143,0.642857142857143,0.6428571428571427
