id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,imb_spec_micro,max_iter,log_loss,imb_sens_spec_supp,activation,learning_rate_init,y,rec_score,imb_report_0.1,prec_score,hamming_loss,bal_report,roc_auc_score,learning_rate,solver,imb_report_0.3,confusion_matrix,hidden_layer_sizes,pr_curve,matthews_corrcoef,X,tol,imb_spec,batch_size,momentum,cohen_kappa_score,imb_sens_spec_supp_micro,imb_sens,roc_curve,alpha,imb_sens_micro,f1_score,hinge_loss,avg_prec_score,accuracy,power_t,fbeta_score,zero_one_loss,warm_start
CVS,0,4,0.7376642531509788,0.5886025124555329,0.6534090909090909,0.7079646017699115,0.680140064132598,0.34779439771883686,0.6893203883495146,115,240,99,61,339,176,0.7973421926910299,0.5373831775700935,0.7079646017699115,0.6534090909090909,0.75,0.5897435897435898,2.0426519657623676,2.237431129476584,0.34659090909090906,0.6534090909090909,0.6893203883495146,1000,10.730647346274365,"(array([0.7079646 , 0.65340909]), array([0.65340909, 0.7079646 ]), array([339, 176]))",logistic,0.001,[0 1 1 ... 1 1 1],0.6893203883495146,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.71      0.65      0.75      0.68      0.47       339
          1       0.54      0.65      0.71      0.59      0.68      0.46       176

avg / total       0.71      0.69      0.67      0.70      0.68      0.46       515
",0.6893203883495146,0.3106796116504854,"              precision    recall  f1-score   support

           0       0.80      0.71      0.75       339
           1       0.54      0.65      0.59       176

    accuracy                           0.69       515
   macro avg       0.67      0.68      0.67       515
weighted avg       0.71      0.69      0.70       515
",0.6806868463395012,constant,adam,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.71      0.65      0.75      0.68      0.47       339
          1       0.54      0.65      0.71      0.59      0.68      0.46       176

avg / total       0.71      0.69      0.67      0.70      0.68      0.46       515
","[[240  99]
 [ 61 115]]","(1,)",,0.34779439771883686,"[[-9.68834607e-01 -6.99832536e-01 -3.14949439e-01 ...  3.70762453e-01
  -4.78854217e-01 -8.04073464e-01]
 [-1.65269270e+00  1.06544323e-01 -4.49734701e-01 ...  1.90151998e+00
  -2.61733039e-01 -3.35200605e-01]
 [-2.84976510e-01 -6.92820563e-01 -4.49734701e-01 ... -9.35981780e-01
  -7.63825763e-01 -6.30416850e-01]
 ...
 [-7.62113046e-01  1.04025934e+00  1.00854941e+00 ...  3.09208485e-01
   5.73188798e-02 -3.01263663e-01]
 [-1.74044376e+00  1.29128791e-01 -2.72961543e-01 ...  6.76528565e-01
   1.20863260e+00  3.75984816e+00]
 [ 4.56077143e-04 -5.76362220e-01  9.30739486e-01 ... -8.39393370e-01
  -3.40934022e-01 -2.42399405e-03]]",0.0001,[0.65340909 0.7079646 ],auto,0.9,0.34354137123372797,"(0.6893203883495146, 0.6893203883495146, None)",[0.7079646  0.65340909],"(array([0.       , 0.2920354, 1.       ]), array([0.        , 0.65340909, 1.        ]), array([2, 1, 0]))",1.0,0.6893203883495146,0.6893203883495146,,0.4695776554676609,0.6893203883495146,0.5,0.6893203883495146,0.3106796116504854,False
CVS,1,4,0.7335244033252883,0.6032536802605551,0.6590909090909091,0.6755162241887905,0.6672530271990141,0.31980720014463804,0.6699029126213593,116,229,110,60,339,176,0.7923875432525952,0.5132743362831859,0.6755162241887905,0.6590909090909091,0.7292993630573248,0.5771144278606964,1.981514257620452,2.0311983471074377,0.34090909090909094,0.6590909090909091,0.6699029126213593,1000,11.40132027738279,"(array([0.67551622, 0.65909091]), array([0.65909091, 0.67551622]), array([339, 176]))",logistic,0.001,[0 1 1 ... 1 1 1],0.6699029126213593,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.79      0.68      0.66      0.73      0.67      0.45       339
          1       0.51      0.66      0.68      0.58      0.67      0.44       176

avg / total       0.70      0.67      0.66      0.68      0.67      0.45       515
",0.6699029126213593,0.3300970873786408,"              precision    recall  f1-score   support

           0       0.79      0.68      0.73       339
           1       0.51      0.66      0.58       176

    accuracy                           0.67       515
   macro avg       0.65      0.67      0.65       515
weighted avg       0.70      0.67      0.68       515
",0.6673035666398499,constant,adam,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.79      0.68      0.66      0.73      0.67      0.45       339
          1       0.51      0.66      0.68      0.58      0.67      0.44       176

avg / total       0.70      0.67      0.66      0.68      0.67      0.45       515
","[[229 110]
 [ 60 116]]","(10,)",,0.31980720014463804,"[[-9.68834607e-01 -6.99832536e-01 -3.14949439e-01 ...  3.70762453e-01
  -4.78854217e-01 -8.04073464e-01]
 [-1.65269270e+00  1.06544323e-01 -4.49734701e-01 ...  1.90151998e+00
  -2.61733039e-01 -3.35200605e-01]
 [-2.84976510e-01 -6.92820563e-01 -4.49734701e-01 ... -9.35981780e-01
  -7.63825763e-01 -6.30416850e-01]
 ...
 [-7.62113046e-01  1.04025934e+00  1.00854941e+00 ...  3.09208485e-01
   5.73188798e-02 -3.01263663e-01]
 [-1.74044376e+00  1.29128791e-01 -2.72961543e-01 ...  6.76528565e-01
   1.20863260e+00  3.75984816e+00]
 [ 4.56077143e-04 -5.76362220e-01  9.30739486e-01 ... -8.39393370e-01
  -3.40934022e-01 -2.42399405e-03]]",0.0001,[0.65909091 0.67551622],auto,0.9,0.313214829225435,"(0.6699029126213593, 0.6699029126213593, None)",[0.67551622 0.65909091],"(array([0.        , 0.32448378, 1.        ]), array([0.        , 0.65909091, 1.        ]), array([2, 1, 0]))",1.0,0.6699029126213593,0.6699029126213593,,0.45479930328284995,0.6699029126213593,0.5,0.6699029126213593,0.33009708737864074,False
CVS,2,4,0.7285800482703138,0.5921706963485074,0.6477272727272727,0.6843657817109144,0.6657945488928838,0.31823370392954137,0.6718446601941748,114,232,107,62,339,176,0.7891156462585034,0.5158371040723982,0.6843657817109144,0.6477272727272727,0.7330173775671407,0.5743073047858941,1.9427157674374345,2.05214528462192,0.3522727272727273,0.6477272727272727,0.6718446601941748,1000,11.334250034300847,"(array([0.68436578, 0.64772727]), array([0.64772727, 0.68436578]), array([339, 176]))",logistic,0.001,[0 1 1 ... 1 1 1],0.6718446601941748,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.79      0.68      0.65      0.73      0.67      0.44       339
          1       0.52      0.65      0.68      0.57      0.67      0.44       176

avg / total       0.70      0.67      0.66      0.68      0.67      0.44       515
",0.6718446601941748,0.32815533980582523,"              precision    recall  f1-score   support

           0       0.79      0.68      0.73       339
           1       0.52      0.65      0.57       176

    accuracy                           0.67       515
   macro avg       0.65      0.67      0.65       515
weighted avg       0.70      0.67      0.68       515
",0.6660465272190935,constant,adam,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.79      0.68      0.65      0.73      0.67      0.45       339
          1       0.52      0.65      0.68      0.57      0.67      0.44       176

avg / total       0.70      0.67      0.66      0.68      0.67      0.44       515
","[[232 107]
 [ 62 114]]","(50,)",,0.31823370392954137,"[[-9.68834607e-01 -6.99832536e-01 -3.14949439e-01 ...  3.70762453e-01
  -4.78854217e-01 -8.04073464e-01]
 [-1.65269270e+00  1.06544323e-01 -4.49734701e-01 ...  1.90151998e+00
  -2.61733039e-01 -3.35200605e-01]
 [-2.84976510e-01 -6.92820563e-01 -4.49734701e-01 ... -9.35981780e-01
  -7.63825763e-01 -6.30416850e-01]
 ...
 [-7.62113046e-01  1.04025934e+00  1.00854941e+00 ...  3.09208485e-01
   5.73188798e-02 -3.01263663e-01]
 [-1.74044376e+00  1.29128791e-01 -2.72961543e-01 ...  6.76528565e-01
   1.20863260e+00  3.75984816e+00]
 [ 4.56077143e-04 -5.76362220e-01  9.30739486e-01 ... -8.39393370e-01
  -3.40934022e-01 -2.42399405e-03]]",0.0001,[0.64772727 0.68436578],auto,0.9,0.3128616881014977,"(0.6718446601941748, 0.6718446601941748, None)",[0.68436578 0.64772727],"(array([0.        , 0.31563422, 1.        ]), array([0.        , 0.64772727, 1.        ]), array([2, 1, 0]))",1.0,0.6718446601941748,0.6718446601941748,,0.45451011010691195,0.6718446601941748,0.5,0.6718446601941748,0.32815533980582523,False
CVS,3,4,0.7295186377044782,0.5857670072871499,0.6420454545454546,0.6784660766961652,0.6600045913522576,0.30696548372130267,0.6660194174757281,113,230,109,63,339,176,0.7849829351535836,0.509009009009009,0.6784660766961652,0.6420454545454546,0.7278481012658228,0.5678391959798995,1.8953972936273824,1.9968202668890744,0.3579545454545454,0.6420454545454546,0.6660194174757281,1000,11.535449895232095,"(array([0.67846608, 0.64204545]), array([0.64204545, 0.67846608]), array([339, 176]))",logistic,0.001,[0 1 1 ... 1 1 1],0.6660194174757281,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.78      0.68      0.64      0.73      0.66      0.44       339
          1       0.51      0.64      0.68      0.57      0.66      0.43       176

avg / total       0.69      0.67      0.65      0.67      0.66      0.44       515
",0.6660194174757281,0.3339805825242718,"              precision    recall  f1-score   support

           0       0.78      0.68      0.73       339
           1       0.51      0.64      0.57       176

    accuracy                           0.67       515
   macro avg       0.65      0.66      0.65       515
weighted avg       0.69      0.67      0.67       515
",0.6602557656208099,constant,adam,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.78      0.68      0.64      0.73      0.66      0.44       339
          1       0.51      0.64      0.68      0.57      0.66      0.43       176

avg / total       0.69      0.67      0.65      0.67      0.66      0.44       515
","[[230 109]
 [ 63 113]]","(5, 5)",,0.30696548372130267,"[[-9.68834607e-01 -6.99832536e-01 -3.14949439e-01 ...  3.70762453e-01
  -4.78854217e-01 -8.04073464e-01]
 [-1.65269270e+00  1.06544323e-01 -4.49734701e-01 ...  1.90151998e+00
  -2.61733039e-01 -3.35200605e-01]
 [-2.84976510e-01 -6.92820563e-01 -4.49734701e-01 ... -9.35981780e-01
  -7.63825763e-01 -6.30416850e-01]
 ...
 [-7.62113046e-01  1.04025934e+00  1.00854941e+00 ...  3.09208485e-01
   5.73188798e-02 -3.01263663e-01]
 [-1.74044376e+00  1.29128791e-01 -2.72961543e-01 ...  6.76528565e-01
   1.20863260e+00  3.75984816e+00]
 [ 4.56077143e-04 -5.76362220e-01  9.30739486e-01 ... -8.39393370e-01
  -3.40934022e-01 -2.42399405e-03]]",0.0001,[0.64204545 0.67846608],auto,0.9,0.30156277104063833,"(0.6660194174757281, 0.6660194174757281, None)",[0.67846608 0.64204545],"(array([0.        , 0.32153392, 1.        ]), array([0.        , 0.64204545, 1.        ]), array([2, 1, 0]))",1.0,0.6660194174757281,0.6660194174757281,,0.4491370176442992,0.6660194174757281,0.5,0.6660194174757281,0.3339805825242719,False
CVS,4,4,0.7269207562349157,0.5871125113889557,0.6363636363636364,0.6755162241887905,0.6556477414339289,0.29869862056612456,0.6621359223300971,112,229,110,64,339,176,0.7815699658703071,0.5045045045045045,0.6755162241887905,0.6363636363636364,0.7246835443037974,0.5628140703517588,1.857669616519174,1.9611570247933883,0.36363636363636365,0.6363636363636364,0.6621359223300971,1000,11.669582618314138,"(array([0.67551622, 0.63636364]), array([0.63636364, 0.67551622]), array([339, 176]))",logistic,0.001,[0 1 1 ... 1 1 1],0.6621359223300971,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.78      0.68      0.64      0.72      0.66      0.43       339
          1       0.50      0.64      0.68      0.56      0.66      0.43       176

avg / total       0.69      0.66      0.65      0.67      0.66      0.43       515
",0.6621359223300971,0.3378640776699029,"              precision    recall  f1-score   support

           0       0.78      0.68      0.72       339
           1       0.50      0.64      0.56       176

    accuracy                           0.66       515
   macro avg       0.64      0.66      0.64       515
weighted avg       0.69      0.66      0.67       515
",0.6559399302762134,constant,adam,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.78      0.68      0.64      0.72      0.66      0.43       339
          1       0.50      0.64      0.68      0.56      0.66      0.42       176

avg / total       0.69      0.66      0.65      0.67      0.66      0.43       515
","[[229 110]
 [ 64 112]]","(10, 10)",,0.29869862056612456,"[[-9.68834607e-01 -6.99832536e-01 -3.14949439e-01 ...  3.70762453e-01
  -4.78854217e-01 -8.04073464e-01]
 [-1.65269270e+00  1.06544323e-01 -4.49734701e-01 ...  1.90151998e+00
  -2.61733039e-01 -3.35200605e-01]
 [-2.84976510e-01 -6.92820563e-01 -4.49734701e-01 ... -9.35981780e-01
  -7.63825763e-01 -6.30416850e-01]
 ...
 [-7.62113046e-01  1.04025934e+00  1.00854941e+00 ...  3.09208485e-01
   5.73188798e-02 -3.01263663e-01]
 [-1.74044376e+00  1.29128791e-01 -2.72961543e-01 ...  6.76528565e-01
   1.20863260e+00  3.75984816e+00]
 [ 4.56077143e-04 -5.76362220e-01  9.30739486e-01 ... -8.39393370e-01
  -3.40934022e-01 -2.42399405e-03]]",0.0001,[0.63636364 0.67551622],auto,0.9,0.29344140791320394,"(0.6621359223300971, 0.6621359223300971, None)",[0.67551622 0.63636364],"(array([0.        , 0.32448378, 1.        ]), array([0.        , 0.63636364, 1.        ]), array([2, 1, 0]))",1.0,0.6621359223300971,0.6621359223300971,,0.4453201657085152,0.6621359223300971,0.5,0.6621359223300971,0.3378640776699029,False
CVS,5,4,0.6607166800750872,0.48199537594294484,1.0,0.0,0.0,inf,0.341747572815534,176,0,339,0,339,176,0.0,0.341747572815534,0.0,1.0,0.0,0.5094066570188134,inf,1.0,0.0,1.0,0.341747572815534,1000,22.735759730880694,"(array([0., 1.]), array([1., 0.]), array([339, 176]))",logistic,0.001,[0 1 1 ... 1 1 1],0.341747572815534,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.00      0.00      1.00      0.00      0.00      0.00       339
          1       0.34      1.00      0.00      0.51      0.00      0.00       176

avg / total       0.12      0.34      0.66      0.17      0.00      0.00       515
",0.341747572815534,0.658252427184466,"              precision    recall  f1-score   support

           0       0.00      0.00      0.00       339
           1       0.34      1.00      0.51       176

    accuracy                           0.34       515
   macro avg       0.17      0.50      0.25       515
weighted avg       0.12      0.34      0.17       515
",0.5,constant,adam,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.00      0.00      1.00      0.00      0.00      0.00       339
          1       0.34      1.00      0.00      0.51      0.00      0.00       176

avg / total       0.12      0.34      0.66      0.17      0.00      0.00       515
","[[  0 339]
 [  0 176]]","(5, 5, 5)",,0.0,"[[-9.68834607e-01 -6.99832536e-01 -3.14949439e-01 ...  3.70762453e-01
  -4.78854217e-01 -8.04073464e-01]
 [-1.65269270e+00  1.06544323e-01 -4.49734701e-01 ...  1.90151998e+00
  -2.61733039e-01 -3.35200605e-01]
 [-2.84976510e-01 -6.92820563e-01 -4.49734701e-01 ... -9.35981780e-01
  -7.63825763e-01 -6.30416850e-01]
 ...
 [-7.62113046e-01  1.04025934e+00  1.00854941e+00 ...  3.09208485e-01
   5.73188798e-02 -3.01263663e-01]
 [-1.74044376e+00  1.29128791e-01 -2.72961543e-01 ...  6.76528565e-01
   1.20863260e+00  3.75984816e+00]
 [ 4.56077143e-04 -5.76362220e-01  9.30739486e-01 ... -8.39393370e-01
  -3.40934022e-01 -2.42399405e-03]]",0.0001,[1. 0.],auto,0.9,0.0,"(0.341747572815534, 0.341747572815534, None)",[0. 1.],"(array([0., 1.]), array([0., 1.]), array([2, 1]))",1.0,0.341747572815534,0.341747572815534,,0.341747572815534,0.341747572815534,0.5,0.34174757281553403,0.6582524271844661,False
CVS,6,4,0.7466814159292035,0.6092671881542115,0.6477272727272727,0.7492625368731564,0.6966475289309273,0.3866922449195975,0.7145631067961165,114,254,85,62,339,176,0.8037974683544303,0.5728643216080402,0.7492625368731564,0.6477272727272727,0.7755725190839694,0.608,2.126938814349605,2.583288770053476,0.3522727272727273,0.6477272727272727,0.7145631067961165,1000,9.858773001618324,"(array([0.74926254, 0.64772727]), array([0.64772727, 0.74926254]), array([339, 176]))",logistic,0.001,[0 1 1 ... 1 1 1],0.7145631067961165,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.75      0.65      0.78      0.70      0.49       339
          1       0.57      0.65      0.75      0.61      0.70      0.48       176

avg / total       0.72      0.71      0.68      0.72      0.70      0.49       515
",0.7145631067961165,0.2854368932038835,"              precision    recall  f1-score   support

           0       0.80      0.75      0.78       339
           1       0.57      0.65      0.61       176

    accuracy                           0.71       515
   macro avg       0.69      0.70      0.69       515
weighted avg       0.72      0.71      0.72       515
",0.6984949048002145,constant,adam,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.80      0.75      0.65      0.78      0.70      0.50       339
          1       0.57      0.65      0.75      0.61      0.70      0.47       176

avg / total       0.72      0.71      0.68      0.72      0.70      0.49       515
","[[254  85]
 [ 62 114]]","(1,)",,0.3866922449195975,"[[-9.68834607e-01 -6.99832536e-01 -3.14949439e-01 ...  3.70762453e-01
  -4.78854217e-01 -8.04073464e-01]
 [-1.65269270e+00  1.06544323e-01 -4.49734701e-01 ...  1.90151998e+00
  -2.61733039e-01 -3.35200605e-01]
 [-2.84976510e-01 -6.92820563e-01 -4.49734701e-01 ... -9.35981780e-01
  -7.63825763e-01 -6.30416850e-01]
 ...
 [-7.62113046e-01  1.04025934e+00  1.00854941e+00 ...  3.09208485e-01
   5.73188798e-02 -3.01263663e-01]
 [-1.74044376e+00  1.29128791e-01 -2.72961543e-01 ...  6.76528565e-01
   1.20863260e+00  3.75984816e+00]
 [ 4.56077143e-04 -5.76362220e-01  9.30739486e-01 ... -8.39393370e-01
  -3.40934022e-01 -2.42399405e-03]]",0.0001,[0.64772727 0.74926254],auto,0.9,0.3848972594392128,"(0.7145631067961165, 0.7145631067961165, None)",[0.74926254 0.64772727],"(array([0.        , 0.25073746, 1.        ]), array([0.        , 0.64772727, 1.        ]), array([2, 1, 0]))",0.1,0.7145631067961165,0.7145631067961165,,0.49144819419249824,0.7145631067961165,0.5,0.7145631067961165,0.28543689320388355,False
CVS,7,4,0.8307354518637705,0.7511970390466447,0.7443181818181818,0.7640117994100295,0.7541007050948239,0.49025709629176234,0.7572815533980582,131,259,80,45,339,176,0.8519736842105263,0.6208530805687204,0.7640117994100295,0.7443181818181818,0.8055987558320373,0.6770025839793281,2.988135037692559,3.1540482954545452,0.25568181818181823,0.7443181818181818,0.7572815533980582,1000,8.38332236341408,"(array([0.7640118 , 0.74431818]), array([0.74431818, 0.7640118 ]), array([339, 176]))",logistic,0.001,[0 1 1 ... 1 1 1],0.7572815533980582,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.85      0.76      0.74      0.81      0.75      0.57       339
          1       0.62      0.74      0.76      0.68      0.75      0.57       176

avg / total       0.77      0.76      0.75      0.76      0.75      0.57       515
",0.7572815533980582,0.24271844660194175,"              precision    recall  f1-score   support

           0       0.85      0.76      0.81       339
           1       0.62      0.74      0.68       176

    accuracy                           0.76       515
   macro avg       0.74      0.75      0.74       515
weighted avg       0.77      0.76      0.76       515
",0.7541649906141056,constant,adam,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.85      0.76      0.74      0.81      0.75      0.57       339
          1       0.62      0.74      0.76      0.68      0.75      0.57       176

avg / total       0.77      0.76      0.75      0.76      0.75      0.57       515
","[[259  80]
 [ 45 131]]","(10,)",,0.49025709629176234,"[[-9.68834607e-01 -6.99832536e-01 -3.14949439e-01 ...  3.70762453e-01
  -4.78854217e-01 -8.04073464e-01]
 [-1.65269270e+00  1.06544323e-01 -4.49734701e-01 ...  1.90151998e+00
  -2.61733039e-01 -3.35200605e-01]
 [-2.84976510e-01 -6.92820563e-01 -4.49734701e-01 ... -9.35981780e-01
  -7.63825763e-01 -6.30416850e-01]
 ...
 [-7.62113046e-01  1.04025934e+00  1.00854941e+00 ...  3.09208485e-01
   5.73188798e-02 -3.01263663e-01]
 [-1.74044376e+00  1.29128791e-01 -2.72961543e-01 ...  6.76528565e-01
   1.20863260e+00  3.75984816e+00]
 [ 4.56077143e-04 -5.76362220e-01  9.30739486e-01 ... -8.39393370e-01
  -3.40934022e-01 -2.42399405e-03]]",0.0001,[0.74431818 0.7640118 ],auto,0.9,0.48513592411603335,"(0.7572815533980582, 0.7572815533980582, None)",[0.7640118  0.74431818],"(array([0.       , 0.2359882, 1.       ]), array([0.        , 0.74431818, 1.        ]), array([2, 1, 0]))",0.1,0.7572815533980582,0.7572815533980582,,0.5494908768818261,0.7572815533980582,0.5,0.7572815533980584,0.24271844660194175,False
CVS,8,4,0.878804639313489,0.8189570428446349,0.7954545454545454,0.8466076696165191,0.8206326334073855,0.6297692048694776,0.829126213592233,140,287,52,36,339,176,0.8885448916408669,0.7291666666666666,0.8466076696165191,0.7954545454545454,0.8670694864048337,0.7608695652173914,4.138970829236315,5.185751748251747,0.20454545454545459,0.7954545454545454,0.829126213592233,1000,5.9018522365407975,"(array([0.84660767, 0.79545455]), array([0.79545455, 0.84660767]), array([339, 176]))",logistic,0.001,[0 1 1 ... 1 1 1],0.829126213592233,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.89      0.85      0.80      0.87      0.82      0.68       339
          1       0.73      0.80      0.85      0.76      0.82      0.67       176

avg / total       0.83      0.83      0.81      0.83      0.82      0.67       515
",0.829126213592233,0.170873786407767,"              precision    recall  f1-score   support

           0       0.89      0.85      0.87       339
           1       0.73      0.80      0.76       176

    accuracy                           0.83       515
   macro avg       0.81      0.82      0.81       515
weighted avg       0.83      0.83      0.83       515
",0.8210311075355323,constant,adam,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.89      0.85      0.80      0.87      0.82      0.68       339
          1       0.73      0.80      0.85      0.76      0.82      0.66       176

avg / total       0.83      0.83      0.81      0.83      0.82      0.68       515
","[[287  52]
 [ 36 140]]","(50,)",,0.6297692048694776,"[[-9.68834607e-01 -6.99832536e-01 -3.14949439e-01 ...  3.70762453e-01
  -4.78854217e-01 -8.04073464e-01]
 [-1.65269270e+00  1.06544323e-01 -4.49734701e-01 ...  1.90151998e+00
  -2.61733039e-01 -3.35200605e-01]
 [-2.84976510e-01 -6.92820563e-01 -4.49734701e-01 ... -9.35981780e-01
  -7.63825763e-01 -6.30416850e-01]
 ...
 [-7.62113046e-01  1.04025934e+00  1.00854941e+00 ...  3.09208485e-01
   5.73188798e-02 -3.01263663e-01]
 [-1.74044376e+00  1.29128791e-01 -2.72961543e-01 ...  6.76528565e-01
   1.20863260e+00  3.75984816e+00]
 [ 4.56077143e-04 -5.76362220e-01  9.30739486e-01 ... -8.39393370e-01
  -3.40934022e-01 -2.42399405e-03]]",0.0001,[0.79545455 0.84660767],auto,0.9,0.628329615536019,"(0.829126213592233, 0.829126213592233, None)",[0.84660767 0.79545455],"(array([0.        , 0.15339233, 1.        ]), array([0.        , 0.79545455, 1.        ]), array([2, 1, 0]))",0.1,0.829126213592233,0.829126213592233,,0.6499218520152986,0.829126213592233,0.5,0.829126213592233,0.17087378640776696,False
CVS,9,4,0.7874597747385358,0.6589676001555805,0.7045454545454546,0.7492625368731564,0.7265600557525705,0.4383232081689979,0.7339805825242719,124,254,85,52,339,176,0.8300653594771242,0.5933014354066986,0.7492625368731564,0.7045454545454546,0.7875968992248062,0.6441558441558441,2.535965509416837,2.8098930481283424,0.2954545454545454,0.7045454545454546,0.7339805825242719,1000,9.188117149289962,"(array([0.74926254, 0.70454545]), array([0.70454545, 0.74926254]), array([339, 176]))",logistic,0.001,[0 1 1 ... 1 1 1],0.7339805825242719,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.75      0.70      0.79      0.73      0.53       339
          1       0.59      0.70      0.75      0.64      0.73      0.53       176

avg / total       0.75      0.73      0.72      0.74      0.73      0.53       515
",0.7339805825242719,0.26601941747572816,"              precision    recall  f1-score   support

           0       0.83      0.75      0.79       339
           1       0.59      0.70      0.64       176

    accuracy                           0.73       515
   macro avg       0.71      0.73      0.72       515
weighted avg       0.75      0.73      0.74       515
",0.7269039957093055,constant,adam,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.83      0.75      0.70      0.79      0.73      0.53       339
          1       0.59      0.70      0.75      0.64      0.73      0.52       176

avg / total       0.75      0.73      0.72      0.74      0.73      0.53       515
","[[254  85]
 [ 52 124]]","(5, 5)",,0.4383232081689979,"[[-9.68834607e-01 -6.99832536e-01 -3.14949439e-01 ...  3.70762453e-01
  -4.78854217e-01 -8.04073464e-01]
 [-1.65269270e+00  1.06544323e-01 -4.49734701e-01 ...  1.90151998e+00
  -2.61733039e-01 -3.35200605e-01]
 [-2.84976510e-01 -6.92820563e-01 -4.49734701e-01 ... -9.35981780e-01
  -7.63825763e-01 -6.30416850e-01]
 ...
 [-7.62113046e-01  1.04025934e+00  1.00854941e+00 ...  3.09208485e-01
   5.73188798e-02 -3.01263663e-01]
 [-1.74044376e+00  1.29128791e-01 -2.72961543e-01 ...  6.76528565e-01
   1.20863260e+00  3.75984816e+00]
 [ 4.56077143e-04 -5.76362220e-01  9.30739486e-01 ... -8.39393370e-01
  -3.40934022e-01 -2.42399405e-03]]",0.0001,[0.70454545 0.74926254],auto,0.9,0.43423384413064214,"(0.7339805825242719, 0.7339805825242719, None)",[0.74926254 0.70454545],"(array([0.        , 0.25073746, 1.        ]), array([0.        , 0.70454545, 1.        ]), array([2, 1, 0]))",0.1,0.7339805825242719,0.7339805825242719,,0.5189787032774908,0.7339805825242719,0.5,0.7339805825242719,0.2660194174757281,False
