id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,ber,bcr,momentum,avg_prec_score,max_iter,matthews_corrcoef,accuracy,prec_score,power_t,learning_rate_init,f1_score,tol,fbeta_score,imb_sens_micro,hamming_loss,warm_start,log_loss,zero_one_loss,alpha,imb_spec_micro,roc_auc_score,cohen_kappa_score,rec_score
HOS,0,4.5,0.6886557177990874,0.4912586427213669,0.6854517611026034,0.5771958098307817,0.5812259634699168,0.614519535374868,447.6,716.3,524.7,205.4,1241.0,653.0,0.6994688863340591,0.47405198286441086,0.5771958098307817,0.6854517611026034,0.6324107854977968,0.5533367485563161,0.3145482388973966,0.6854517611026034,0.9000000000000001,0.42884115728814926,1000.0,0.250567340886083,0.614519535374868,0.614519535374868,0.5,0.0010000000000000002,0.614519535374868,0.00010000000000000002,0.614519535374868,0.614519535374868,0.385480464625132,False,13.31424508695666,0.38548046462513197,1.0,0.614519535374868,0.6313237854666924,0.2435103273520393,0.614519535374868
HOS,1,4.5,0.6895350659511114,0.4908610999949121,0.6416539050535988,0.6483481063658341,0.6449171279937886,0.646040126715945,419.0,804.6,436.4,234.0,1241.0,653.0,0.7747377378332072,0.489888868022908,0.6483481063658341,0.6416539050535988,0.7058756161238895,0.5555315870833881,0.3583460949464012,0.6416539050535988,0.9000000000000001,0.4378728843483638,1000.0,0.27702343867037216,0.646040126715945,0.646040126715945,0.5,0.0010000000000000002,0.646040126715945,0.00010000000000000002,0.646040126715945,0.646040126715945,0.35395987328405487,False,12.225525152833505,0.3539598732840549,1.0,0.646040126715945,0.6450010057097164,0.2701709210450396,0.646040126715945
HOS,2,4.5,0.6873403975700079,0.4874457699620599,0.6346094946401224,0.651248992747784,0.6421009119913774,0.6455121436114044,414.4,808.2,432.8,238.6,1241.0,653.0,0.772559738671476,0.489582827457654,0.651248992747784,0.6346094946401224,0.7062065056903701,0.5521108900933352,0.3653905053598775,0.6346094946401224,0.9000000000000001,0.4364606889660606,1000.0,0.2737366913164776,0.6455121436114044,0.6455121436114044,0.5,0.0010000000000000002,0.6455121436114044,0.00010000000000000002,0.6455121436114044,0.6455121436114044,0.3544878563885956,False,12.243759523395365,0.3544878563885956,1.0,0.6455121436114044,0.6429292436939533,0.2670272599288205,0.6455121436114044
HOS,3,4.5,0.6840239001052603,0.4836130973106772,0.6290964777947934,0.467767929089444,0.2974324822362263,0.523389651531151,410.8,580.5,660.5,242.2,1241.0,653.0,0.8183437190117908,0.38684441426602906,0.467767929089444,0.6290964777947934,0.4475403680004284,0.4073613617267272,0.3709035222052067,0.6290964777947934,0.9000000000000001,0.37450347640338494,1000.0,0.1232821463703448,0.523389651531151,0.523389651531151,0.5,0.0010000000000000002,0.523389651531151,0.00010000000000000002,0.523389651531151,0.523389651531151,0.47661034846884903,False,16.46181709914916,0.47661034846884903,1.0,0.523389651531151,0.5484322034421186,0.08990035155744638,0.523389651531151
HOS,4,4.5,0.684403354998254,0.483592362336802,0.689739663093415,0.37832393231265116,0.2082130225830102,0.48569165786694823,450.4,469.5,771.5,202.6,1241.0,653.0,0.5528539321587541,0.36288387902830477,0.37832393231265116,0.689739663093415,0.3530771143520208,0.4155813836760607,0.310260336906585,0.689739663093415,0.9000000000000001,0.3660684185955344,1000.0,0.08059652882681834,0.48569165786694823,0.48569165786694823,0.5,0.0010000000000000002,0.48569165786694823,0.00010000000000000002,0.48569165786694823,0.48569165786694823,0.5143083421330518,False,17.76390653416045,0.5143083421330517,1.0,0.48569165786694823,0.5340317977030331,0.06406117261984827,0.48569165786694823
HOS,5,4.5,0.5332153835332618,0.3748123597964147,0.6,0.4,0.0,0.4689545934530095,391.8,496.4,744.6,261.2,1241.0,653.0,0.262090813093981,0.20686378035902853,0.4,0.6,0.31668261562998407,0.3076560659599529,0.4,0.6,0.9000000000000001,0.3447729672650475,1000.0,0.0,0.4689545934530095,0.4689545934530095,0.5,0.0010000000000000002,0.4689545934530095,0.00010000000000000002,0.4689545934530095,0.4689545934530095,0.5310454065469905,False,18.341972902981883,0.5310454065469905,1.0,0.4689545934530095,0.5,0.0,0.4689545934530095
HOS,6,4.5,0.6929991497742398,0.49972593938586385,0.6699846860643185,0.6361804995970991,0.6527736027086115,0.6478352692713834,437.5,789.5,451.5,215.5,1241.0,653.0,0.7856556490145914,0.49214832752868204,0.6361804995970991,0.6699846860643185,0.7029976622977043,0.5673948423128571,0.3300153139356814,0.6699846860643185,0.9000000000000001,0.44351957430506,1000.0,0.2916397821147035,0.6478352692713834,0.6478352692713834,0.5,0.0010000000000000002,0.6478352692713834,0.00010000000000000002,0.6478352692713834,0.6478352692713834,0.3521647307286167,False,12.163529500340633,0.3521647307286167,0.09999999999999999,0.6478352692713834,0.6530825928307089,0.28200399066147724,0.6478352692713834
HOS,7,4.5,0.7028320292013678,0.5319145805938355,0.6630934150076568,0.6457695406929896,0.6543095934914396,0.6517423442449841,433.0,801.4,439.6,220.0,1241.0,653.0,0.7846230676266176,0.49632385976683596,0.6457695406929896,0.6630934150076568,0.7083996478287883,0.5676533122261446,0.33690658499234305,0.6630934150076568,0.9000000000000001,0.44523801851783296,1000.0,0.2945741165705603,0.6517423442449841,0.6517423442449841,0.5,0.0010000000000000002,0.6517423442449841,0.00010000000000000002,0.6517423442449841,0.6517423442449841,0.34825765575501577,False,12.02857888759947,0.34825765575501577,0.09999999999999999,0.6517423442449841,0.6544314778503232,0.28610410632579253,0.6517423442449841
HOS,8,4.5,0.7190730688213945,0.5535820881063532,0.6761102603369067,0.6626913779210313,0.6691972956411572,0.6673178458289335,441.5,822.4,418.6,211.5,1241.0,653.0,0.7955447174835981,0.5134822341506997,0.6626913779210313,0.6761102603369067,0.7229336173175818,0.583526942407509,0.3238897396630934,0.6761102603369067,0.9000000000000001,0.45881719995538883,1000.0,0.3235707732144048,0.6673178458289335,0.6673178458289335,0.5,0.0010000000000000002,0.6673178458289335,0.00010000000000000002,0.6673178458289335,0.6673178458289335,0.33268215417106656,False,11.490611255500264,0.3326821541710665,0.09999999999999999,0.6673178458289335,0.669400819128969,0.3151477523227989,0.6673178458289335
HOS,9,4.5,0.6936877215800624,0.5004016111647462,0.6692189892802451,0.6330378726833199,0.6508312763979698,0.6455121436114044,437.0,785.6,455.4,216.0,1241.0,653.0,0.7843595273557317,0.4897527368598521,0.6330378726833199,0.6692189892802451,0.7005815822062498,0.5655500278277615,0.33078101071975496,0.6692189892802451,0.9000000000000001,0.44178031815083585,1000.0,0.2878406103089224,0.6455121436114044,0.6455121436114044,0.5,0.0010000000000000002,0.6455121436114044,0.00010000000000000002,0.6455121436114045,0.6455121436114044,0.3544878563885956,False,12.243769064526264,0.3544878563885956,0.09999999999999999,0.6455121436114044,0.6511284309817824,0.2781207859854252,0.6455121436114044
