,id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,max_iter,rec_score,solver,prec_score,imb_sens_spec_supp_micro,warm_start,matthews_corrcoef,roc_auc_score,momentum,fbeta_score,imb_report_0.1,accuracy,log_loss,pr_curve,hidden_layer_sizes,learning_rate_init,f1_score,learning_rate,cohen_kappa_score,hamming_loss,hinge_loss,imb_spec,power_t,imb_sens,tol,zero_one_loss,X,imb_sens_spec_supp,avg_prec_score,roc_curve,imb_report_0.3,activation,alpha,y,bal_report,imb_spec_micro,batch_size,confusion_matrix,imb_sens_micro
0,HOS,0,0,0.4835164835164836,0.8543687483139046,1.0,0.0,0.0,inf,0.8478260869565217,39,0,7,0,7,39,0.0,0.8478260869565217,0.0,1.0,0.0,0.9176470588235294,inf,1.0,0.0,1.0,1000,0.8478260869565217,adam,0.8478260869565217,"(0.8478260869565217, 0.8478260869565217, None)",False,0.0,0.5,0.9,0.8478260869565217,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.00      0.00      1.00      0.00      0.00      0.00         7
          1       0.85      1.00      0.00      0.92      0.00      0.00        39

avg / total       0.72      0.85      0.15      0.78      0.00      0.00        46
",0.8478260869565217,5.25602243361709,,"(1,)",0.001,0.8478260869565218,constant,0.0,0.15217391304347827,,[1. 0.],0.5,[0. 1.],0.0001,0.15217391304347827,"[[-0.46180714  0.3738087   0.57302503 ...  0.52479937 -0.20557588
   0.5195    ]
 [ 0.26312305 -0.24141075 -0.23519715 ... -0.41073476 -0.33944553
  -1.09506939]
 [-0.39306376  0.85231271 -0.23519715 ... -0.98590757 -0.36335083
  -0.79009517]
 ...
 [-0.00764368 -0.48438653  0.03626071 ...  1.4317514  -0.24808452
   1.16915085]
 [-0.56723418 -1.02704181  1.99707339 ...  0.54057653 -0.27181671
  -0.38034038]
 [-0.54011586 -0.9506642   2.56132457 ...  0.53806616 -0.26680931
  -0.06257373]]","(array([0., 1.]), array([1., 0.]), array([ 7, 39], dtype=int32))",0.8478260869565217,"(array([0., 1.]), array([0., 1.]), array([2, 1]))","                   pre       rec       spe        f1       geo       iba       sup

          0       0.00      0.00      1.00      0.00      0.00      0.00         7
          1       0.85      1.00      0.00      0.92      0.00      0.00        39

avg / total       0.72      0.85      0.15      0.78      0.00      0.00        46
",logistic,1.0,"[0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0
 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1
 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1
 0 1 1 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00         7
           1       0.85      1.00      0.92        39

    accuracy                           0.85        46
   macro avg       0.42      0.50      0.46        46
weighted avg       0.72      0.85      0.78        46
",0.8478260869565217,auto,"[[ 0  7]
 [ 0 39]]",0.8478260869565217
36,HOS,0,1,0.25274725274725274,0.7882458182553653,0.38461538461538464,0.14285714285714285,0.2344036154692477,-0.34074440625264074,0.34782608695652173,15,1,6,24,7,39,0.04,0.7142857142857143,0.14285714285714285,0.38461538461538464,0.0625,0.5,0.23214285714285712,0.44871794871794873,0.6153846153846154,0.38461538461538464,1000,0.34782608695652173,adam,0.34782608695652173,"(0.34782608695652173, 0.34782608695652173, None)",False,-0.34074440625264074,0.2637362637362638,0.9,0.34782608695652173,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.04      0.14      0.38      0.06      0.23      0.05         7
          1       0.71      0.38      0.14      0.50      0.23      0.06        39

avg / total       0.61      0.35      0.18      0.43      0.23      0.06        46
",0.34782608695652173,22.525393248519602,,"(1,)",0.001,0.34782608695652173,constant,-0.22994652406417115,0.6521739130434783,,[0.38461538 0.14285714],0.5,[0.14285714 0.38461538],0.0001,0.6521739130434783,"[[-0.49388628  0.30227023  0.61654009 ...  0.51228913 -0.17354182
   0.58240952]
 [ 0.21452689 -0.29393347 -0.28736815 ... -0.4611912  -0.31689448
  -1.07424209]
 [-0.42670917  0.76598422 -0.28736815 ... -1.05969359 -0.34249317
  -0.76131901]
 ...
 [-0.13561462 -0.24123071 -0.08320503 ... -0.90182798 -0.32713396
  -0.63159719]
 [-0.55568344 -0.43509856  1.59654326 ...  0.55245293 -0.20462597
   0.12606308]
 [-0.52367711 -1.08833355  1.80495806 ...  0.66748711 -0.21691402
  -0.11078142]]","(array([0.14285714, 0.38461538]), array([0.38461538, 0.14285714]), array([ 7, 39], dtype=int32))",0.7964644051600573,"(array([0.        , 0.85714286, 1.        ]), array([0.        , 0.38461538, 1.        ]), array([2, 1, 0]))","                   pre       rec       spe        f1       geo       iba       sup

          0       0.04      0.14      0.38      0.06      0.23      0.05         7
          1       0.71      0.38      0.14      0.50      0.23      0.06        39

avg / total       0.61      0.35      0.18      0.43      0.23      0.06        46
",logistic,1.0,"[0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 0
 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
 0 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1
 0 1 1 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","              precision    recall  f1-score   support

           0       0.04      0.14      0.06         7
           1       0.71      0.38      0.50        39

    accuracy                           0.35        46
   macro avg       0.38      0.26      0.28        46
weighted avg       0.61      0.35      0.43        46
",0.34782608695652173,auto,"[[ 1  6]
 [24 15]]",0.34782608695652173
72,HOS,0,2,0.586080586080586,0.8737970948036623,1.0,0.0,0.0,inf,0.8478260869565217,39,0,7,0,7,39,0.0,0.8478260869565217,0.0,1.0,0.0,0.9176470588235294,inf,1.0,0.0,1.0,1000,0.8478260869565217,adam,0.8478260869565217,"(0.8478260869565217, 0.8478260869565217, None)",False,0.0,0.5,0.9,0.8478260869565217,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.00      0.00      1.00      0.00      0.00      0.00         7
          1       0.85      1.00      0.00      0.92      0.00      0.00        39

avg / total       0.72      0.85      0.15      0.78      0.00      0.00        46
",0.8478260869565217,5.25602243361709,,"(1,)",0.001,0.8478260869565218,constant,0.0,0.15217391304347827,,[1. 0.],0.5,[0. 1.],0.0001,0.15217391304347827,"[[ 0.19896201 -0.3286223  -0.1615039  ... -0.37152073 -0.32643048
  -1.01545368]
 [-0.44321554  0.7471523  -0.1615039  ... -0.94463242 -0.35167799
  -0.71718403]
 [-0.44321554  1.68845507  0.13548418 ... -0.94063164 -0.32138097
  -0.96281786]
 ...
 [-0.14563034 -0.60509066  0.04035079 ...  0.28654165 -0.31633147
  -0.34534715]
 [-0.20858219  1.11759562  2.31604936 ... -0.98657285 -0.32569526
  -1.272672  ]
 [ 0.08054968 -0.39788172 -0.17086389 ...  0.3752205  -0.31633147
  -0.10410569]]","(array([0., 1.]), array([1., 0.]), array([ 7, 39], dtype=int32))",0.8478260869565217,"(array([0., 1.]), array([0., 1.]), array([2, 1]))","                   pre       rec       spe        f1       geo       iba       sup

          0       0.00      0.00      1.00      0.00      0.00      0.00         7
          1       0.85      1.00      0.00      0.92      0.00      0.00        39

avg / total       0.72      0.85      0.15      0.78      0.00      0.00        46
",logistic,1.0,"[1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1 1
 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 0 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1
 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0
 1 1 0 1 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00         7
           1       0.85      1.00      0.92        39

    accuracy                           0.85        46
   macro avg       0.42      0.50      0.46        46
weighted avg       0.72      0.85      0.78        46
",0.8478260869565217,auto,"[[ 0  7]
 [ 0 39]]",0.8478260869565217
108,HOS,0,3,0.7142857142857143,0.930090479701347,1.0,0.0,0.0,inf,0.8478260869565217,39,0,7,0,7,39,0.0,0.8478260869565217,0.0,1.0,0.0,0.9176470588235294,inf,1.0,0.0,1.0,1000,0.8478260869565217,adam,0.8478260869565217,"(0.8478260869565217, 0.8478260869565217, None)",False,0.0,0.5,0.9,0.8478260869565217,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.00      0.00      1.00      0.00      0.00      0.00         7
          1       0.85      1.00      0.00      0.92      0.00      0.00        39

avg / total       0.72      0.85      0.15      0.78      0.00      0.00        46
",0.8478260869565217,5.25602243361709,,"(1,)",0.001,0.8478260869565218,constant,0.0,0.15217391304347827,,[1. 0.],0.5,[0. 1.],0.0001,0.15217391304347827,"[[-0.46968611  0.46263578  0.66721534 ...  0.45731104 -0.19149697
   0.49243613]
 [ 0.26149956 -0.25052196 -0.23632815 ... -0.44875199 -0.32555143
  -1.11726075]
 [-0.40034953  1.01731403 -0.23632815 ... -1.00580577 -0.34948972
  -0.81320689]
 ...
 [-0.41449227 -0.88964074 -0.56547419 ... -0.97682882 -0.33644332
  -0.81085912]
 [-0.52977144 -0.15245329 -0.51117306 ... -1.0380131  -0.34948972
  -0.29051676]
 [-0.31512843 -0.43562588 -0.3519811  ... -0.95393846 -0.34098683
  -0.98404943]]","(array([0., 1.]), array([1., 0.]), array([ 7, 39], dtype=int32))",0.8478260869565217,"(array([0., 1.]), array([0., 1.]), array([2, 1]))","                   pre       rec       spe        f1       geo       iba       sup

          0       0.00      0.00      1.00      0.00      0.00      0.00         7
          1       0.85      1.00      0.00      0.92      0.00      0.00        39

avg / total       0.72      0.85      0.15      0.78      0.00      0.00        46
",logistic,1.0,"[0 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0
 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
 0 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 1 0
 1 1 0 1 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00         7
           1       0.85      1.00      0.92        39

    accuracy                           0.85        46
   macro avg       0.42      0.50      0.46        46
weighted avg       0.72      0.85      0.78        46
",0.8478260869565217,auto,"[[ 0  7]
 [ 0 39]]",0.8478260869565217
144,HOS,0,4,0.6813186813186813,0.9215364525123226,0.6923076923076923,0.5714285714285714,0.628970902033151,0.19889806323953876,0.6739130434782609,27,4,3,12,7,39,0.25,0.9,0.5714285714285714,0.6923076923076923,0.34782608695652173,0.7826086956521738,1.857142857142857,1.6153846153846152,0.3076923076923077,0.6923076923076923,1000,0.6739130434782609,adam,0.6739130434782609,"(0.6739130434782609, 0.6739130434782609, None)",False,0.19889806323953876,0.6318681318681318,0.9,0.6739130434782609,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.25      0.57      0.69      0.35      0.63      0.39         7
          1       0.90      0.69      0.57      0.78      0.63      0.40        39

avg / total       0.80      0.67      0.59      0.72      0.63      0.40        46
",0.6739130434782609,11.262696624259801,,"(1,)",0.001,0.6739130434782609,constant,0.17266187050359716,0.32608695652173914,,[0.69230769 0.57142857],0.5,[0.57142857 0.69230769],0.0001,0.32608695652173914,"[[-0.46100017  0.3285671   0.51979604 ...  0.63800986 -0.18339267
   0.57159094]
 [ 0.25576968 -0.28139171 -0.2858373  ... -0.35959191 -0.32021361
  -1.02581573]
 [-0.39303061  0.8029795  -0.2858373  ... -0.97292433 -0.34464592
  -0.72408336]
 ...
 [-0.32769469 -0.75989748 -0.23350548 ...  1.69562505 -0.24233374
   0.39731731]
 [-0.01863851 -0.84725794  0.27851363 ... -0.71626294 -0.32717537
  -0.3788346 ]
 [-0.10992817 -0.53569296  0.50184085 ... -0.77507977 -0.32702778
  -0.44563796]]","(array([0.57142857, 0.69230769]), array([0.69230769, 0.57142857]), array([ 7, 39], dtype=int32))",0.8839464882943144,"(array([0.        , 0.42857143, 1.        ]), array([0.        , 0.69230769, 1.        ]), array([2, 1, 0]))","                   pre       rec       spe        f1       geo       iba       sup

          0       0.25      0.57      0.69      0.35      0.63      0.38         7
          1       0.90      0.69      0.57      0.78      0.63      0.41        39

avg / total       0.80      0.67      0.59      0.72      0.63      0.41        46
",logistic,1.0,"[0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1 0 0 1
 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 0 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1
 1 0 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1
 1 0 1 1 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","              precision    recall  f1-score   support

           0       0.25      0.57      0.35         7
           1       0.90      0.69      0.78        39

    accuracy                           0.67        46
   macro avg       0.57      0.63      0.57        46
weighted avg       0.80      0.67      0.72        46
",0.6739130434782609,auto,"[[ 4  3]
 [12 27]]",0.6739130434782609
180,HOS,0,5,0.43589743589743585,0.8580628361423861,0.0,1.0,0.0,inf,0.15217391304347827,0,7,0,39,7,39,0.15217391304347827,0.0,1.0,0.0,0.2641509433962264,0.0,1.0,inf,1.0,0.0,1000,0.15217391304347827,adam,0.15217391304347827,"(0.15217391304347827, 0.15217391304347827, None)",False,0.0,0.5,0.9,0.15217391304347827,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.15      1.00      0.00      0.26      0.00      0.00         7
          1       0.00      0.00      1.00      0.00      0.00      0.00        39

avg / total       0.02      0.15      0.85      0.04      0.00      0.00        46
",0.15217391304347827,29.2828756391634,,"(1,)",0.001,0.15217391304347827,constant,0.0,0.8478260869565217,,[0. 1.],0.5,[1. 0.],0.0001,0.8478260869565217,"[[-0.48132175  0.2270464   0.42371319 ...  0.63969974 -0.195503
   0.60857116]
 [-0.41092435  0.68270924 -0.37537665 ... -0.95080886 -0.35308686
  -0.6797347 ]
 [-0.41092435  1.59403492 -0.14706527 ... -0.94658159 -0.32443525
  -0.92680706]
 ...
 [-0.0370302  -0.32599363  1.43532333 ...  0.44888035 -0.29597792
   0.63941554]
 [-0.32581346 -0.45931422  2.39829424 ...  0.36790989 -0.28531307
   0.74010643]
 [-0.22209384 -0.68248224  0.19240883 ...  0.31586833 -0.31507914
  -0.26095609]]","(array([1., 0.]), array([0., 1.]), array([ 7, 39], dtype=int32))",0.8478260869565217,"(array([0., 1.]), array([0., 1.]), array([1, 0]))","                   pre       rec       spe        f1       geo       iba       sup

          0       0.15      1.00      0.00      0.26      0.00      0.00         7
          1       0.00      0.00      1.00      0.00      0.00      0.00        39

avg / total       0.02      0.15      0.85      0.04      0.00      0.00        46
",logistic,1.0,"[0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 0 0 1 1 1 1 1
 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 0 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1
 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1
 1 0 1 1 0 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","              precision    recall  f1-score   support

           0       0.15      1.00      0.26         7
           1       0.00      0.00      0.00        39

    accuracy                           0.15        46
   macro avg       0.08      0.50      0.13        46
weighted avg       0.02      0.15      0.04        46
",0.15217391304347827,auto,"[[ 7  0]
 [39  0]]",0.15217391304347827
216,HOS,0,6,0.5164835164835165,0.8881949554073361,0.0,1.0,0.0,inf,0.15217391304347827,0,7,0,39,7,39,0.15217391304347827,0.0,1.0,0.0,0.2641509433962264,0.0,1.0,inf,1.0,0.0,1000,0.15217391304347827,adam,0.15217391304347827,"(0.15217391304347827, 0.15217391304347827, None)",False,0.0,0.5,0.9,0.15217391304347827,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.15      1.00      0.00      0.26      0.00      0.00         7
          1       0.00      0.00      1.00      0.00      0.00      0.00        39

avg / total       0.02      0.15      0.85      0.04      0.00      0.00        46
",0.15217391304347827,29.2828756391634,,"(1,)",0.001,0.15217391304347827,constant,0.0,0.8478260869565217,,[0. 1.],0.5,[1. 0.],0.0001,0.8478260869565217,"[[-0.48213709  0.29826722  0.50009066 ...  0.60525292 -0.2070027
   0.58162931]
 [ 0.22743686 -0.29223148 -0.33383617 ... -0.39082839 -0.36657026
  -1.0054129 ]
 [-0.41484991  1.67609752 -0.09557136 ... -0.998951   -0.36087142
  -0.95251149]
 ...
 [-0.14696464  1.61775822  1.09325208 ... -1.03101999 -0.35336388
  -1.17457008]
 [-0.48426373  0.27317589  0.53115383 ...  0.60666487 -0.20819146
   0.56660942]
 [-0.33856586 -0.81132611 -0.24973956 ... -0.92658949 -0.37327482
  -0.69941631]]","(array([1., 0.]), array([0., 1.]), array([ 7, 39], dtype=int32))",0.8478260869565217,"(array([0., 1.]), array([0., 1.]), array([1, 0]))","                   pre       rec       spe        f1       geo       iba       sup

          0       0.15      1.00      0.00      0.26      0.00      0.00         7
          1       0.00      0.00      1.00      0.00      0.00      0.00        39

avg / total       0.02      0.15      0.85      0.04      0.00      0.00        46
",logistic,1.0,"[0 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1
 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 0 1 0 1 1 0 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1
 0 1 1 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1
 1 0 1 1 1 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","              precision    recall  f1-score   support

           0       0.15      1.00      0.26         7
           1       0.00      0.00      0.00        39

    accuracy                           0.15        46
   macro avg       0.08      0.50      0.13        46
weighted avg       0.02      0.15      0.04        46
",0.15217391304347827,auto,"[[ 7  0]
 [39  0]]",0.15217391304347827
252,HOS,0,7,0.5311355311355311,0.8759014075818556,1.0,0.0,0.0,inf,0.8478260869565217,39,0,7,0,7,39,0.0,0.8478260869565217,0.0,1.0,0.0,0.9176470588235294,inf,1.0,0.0,1.0,1000,0.8478260869565217,adam,0.8478260869565217,"(0.8478260869565217, 0.8478260869565217, None)",False,0.0,0.5,0.9,0.8478260869565217,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.00      0.00      1.00      0.00      0.00      0.00         7
          1       0.85      1.00      0.00      0.92      0.00      0.00        39

avg / total       0.72      0.85      0.15      0.78      0.00      0.00        46
",0.8478260869565217,5.25602243361709,,"(1,)",0.001,0.8478260869565218,constant,0.0,0.15217391304347827,,[1. 0.],0.5,[0. 1.],0.0001,0.15217391304347827,"[[-0.4563907   0.40860516  0.76555939 ...  0.56269651 -0.17551486
   0.6732304 ]
 [ 0.25447533 -0.20991525 -0.21657356 ... -0.399063   -0.32229725
  -1.16053923]
 [-0.38898099  0.88967659 -0.21657356 ... -0.99035934 -0.34850839
  -0.81416052]
 ...
 [ 0.21981511 -0.20221752 -0.2144904  ...  0.72879913 -0.29186256
   0.45971777]
 [ 0.3808085  -0.1618282  -0.18834854 ...  0.32814106 -0.30866439
   0.21695657]
 [-0.20619138 -0.76206099 -0.24072905 ...  0.74525453 -0.20553429
   0.28811761]]","(array([0., 1.]), array([1., 0.]), array([ 7, 39], dtype=int32))",0.8478260869565217,"(array([0., 1.]), array([0., 1.]), array([2, 1]))","                   pre       rec       spe        f1       geo       iba       sup

          0       0.00      0.00      1.00      0.00      0.00      0.00         7
          1       0.85      1.00      0.00      0.92      0.00      0.00        39

avg / total       0.72      0.85      0.15      0.78      0.00      0.00        46
",logistic,1.0,"[0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1
 1 1 1 1 1 1 1 0 1 0 1 1 1 1 1 1 1 0 1 0 1 1 0 0 1 1 1 1 1 1 1 0 1 1 1 1 1
 1 0 1 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 0 1 1 1 1 1
 1 1 1 1 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","              precision    recall  f1-score   support

           0       0.00      0.00      0.00         7
           1       0.85      1.00      0.92        39

    accuracy                           0.85        46
   macro avg       0.42      0.50      0.46        46
weighted avg       0.72      0.85      0.78        46
",0.8478260869565217,auto,"[[ 0  7]
 [ 0 39]]",0.8478260869565217
288,HOS,0,8,0.7289377289377289,0.9431135169475692,0.0,1.0,0.0,inf,0.15217391304347827,0,7,0,39,7,39,0.15217391304347827,0.0,1.0,0.0,0.2641509433962264,0.0,1.0,inf,1.0,0.0,1000,0.15217391304347827,adam,0.15217391304347827,"(0.15217391304347827, 0.15217391304347827, None)",False,0.0,0.5,0.9,0.15217391304347827,"                   pre       rec       spe        f1       geo       iba       sup

          0       0.15      1.00      0.00      0.26      0.00      0.00         7
          1       0.00      0.00      1.00      0.00      0.00      0.00        39

avg / total       0.02      0.15      0.85      0.04      0.00      0.00        46
",0.15217391304347827,29.2828756391634,,"(1,)",0.001,0.15217391304347827,constant,0.0,0.8478260869565217,,[0. 1.],0.5,[1. 0.],0.0001,0.8478260869565217,"[[-0.63574714  0.33850211  0.52455899 ...  0.61624291 -0.19032829
   0.61896615]
 [ 0.46382782 -0.26252616 -0.31180177 ... -0.35584937 -0.32701128
  -1.05138389]
 [-0.5314771   0.80596855 -0.31180177 ... -0.95349838 -0.35141896
  -0.73587333]
 ...
 [-0.0886483  -0.7034011   0.90935758 ... -0.73672023 -0.33173897
  -0.35915062]
 [-0.69239114 -0.64849559 -1.10204077 ... -0.97592481 -0.348036
  -0.81829076]
 [-0.44564313 -0.95235043  0.48220952 ...  0.89604735 -0.20328298
   0.26710341]]","(array([1., 0.]), array([0., 1.]), array([ 7, 39], dtype=int32))",0.8478260869565217,"(array([0., 1.]), array([0., 1.]), array([1, 0]))","                   pre       rec       spe        f1       geo       iba       sup

          0       0.15      1.00      0.00      0.26      0.00      0.00         7
          1       0.00      0.00      1.00      0.00      0.00      0.00        39

avg / total       0.02      0.15      0.85      0.04      0.00      0.00        46
",logistic,1.0,"[0 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1 1
 0 1 1 1 1 1 1 1 1 1 0 0 1 1 1 1 1 1 0 1 0 1 1 0 0 1 1 1 1 1 0 1 1 1 1 1 1
 0 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 0 1 1 1 1 1
 1 1 0 0 1 0 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","              precision    recall  f1-score   support

           0       0.15      1.00      0.26         7
           1       0.00      0.00      0.00        39

    accuracy                           0.15        46
   macro avg       0.08      0.50      0.13        46
weighted avg       0.02      0.15      0.04        46
",0.15217391304347827,auto,"[[ 7  0]
 [39  0]]",0.15217391304347827
