id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,ber,bcr,cohen_kappa_score,accuracy,prec_score,momentum,alpha,avg_prec_score,imb_spec_micro,tol,matthews_corrcoef,warm_start,zero_one_loss,log_loss,rec_score,learning_rate_init,power_t,max_iter,fbeta_score,hamming_loss,f1_score,roc_auc_score,imb_sens_micro
HOS,0,4.5,0.6955944143955627,0.8271754852628037,0.5971027216856892,0.7210708117443868,0.6561303544902741,0.6388824214202561,680.1,417.5,161.5,458.9,579.0,1139.0,0.47641376798623175,0.808124435579326,0.7210708117443868,0.5971027216856892,0.5737243844491331,0.6867359359781531,0.4028972783143108,0.5971027216856892,0.28251294896060014,0.6388824214202561,0.6388824214202561,0.9000000000000001,1.0,0.7496434006890162,0.6388824214202561,0.00010000000000000002,0.30088621780963576,False,0.36111757857974386,12.472634464719187,0.6388824214202561,0.0010000000000000002,0.5,1000.0,0.6388824214202561,0.3611175785797439,0.6388824214202561,0.6590867667150381,0.6388824214202561
HOS,1,4.5,0.702379295233676,0.8284273875262288,0.6250219490781387,0.6894645941278065,0.6563913681590127,0.6467403958090804,711.9,399.2,179.8,427.1,579.0,1139.0,0.48314180288467073,0.7984182507658096,0.6894645941278065,0.6250219490781387,0.5681082671689645,0.7011121516580732,0.3749780509218613,0.6250219490781387,0.2845993254081313,0.6467403958090804,0.6467403958090804,0.9000000000000001,1.0,0.7476152622471216,0.6467403958090804,0.00010000000000000002,0.2975681595814479,False,0.3532596041909197,12.20123816163518,0.6467403958090804,0.0010000000000000002,0.5,1000.0,0.6467403958090804,0.35325960419091973,0.6467403958090804,0.6572432716029726,0.6467403958090804
HOS,2,4.5,0.6987338528327579,0.8255973659119921,0.6278314310798946,0.6746113989637306,0.6505475064248379,0.6435972060535506,715.1,390.6,188.4,423.9,579.0,1139.0,0.4796414163480282,0.7917075002317733,0.6746113989637306,0.6278314310798946,0.5604835491307737,0.7001190050223954,0.37216856892010536,0.6278314310798946,0.2749252469221212,0.6435972060535506,0.6435972060535506,0.9000000000000001,1.0,0.7436993993593515,0.6435972060535506,0.00010000000000000002,0.2864740823089035,False,0.3564027939464493,12.30980409240958,0.6435972060535506,0.0010000000000000002,0.5,1000.0,0.6435972060535506,0.3564027939464493,0.6435972060535506,0.6512214150218126,0.6435972060535506
HOS,3,4.5,0.6942516918607208,0.8235304646123064,0.6090430201931519,0.6987910189982729,0.6523416094470498,0.639289871944121,693.7,404.6,174.4,445.3,579.0,1139.0,0.4760667565472144,0.7991317372123283,0.6987910189982729,0.6090430201931519,0.5662963977390703,0.6912326467434298,0.3909569798068482,0.6090430201931519,0.27607750331392555,0.639289871944121,0.639289871944121,0.9000000000000001,1.0,0.7459202929872302,0.639289871944121,0.00010000000000000002,0.29105920544592856,False,0.3607101280558789,12.458567626145506,0.639289871944121,0.0010000000000000002,0.5,1000.0,0.6392898719441209,0.3607101280558789,0.639289871944121,0.6539170195957124,0.639289871944121
HOS,4,4.5,0.6943337260664066,0.8228455784814844,0.5711150131694469,0.7172711571675303,0.6240456339128462,0.620372526193248,650.5,415.3,163.7,488.5,579.0,1139.0,0.4676932024120182,0.8089920693314259,0.7172711571675303,0.5711150131694469,0.561594344560146,0.6507895614319131,0.42888498683055315,0.5711150131694469,0.2582167022024505,0.620372526193248,0.620372526193248,0.9000000000000001,1.0,0.7408708889605164,0.620372526193248,0.00010000000000000002,0.2801310293891429,False,0.37962747380675194,13.111944620989565,0.620372526193248,0.0010000000000000002,0.5,1000.0,0.620372526193248,0.3796274738067521,0.620372526193248,0.6441930851684885,0.620372526193248
HOS,5,4.5,0.6647722982163246,0.7921478382037538,0.6,0.4,0.0,0.5325960419091966,683.4,231.6,347.4,455.6,579.0,1139.0,0.13480791618160654,0.39778812572759026,0.4,0.6,0.20165433173704836,0.47840392019600975,0.4,0.6,0.0,0.5325960419091966,0.5325960419091966,0.9000000000000001,1.0,0.6629802095459836,0.5325960419091966,0.00010000000000000002,0.0,False,0.4674039580908033,16.143722482689483,0.5325960419091966,0.0010000000000000002,0.5,1000.0,0.5325960419091966,0.4674039580908033,0.5325960419091966,0.5,0.5325960419091966
HOS,6,4.5,0.6966681375202622,0.8301754724175978,0.5719929762949956,0.7457685664939551,0.6529397434349014,0.6305587892898719,651.5,431.8,147.2,487.5,579.0,1139.0,0.46983790590551583,0.8158505084541983,0.7457685664939551,0.5719929762949956,0.5763679374482489,0.6723145976422871,0.4280070237050044,0.5719929762949956,0.27768611690830586,0.6305587892898719,0.6305587892898719,0.9000000000000001,0.09999999999999999,0.7503543553193861,0.6305587892898719,0.00010000000000000002,0.3012978676109114,False,0.36944121071012803,12.760115878109158,0.6305587892898719,0.0010000000000000002,0.5,1000.0,0.6305587892898719,0.36944121071012803,0.6305587892898719,0.6588807713944754,0.6305587892898719
HOS,7,4.5,0.8004520221204251,0.8795142805563392,0.7188762071992976,0.72573402417962,0.722196631404368,0.7211874272409778,818.8,420.2,158.8,320.2,579.0,1139.0,0.5676496268142126,0.8376483441299708,0.72573402417962,0.7188762071992976,0.6369261864718514,0.7736541404197167,0.2811237928007024,0.7188762071992976,0.41610329531829615,0.7211874272409778,0.7211874272409778,0.9000000000000001,0.09999999999999999,0.7885318347726511,0.7211874272409778,0.00010000000000000002,0.42449745300855,False,0.27881257275902216,9.629919015852227,0.7211874272409778,0.0010000000000000002,0.5,1000.0,0.7211874272409778,0.27881257275902216,0.7211874272409778,0.7223051156894589,0.7211874272409778
HOS,8,4.5,0.8632685399579365,0.9156684342335224,0.7880597014925372,0.7664939550949914,0.777162340684643,0.780791618160652,897.6,443.8,135.2,241.4,579.0,1139.0,0.6479486738023509,0.8690958999837282,0.7664939550949914,0.7880597014925372,0.7021669720326609,0.8265511620317229,0.21194029850746268,0.7880597014925372,0.5306953532388414,0.780791618160652,0.780791618160652,0.9000000000000001,0.09999999999999999,0.825432140323804,0.780791618160652,0.00010000000000000002,0.5354670368666923,False,0.21920838183934807,7.571252209485404,0.780791618160652,0.0010000000000000002,0.5,1000.0,0.780791618160652,0.21920838183934807,0.780791618160652,0.7772768282937644,0.780791618160652
HOS,9,4.5,0.7701350000985623,0.8638899870639971,0.6783143107989463,0.7164075993091538,0.6969570490567416,0.6911525029103608,772.6,414.8,164.2,366.4,579.0,1139.0,0.5311623231931891,0.8248240971196887,0.7164075993091538,0.6783143107989463,0.6098923980578429,0.7443075170884906,0.32168568920105356,0.6783143107989463,0.363548854304973,0.6911525029103608,0.6911525029103608,0.9000000000000001,0.09999999999999999,0.7727346902173858,0.6911525029103608,0.00010000000000000002,0.37485301144004063,False,0.30884749708963916,10.667291064631927,0.6911525029103608,0.0010000000000000002,0.5,1000.0,0.6911525029103609,0.3088474970896391,0.6911525029103608,0.69736095505405,0.6911525029103608
