id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,zero_one_loss,hamming_loss,rec_score,accuracy,fbeta_score,roc_auc_score,f1_score,imb_spec_micro,cohen_kappa_score,log_loss,prec_score,avg_prec_score,imb_sens_micro,matthews_corrcoef
HOS,0,4.5,0.6947456368646663,0.48065742088068414,0.7524647887323944,0.542695652173913,0.6378526619950151,0.2802104275021445,0.6120488940628638,427.4,624.1,525.9,140.6,1150.0,568.0,0.8167171828164049,0.44931227161462306,0.542695652173913,0.7524647887323944,0.6509037721494229,0.5619443741128228,2.20638330621657,1.6544248780832391,0.24753521126760555,0.7524647887323944,0.3879511059371362,0.38795110593713616,0.6120488940628638,0.6120488940628638,0.6120488940628638,0.6475802204531538,0.6120488940628638,0.6120488940628638,0.25234662174702516,13.399601266295988,0.6120488940628638,0.4195263138025105,0.6120488940628638,0.2802104275021445
HOSbal,0,4.5,0.6898246875619918,0.6473994154940288,0.7524647887323944,0.5371478873239436,0.6347353260881572,0.29731535731489134,0.644806338028169,427.4,305.1,262.9,140.6,568.0,568.0,0.6855617880227574,0.61971666833611,0.5371478873239436,0.7524647887323944,0.6012229376787437,0.6790841279573423,2.185985467403712,1.6317431643930207,0.24753521126760555,0.7524647887323944,0.355193661971831,0.355193661971831,0.644806338028169,0.644806338028169,0.6448063380281691,0.6448063380281691,0.644806338028169,0.644806338028169,0.289612676056338,12.26813951541449,0.644806338028169,0.5897958277167045,0.644806338028169,0.29731535731489134
