id_data,id_estm,id_fold,roc,prauc,sens,spec,gmean,matt,score,tp,tn,fp,fn,sp0,sp1,p0,p1,r0,r1,fs0,fs1,nlike,plike,ber,bcr,zero_one_loss,hamming_loss,rec_score,accuracy,fbeta_score,roc_auc_score,f1_score,imb_spec_micro,cohen_kappa_score,priors,log_loss,hinge_loss,prec_score,pr_curve,avg_prec_score,imb_sens_micro,matthews_corrcoef
HOS,0,3.0276503540974917,0.002046701697953059,0.002985259204208965,0.03433173828476172,0.04579792697843377,0.01334205495855151,0.014546780853663567,0.020201343002419426,19.500427345744672,52.667616025198804,52.66761602519882,19.500427345744676,0.0,0.0,0.008871191400557036,0.015042882858390593,0.04579792697843377,0.03433173828476172,0.030256666486801993,0.006101937230616481,0.12608419329542178,0.10138257157025861,0.03433173828476173,0.03433173828476172,0.020201343002419426,0.020201343002419415,0.020201343002419426,0.020201343002419426,0.02020134300241944,0.008534629090703945,0.020201343002419426,0.020201343002419426,0.020125266306051142,,0.6977537950775422,,0.020201343002419426,,0.007859113820571938,0.020201343002419426,0.014546780853663567
HOSbal,0,3.0276503540974917,0.002070259282101537,0.0021494313749881237,0.03433173828476172,0.04067075005271402,0.011113185566724639,0.01274470270892185,0.007069708804669446,19.500427345744672,23.100986029941573,23.100986029941573,19.500427345744676,0.0,0.0,0.014260336858802932,0.011381739169483937,0.04067075005271402,0.03433173828476172,0.02100210356817267,0.01001949154486306,0.14009104431473007,0.07890422132032689,0.03433173828476173,0.03433173828476172,0.007069708804669456,0.007069708804669452,0.007069708804669446,0.007069708804669446,0.007069708804669469,0.007069708804669474,0.007069708804669446,0.007069708804669446,0.014139417609338938,,0.24418864006555954,,0.007069708804669446,,0.005734545232120393,0.007069708804669446,0.01274470270892185
